profile_name,nmax,sigma,bg_kmax,x_mode,x_cut,target_t,input_center_t,refined_t,min_abs,re_c,im_c,arg_c,phase_left,phase_right,phase_delta_unwrapped,derivative_re,derivative_im,derivative_abs,second_derivative_abs,abs_curvature,complex_cross,valley_width_at_2x_min,classification
dyn_800k_k7,800000,0.5,7,nmax/x_factor,266666.6666666667,40.919,40.919070000006364,40.919065000001325,0.00013288893666910098,0.00012285442039205001,-5.065827552510824e-05,-0.39110220341527685,-0.3946184345245522,-0.38758596631093223,0.007032468213619969,0.1780095589974846,0.4320351510983223,0.4672705585407978,2.2481084199819112,1645.2803058212944,6.209508536297372e-05,0.0009839999975156388,shallow_minimum
dyn_800k_k7,800000,0.5,7,nmax/x_factor,266666.6666666667,43.327,43.3268600000063,43.32686000000125,0.00016700655014596528,-0.00016679730349062458,8.357472100658804e-06,3.0915289628439875,3.0884774566905286,3.0945804688735703,0.006103012183041656,-0.02553012034910802,-0.5089832102721673,0.5096230914940975,2.5312854169628802,1557.6462841998887,8.51103942639432e-05,0.0011339999971369252,shallow_minimum
dyn_800k_k7,800000,0.5,7,nmax/x_factor,266666.6666666667,48.005,48.004830000006294,48.00483400000123,0.00010548753524465805,-3.653756582922755e-05,9.895769992915072e-05,1.9244935871864908,1.9200569471090294,1.9289302638349415,0.008873316725912073,-0.43888030971095177,-0.16255016137801884,0.4680154711288943,2.3508378159325054,2078.752382359515,4.9369773215090026e-05,0.0007789999980332141,shallow_minimum
dyn_800k_k7,800000,0.5,7,nmax/x_factor,266666.6666666667,49.774,49.77392000000632,49.773917000001276,0.00017209049881579503,-0.00014218417930847882,-9.694740294120047e-05,-2.5431562632806695,-2.5405477720536775,-2.545764747275666,-0.005216975221988385,-0.253129115846418,0.3707211996988903,0.4488970452067754,2.2888039607128343,1168.6719677932167,7.72508999215539e-05,0.0013289999966445976,shallow_minimum
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,21.022,21.021609999999257,21.02160600000131,7.927354028023899e-05,-4.9797725599424835e-05,6.16804727096596e-05,2.25000289581635,2.245652766168746,2.2543530797328475,0.008700313564101503,-0.26801287855300593,-0.21701145001526737,0.34485485716167197,1.45853325962672,1501.6317891013935,2.7337837681219576e-05,0.0007950000008172253,transverse_near_zero
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,32.935,32.93514000000639,32.93514400000133,0.00011921099884172455,-3.9229823436973684e-05,0.0001125712361038357,1.9061242986640181,-4.373407800598138,-4.380714263545462,-0.007306462947323844,0.4114957684104926,0.14261276822226468,0.43550794376194696,2.106157352944657,1588.9117409355292,5.191726101868436e-05,0.0009479999976065301,shallow_minimum
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,37.586,37.586290000006436,37.586289000001386,9.903897573359223e-05,1.3716240793123315e-05,9.80845729606044e-05,1.4318563719650121,1.436629258626116,1.4270835904892545,-0.00954566813686153,0.4682992452383838,-0.0643624078519562,0.4727014942173776,2.3703463000939804,2253.76349833749,4.681574177110287e-05,0.000724999998169551,transverse_near_zero
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,40.919,40.9188700000063,40.91886600000126,7.907862035370083e-05,7.32457629306965e-05,-2.9807489155327274e-05,-0.38648483593968685,-0.39232761158004864,-0.38064218370540015,0.01168542787464849,0.17492408516438182,0.4276474068813473,0.46203976039182654,2.2149920977215336,2701.7821576047704,3.653740835390113e-05,0.0005919999985053437,transverse_near_zero
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,43.327,43.327230000006416,43.32723100000136,5.917917520336707e-05,5.914106350019269e-05,-2.1235314494944717e-06,-0.03589079122571148,-0.02733364340681217,-0.0444477611864706,-0.01711411777965843,-0.017545344044421367,-0.5061083921643301,0.5064124245284672,2.551965281696194,4330.8798827802775,2.9969046648841603e-05,0.00040399999897999805,transverse_near_zero
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,48.005,48.005340000006456,48.005344000001394,5.695991660260794e-06,2.1933065266447674e-06,-5.256779192046969e-06,-1.1755219744178795,-1.0939465314010304,-1.2573663866091056,-0.16341985520807523,-0.4341151132659623,-0.17092171874651568,0.46655135355626426,2.385426622024439,38132.96754048193,2.656931015641698e-06,4.099999989648495e-05,transverse_near_zero
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,49.774,49.7738500000063,49.773854000001236,8.743179876301885e-05,-7.24177662480857e-05,-4.8989657751148274e-05,-2.5468223233264062,-2.541771311704132,-2.5518732962064905,-0.010101984502358441,-0.24775177617358665,0.3655795084198998,0.4416212399485588,2.215639881426449,2228.4358351394153,3.8611726107825484e-05,0.0006849999982705413,transverse_near_zero
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,21.022,21.02203999999924,21.022037000001294,1.1788742057338461e-07,4.782561595852301e-08,-1.077504263918892e-07,-1.1530639302029884,0.32013191494323173,-2.1804952524098073,-2.500627167353039,-0.27252925954447804,-0.2139588065720369,0.34648314276107545,1.482091568800482,494140.2527152479,3.959785563424149e-08,0.0,transverse_near_zero
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,32.935,32.93506000000637,32.93506100000131,1.834723737922486e-07,-1.6319813689014382e-07,8.38360308014905e-08,2.6670396446398983,-3.0379996343900544,-5.523952392572335,-2.4859527581822807,0.40177462829951416,0.14257258328265127,0.42632123269795197,2.003506210364168,529979.0738465362,5.695077007671902e-08,9.999999974752427e-07,transverse_near_zero
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,37.586,37.5861800000064,37.58617900000135,6.493384438417995e-08,-1.4522087390549649e-08,-6.328912327035457e-08,-1.7963482601888163,3.142979619986975,6.0084545974722,2.865474977485225,0.461274276108714,-0.06263035389711574,0.4655067336020996,2.2922618090853577,810088.0740382127,3.010316799468294e-08,0.0,transverse_near_zero
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,40.919,40.91872000000625,40.918719000001204,3.4511353434043716e-07,2.1256735544909593e-07,-2.718795155621802e-07,-0.9072246053890969,-1.5285743676536732,0.3924408376293346,1.9210152052830078,0.18268453206838448,0.43547957312468955,0.47224580132162786,2.319664827820068,445536.44261475897,1.422369232906724e-07,9.999999974752427e-07,transverse_near_zero
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,43.327,43.327070000006366,43.3270740000013,1.1272530601674461e-07,1.0953398908235114e-07,-2.663268391049048e-08,-0.23851692844651598,1.2978812597402862,-1.414819540253058,-2.7127007999933443,-0.025366710890154208,-0.50859011592376,0.5092223247626996,2.569331620686024,816830.0862253322,5.638348779797111e-08,0.0,transverse_near_zero
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,48.005,48.005150000006395,48.00515100000134,4.962508027456183e-07,1.4175767709524806e-08,4.960482908301531e-07,1.542226707871749,0.9679168370469821,2.484704682662649,1.5167878456156667,-0.441776691457155,-0.16631322036197702,0.47204526518333156,2.4556817408349243,351594.3330211743,2.1678495514704724e-07,2.999999992425728e-06,transverse_near_zero
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,49.774,49.77383000000629,49.773832000001235,3.9047746268411277e-07,2.5556584219756706e-07,2.952266064670847e-07,0.857280830287656,-0.1476303353057555,1.5686645195037576,1.7162948548095132,-0.2541463702046881,0.3710279852081993,0.44972451934031143,2.321121647357659,400620.4503400907,1.698528499400574e-07,1.9999999949504854e-06,transverse_near_zero
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,21.022,21.02203999999924,21.022037000001294,2.8201822216103027e-07,1.5332533465808682e-07,-2.3669731596039255e-07,-0.9959906215801335,-0.05539764537536448,-1.8253523728136354,-1.769954727438271,-0.2703883290445779,-0.21319999059873584,0.34433135854118774,1.4569866338492035,325205.0866058581,9.668915165951917e-08,2.0000000020559128e-06,transverse_near_zero
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,32.935,32.93506000000637,32.93506200000131,1.1226802513096853e-07,-5.5173542183841574e-08,-9.777519987039475e-08,-2.0845443129806687,-2.663067217375934,0.12116121549185423,2.7842284328677884,0.4035817402640329,0.1401975038533112,0.42723946582829225,1.9918269935175708,643250.6828182426,3.1725092425437595e-08,0.0,transverse_near_zero
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,37.586,37.5861800000064,37.58617900000135,3.7788909533201267e-07,1.0302626805083622e-07,3.635735915359698e-07,1.2946642979889564,2.2711933397210555,0.49323638702007927,-1.7779569527009762,0.46058931077602105,-0.06059951390297895,0.46455873071809495,2.2813640708519523,438881.6965157204,1.7370145170503364e-07,1.9999999949504854e-06,transverse_near_zero
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,40.919,40.91872000000625,40.918718000001206,3.607675837337806e-07,-3.4553224936285357e-07,-1.0373386198998463e-07,-2.849938894540344,-2.345495164730767,-4.246859565648361,-1.9013644009175938,0.1800267422523299,0.4331919133408145,0.46911071370185375,2.272894691599359,398489.9495823756,1.3100690698714025e-07,9.999999974752427e-07,transverse_near_zero
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,43.327,43.327070000006366,43.3270740000013,5.503293829702899e-07,-5.493810998276203e-07,-3.2292985502339866e-08,-3.0828795491882977,2.40163081044908,3.899728874616511,1.498098064167431,-0.024714379739506208,-0.5113251593780009,0.5119220831130912,2.602285209015807,400435.2676838016,2.8011427732199215e-07,1.9999999949504854e-06,transverse_near_zero
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,48.005,48.005150000006395,48.00515200000134,3.644189302767078e-07,1.0356696236745286e-07,-3.4939238836872023e-07,-1.2826269777623869,-0.32855133354813365,-2.1502881613173357,-1.821736827769202,-0.43967921734265203,-0.16419485360135186,0.4693375801192745,2.3921387508577645,458901.3304283856,1.7062573408729947e-07,1.9999999949504854e-06,transverse_near_zero
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,49.774,49.77383000000629,49.77383300000123,3.825654580419168e-07,-1.9926847991799191e-07,-3.2657067014353025e-07,-2.1186710600759344,-1.4957873731003601,-3.23532376880711,-1.73953639570675,-0.2515357943438172,0.36894841741711326,0.44653464652898717,2.2555612102744997,385139.6114534549,1.5566400323080252e-07,1.9999999949504854e-06,transverse_near_zero
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,21.022,21.02203999999924,21.022037000001294,2.0456001729803662e-07,-2.043327029329464e-07,-9.640912253999831e-09,-3.094445194972732,1.2748484377273996,3.5916130073000248,2.316764569572625,-0.26802978094601854,-0.21854882728780473,0.34583746671354937,1.4744466293564331,333875.5698327227,4.207262100298345e-08,1.0000000010279564e-06,transverse_near_zero
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,32.935,32.93506000000637,32.93506100000131,3.053456026680931e-07,-1.2976943114646635e-07,-2.763979591253588e-07,-2.0097493484008164,-2.482502265475322,-0.44728594946464384,2.035216316010678,0.4101884663432383,0.14187829725102827,0.4340322904483825,2.083749111675639,383339.9534610344,9.496378902773679e-08,9.999999974752427e-07,transverse_near_zero
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,37.586,37.5861800000064,37.58617900000135,4.469725162902241e-07,-3.6932097849931193e-08,-4.454441047619979e-07,-1.6535178595492384,3.7887867196733644,5.412982310180464,1.6241955905070995,0.46702339708352,-0.06456257497756825,0.4714649292483645,2.357609144956277,404901.3692645662,2.104172503532907e-07,1.9999999949504854e-06,transverse_near_zero
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,40.919,40.91872000000625,40.918719000001204,2.0177044455428238e-07,-1.0591147578504049e-07,1.717383812450424e-07,2.123406581629234,-2.4026984840809047,-4.828271353285523,-2.425572869204618,0.17576439702636892,0.42836168282604264,0.46301928099767314,2.220174607124721,581657.2329571411,7.555391102368915e-08,9.999999974752427e-07,transverse_near_zero
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,43.327,43.327070000006366,43.327073000001306,4.2251845292796996e-07,4.225091967353941e-07,2.796737144814565e-09,0.006619255439609239,0.8564603117842216,-0.8931754511509935,-1.749635762935215,-0.018094859274292927,-0.5053392323684485,0.5056630930796603,2.5240118933724873,472577.4269928936,2.134598665818112e-07,1.9999999949504854e-06,transverse_near_zero
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,48.005,48.005150000006395,48.00515000000134,2.3494376441066135e-07,-6.911806085302374e-08,2.2454680157902505e-07,1.8694040288389022,0.8243730419531373,3.0342823871439273,2.20990934519079,-0.43434043465572947,-0.1703133149894465,0.4665385712238833,2.3607334058258123,574352.5749306047,1.0930148146790835e-07,0.0,transverse_near_zero
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,49.774,49.77383000000629,49.77383300000123,3.6431266168076507e-07,-2.574314408661305e-07,-2.577843453635452e-07,-2.355509525849917,-1.5873926353168633,-3.350473104182167,-1.7630804688653037,-0.24709823443565937,0.3647297758092349,0.44055118524761094,2.1960793566728087,409712.9351949315,1.5759096831783637e-07,1.9999999949504854e-06,transverse_near_zero
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,21.022,21.02203999999924,21.022040000001297,4.817092507943083e-07,3.4693403149961413e-07,-3.341864450994961e-07,-0.7666847363789716,-0.185846939448667,-1.4290057735711552,-1.2431588341224882,-0.2680295508195763,-0.21856262587108122,0.3458460084202304,1.4690392185825023,220671.5742705427,1.65398655698605e-07,4.0000000041118255e-06,transverse_near_zero
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,32.935,32.93506000000637,32.93506100000131,6.666668530629635e-07,1.723922972246571e-07,-6.439919167431222e-07,-1.3092357401351484,-1.8646243901980508,-0.711354372954599,1.1532700172434518,0.41018609357310043,0.14187611035463027,0.43402933316783965,2.081495324293407,256826.91377892232,2.886148772068483e-07,3.999999989900971e-06,transverse_near_zero
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,37.586,37.5861800000064,37.58618000000135,1.1557382528600703e-06,4.3365383220554114e-09,-1.1557301170945703e-06,-1.5670441376751092,4.311344351575196,5.080998434303645,0.769654082728449,0.46701944564851167,-0.06456252320931019,0.4714610079497517,2.3524760931284563,181898.49961069558,5.394684607487299e-07,6.999999982326699e-06,transverse_near_zero
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,40.919,40.91872000000625,40.918718000001206,5.436452170453998e-07,-5.343517699327672e-07,1.0009149807080948e-07,2.9564245180713646,-2.7085721170721775,-4.116202014959907,-1.407629897887729,0.17576513284792195,0.42836480259828663,0.46302244657264374,2.213674213959659,333662.6579550029,2.464900859006582e-07,2.999999992425728e-06,transverse_near_zero
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,43.327,43.327070000006366,43.32707200000131,9.076695325276341e-07,8.911197538904713e-07,1.7253858845232094e-07,0.19125346596641946,0.640659079378633,-0.3642021903106411,-1.004861269689274,-0.018094533804580613,-0.5053422937042339,0.5056661408082029,2.5059542667947823,253071.23958689295,4.47198495074818e-07,4.9999999873762135e-06,transverse_near_zero
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,48.005,48.005150000006395,48.005149000001346,5.26031213076499e-07,-3.399494334060065e-07,4.014264812611e-07,2.2734608654802075,1.4071779952006942,2.851522736015458,1.4443447408147638,-0.4343403966084994,-0.17031060978023932,0.46653754825281263,2.388059266935451,335462.3139068013,2.3225273237792433e-07,2.999999992425728e-06,transverse_near_zero
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,49.774,49.77383000000629,49.77383400000123,6.552571368871116e-07,-5.697062660488062e-07,-3.2372316238758965e-07,-2.6248624578791535,-2.009005673660096,-3.191757335591309,-1.182751661931213,-0.2470994428587304,0.3647315842874189,0.4405533602617344,2.218616685377869,267611.182811004,2.877816820608906e-07,3.999999989900971e-06,transverse_near_zero
