profile,target_t,refined_t,abs_min,re_c,im_c,arg_c,drift_from_target
dyn_800k_k7,37.586,37.58571000000625,4.7535260753164196e-05,8.586270049555397e-06,4.6753363317599094e-05,1.3891698925496825,-0.00028999999374690333
dyn_800k_k7,40.919,40.919070000006364,0.00013290886556841961,0.00012374449459913922,-4.8498109273329835e-05,-0.37352268138236744,7.000000636736559e-05
dyn_800k_k7,43.327,43.3268600000063,0.00016700655014460121,-0.00016679730361812174,8.357469528829477e-06,3.0915289782624686,-0.00013999999369929128
dyn_800k_k7,48.005,48.004830000006294,0.00010550605896531061,-3.478205054849424e-05,9.960791855085415e-05,1.906749015669076,-0.0001699999937088137
dyn_800k_k7,49.774,49.77392000000632,0.00017209663810466145,-0.00014294356024366152,-9.583523063985146e-05,-2.5509815653004235,-7.999999368024646e-05
fixedX_200k_k5,14.134,14.133889999999248,0.0003908204853260181,0.0003140610440872221,-0.0002326076360253642,-0.6374867572149769,-0.00011000000075256366
fixedX_200k_k5,21.022,21.021609999999257,7.928358808790298e-05,-5.086978401830873e-05,6.081243634342316e-05,2.2674022985437214,-0.0003900000007419635
fixedX_200k_k5,25.01,25.010469999999227,2.5768628294141135e-05,2.5710581912418794e-05,-1.7286358455194321e-06,-0.06713337515622379,0.00046999999922547886
fixedX_200k_k5,30.425,30.42485999999925,0.00013255898554602184,2.1146619913215684e-05,0.00013086139658140754,1.4105857253693745,-0.00014000000075142793
fixedX_200k_k5,32.935,32.93514000000639,0.00011922668923156093,-4.087579751142733e-05,0.00011200077054611721,1.920735854969956,0.00014000000638958454
fixedX_200k_k5,37.586,37.586290000006436,9.904121677664013e-05,1.4184542344352308e-05,9.802020903404918e-05,1.4270835664067183,0.0002900000064371966
fixedX_200k_k5,40.919,40.9188700000063,7.910353657978073e-05,7.394547616539522e-05,-2.8096904706776403e-05,-0.3631189294511478,-0.00012999999369611714
fixedX_200k_k5,43.327,43.327230000006416,5.918071395159166e-05,5.915860747201834e-05,-1.6174256680823647e-06,-0.027333686640160604,0.00023000000641815177
fixedX_200k_k5,48.005,48.005340000006456,6.0295959905520485e-06,3.929760203594583e-06,-4.573074737146289e-06,-0.8609131224955147,0.00034000000645306727
fixedX_200k_k5,49.774,49.7738500000063,8.744815997798234e-05,-7.142674704769679e-05,-5.045196219889897e-05,-2.5266206400012647,-0.00014999999370246542
fixedX_400k_k6,14.134,14.13410999999924,0.00019760503536340302,0.00015698863617254145,-0.00012000965841821721,-0.6526839240469929,0.00010999999923910764
fixedX_400k_k6,21.022,21.02203999999924,1.0744631630826354e-06,-7.697656860344071e-07,-7.4962115593513e-07,-2.3694520420614005,3.999999924175768e-05
fixedX_400k_k6,25.01,25.010859999999212,8.603154572448238e-07,-6.823255871093995e-08,-8.576053893872918e-07,-1.6501908031835426,0.0008599999992107143
fixedX_400k_k6,30.425,30.42487999999925,1.4003183546892848e-06,-1.3889022233782841e-06,1.784435719620175e-07,3.013814509301263,-0.00012000000075218509
fixedX_400k_k6,32.935,32.93506000000637,5.680153470657856e-07,-5.649702919000144e-07,-5.873673273750794e-08,-3.0380005260481346,6.000000636419145e-05
fixedX_400k_k6,37.586,37.5861800000064,4.641612116537165e-07,4.4675445637452903e-07,-1.259209518441839e-07,-0.274730035095139,0.0001800000064022811
fixedX_400k_k6,40.919,40.91872000000625,4.2777464069310654e-07,3.9525384845402504e-07,1.6360176802956308e-07,0.39244480197395937,-0.0002799999937437292
fixedX_400k_k6,43.327,43.327070000006366,2.01878002751596e-06,2.1098026341894372e-07,2.0077251126449096e-06,1.4660963505651614,7.000000636736559e-05
fixedX_400k_k6,48.005,48.005150000006395,8.041228919745484e-07,4.559499700013823e-07,6.623618725842013e-07,0.967918525332133,0.00015000000639275868
fixedX_400k_k6,49.774,49.77383000000629,8.849492961274992e-07,7.638607267725629e-07,-4.4682440265841365e-07,-0.5292837876867718,-0.0001699999937088137
fixedX_800k_k7,14.134,14.13410999999924,0.0001988200531729471,0.00015781400143386842,-0.0001209303704415251,-0.6538417766475993,0.00010999999923910764
fixedX_800k_k7,21.022,21.02203999999924,1.095739363924165e-06,-6.578431383044987e-07,-8.762917088724634e-07,-2.214753278787635,3.999999924175768e-05
fixedX_800k_k7,25.01,25.010859999999212,1.0027139581865113e-06,-2.5861167561854046e-07,-9.68790629174246e-07,-1.831656494372684,0.0008599999992107143
fixedX_800k_k7,30.425,30.42487999999925,1.7656965197439383e-06,-1.7524643309788973e-06,2.1576136930076632e-07,3.019090308463898,-0.00012000000075218509
fixedX_800k_k7,32.935,32.93506000000637,9.416122665627387e-07,-8.623333105776123e-07,-3.781731376098431e-07,-2.7283042902217303,6.000000636419145e-05
fixedX_800k_k7,37.586,37.5861800000064,6.398886568363513e-07,5.636178544165694e-07,3.029726181203387e-07,0.4932342290938743,0.0001800000064022811
fixedX_800k_k7,40.919,40.91872000000625,7.627885437123552e-07,1.4526251877559781e-08,7.62650214990598e-07,1.551751559861764,-0.0002799999937437292
fixedX_800k_k7,43.327,43.327070000006366,2.0628085323315177e-06,-4.5054441139388405e-07,2.0130049116734536e-06,1.7909843417033189,7.000000636736559e-05
fixedX_800k_k7,48.005,48.005150000006395,9.831464696791149e-07,9.829221899287838e-07,-2.099879492043912e-08,-0.021360389823244064,0.00015000000639275868
fixedX_800k_k7,49.774,49.77383000000629,1.5372263437232995e-06,5.55345261729489e-07,-1.4334072945647756e-06,-1.201172734770633,-0.0001699999937088137
xfactor4_200k_k5,14.134,14.135589999999183,5.2751582473908445e-06,-4.0955986530628e-06,3.324660314685671e-06,2.459719476918442,0.0015899999991830782
xfactor4_200k_k5,21.022,21.02203999999924,1.2081070168071472e-06,-1.0084257838619992e-06,-6.652818970188329e-07,-2.5584124742604204,3.999999924175768e-05
xfactor4_200k_k5,25.01,25.010859999999212,1.058085655804243e-06,1.3801222454749195e-07,-1.0490461767215722e-06,-1.4399878278526443,0.0008599999992107143
xfactor4_200k_k5,30.425,30.42487999999925,1.6633431298808652e-06,-1.5548117509073523e-06,5.909913594649981e-07,2.778354098642217,-0.00012000000075218509
xfactor4_200k_k5,32.935,32.93506000000637,6.830132044692186e-07,-5.399553856895414e-07,-4.1827648624345243e-07,-2.4825012328252347,6.000000636419145e-05
xfactor4_200k_k5,37.586,37.5861800000064,6.671497992106146e-07,4.300935902047366e-07,-5.10008194298448e-07,-0.8702006241656112,0.0001800000064022811
xfactor4_200k_k5,40.919,40.91872000000625,6.041538189350904e-07,6.985480859110801e-08,6.001017769100119e-07,1.4549129243123033,-0.0002799999937437292
xfactor4_200k_k5,43.327,43.327070000006366,1.5918887190481085e-06,4.767823611068246e-07,1.5188114675528459e-06,1.2666200753952246,7.000000636736559e-05
xfactor4_200k_k5,48.005,48.005150000006395,2.3494358547609813e-07,-6.912024916468485e-08,2.2454594075996233e-07,1.8694140087518596,0.00015000000639275868
xfactor4_200k_k5,49.774,49.77383000000629,1.4359456044505323e-06,4.838694605990716e-07,-1.3519652821135488e-06,-1.2271003421101796,-0.0001699999937088137
xfactor6_200k_k5,14.134,14.135319999999194,9.545081610069144e-05,-7.674406298885744e-05,5.675567892511108e-05,2.504816468874817,0.0013199999991932998
xfactor6_200k_k5,21.022,21.02203999999924,4.817093413556851e-07,3.46934585883857e-07,-3.341860001061155e-07,-0.7666832726424716,3.999999924175768e-05
xfactor6_200k_k5,25.01,25.010859999999212,9.898158431018977e-07,1.9396463230706053e-07,-9.706251205638084e-07,-1.3735596622657642,0.0008599999992107143
xfactor6_200k_k5,30.425,30.42487999999925,1.717458218408105e-06,-1.5092803369341576e-06,8.195947758017112e-07,2.644111177712071,-0.00012000000075218509
xfactor6_200k_k5,32.935,32.93506000000637,8.210564011880195e-07,-2.3779128579397003e-07,-7.858682576184589e-07,-1.8646222198954554,6.000000636419145e-05
xfactor6_200k_k5,37.586,37.5861800000064,1.1557385983254185e-06,4.3388939651351215e-09,-1.1557304537210925e-06,-1.5670421005679145,0.0001800000064022811
xfactor6_200k_k5,40.919,40.91872000000625,9.741299359380667e-07,-1.8281660345627844e-07,9.568214157257412e-07,1.7595874975993868,-0.0002799999937437292
xfactor6_200k_k5,43.327,43.327070000006366,1.5032972937696123e-06,9.273036898312479e-07,1.1832204444989926e-06,0.9060664948285773,7.000000636736559e-05
xfactor6_200k_k5,48.005,48.005150000006395,8.080490448547502e-07,-7.742923070501001e-07,2.3111616588570244e-07,2.851524535930585,0.00015000000639275868
xfactor6_200k_k5,49.774,49.77383000000629,1.8311481927828645e-06,4.187035103552269e-07,-1.7826359904220945e-06,-1.3400991690492894,-0.0001699999937088137
