profile_name,nmax,sigma,bg_kmax,x_mode,x_cut,target_t,previous_refined_t,micro_refined_t,abs_min,re_c,im_c,arg_c,drift_from_previous,drift_from_target,estimated_curvature,valley_width_at_2x_min,complex_derivative_abs,abs_slope,phase_left,phase_right,phase_delta_lr
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,25.01,25.010469999999227,25.010470000001284,2.5768628292166433e-05,2.571058185730151e-05,-1.728636635860406e-06,-0.06713340590128614,2.05702122002549e-12,0.0004700000012825001,5798.041114512078,0.00023000000023642997,0.3866002732329292,-0.0005665806805553377,-0.052132127403424884,-0.08213534408857594,-0.030003216685151053
fixedX_200k_k5,200000,0.5,5,fixed,66666.66666666667,30.425,30.42485999999925,30.42486300000131,0.0001325551408372924,1.9942943710325593e-05,0.0001310463443158992,1.4197727149571826,3.000002060105089e-06,-0.00013699999869132284,1245.0062512512316,0.0011290000011605628,0.4059335600844517,0.0005859221625947614,1.4167103385966435,1.4228350631876945,0.006124724591050956
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,14.134,14.13410999999924,14.134107999997743,0.00019760465498624524,0.00015668869061905328,-0.00012040038996747323,-0.6551766941712042,-2.0000014959720147e-06,0.00010799999774313562,307.88263580858006,0.002773999997923937,0.24629153866561365,-0.00011769729427993283,-0.6564230779184985,-0.6539303088847104,0.0024927690337881447
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,25.01,25.010859999999212,25.010858000001267,7.71220417215139e-08,-9.943372454759176e-09,-7.647835421556133e-08,-1.700086585974753,-1.9999979450346927e-06,0.0008580000012656797,629103.0109912793,0.0,0.3916498326957429,0.07700155357698166,1.509746818824665,-1.6542925012321752,3.1191459871227463
fixedX_400k_k6,400000,0.5,6,fixed,66666.66666666667,30.425,30.42487999999925,30.424877000001302,2.016264020912067e-07,-2.0072092814625556e-07,-1.9087038124095465e-08,-3.0467853183761626,-2.999997946062649e-06,-0.00012299999869824774,408361.72827120975,1.0000000010279564e-06,0.4014967721872875,0.19280352762490705,-0.41011140065171886,3.063407592194861,-2.8096663143330067
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,14.134,14.13410999999924,14.134114999997738,0.00019881641289658464,0.0001585591236609422,-0.00011994569746739256,-0.6476309796597562,4.999998498789182e-06,0.00011499999773789682,307.68727295833395,0.002783999997916453,0.24696475158831305,4.1166452299963574e-05,-0.6488731540488126,-0.6463888056293876,0.00248434841942502
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,25.01,25.010859999999212,25.010857000001266,2.7213682514324764e-07,-1.763462598314018e-07,2.072690238374327e-07,2.275759614880418,-2.999997946062649e-06,0.0008570000012646517,348295.6776289654,1.0000000010279564e-06,0.3929780576983066,-0.17123241336098513,1.8143698619141195,-2.4050981002630687,2.0637173450023982
fixedX_800k_k7,800000,0.5,7,fixed,66666.66666666667,30.425,30.42487999999925,30.4248760000013,1.7068249090870412e-07,-1.66708130106847e-07,-3.6618466094013736e-08,-2.9253703478827107,-3.9999979470906055e-06,-0.0001239999986992757,472842.12728611403,1.0000000010279564e-06,0.4014290626560259,0.15666640695983314,-0.40948799264521396,3.09461680671049,-2.7790805078238825
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,14.134,14.135589999999183,14.135588999997687,5.266235055944979e-06,-4.240898003211031e-06,3.122181255280434e-06,2.506977288214608,-1.0000014967204152e-06,0.0015889999976863578,11784.626929059157,7.199999994611517e-05,0.2492177043762745,0.003030861919426148,2.5542894191436027,2.4597195484281924,-0.09456987071541034
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,25.01,25.010859999999212,25.010857000001266,2.3936133498588104e-07,2.1394055553369224e-07,1.0734657602438147e-07,0.4650537321091848,-2.999997946062649e-06,0.0008570000012646517,405146.4356551853,1.0000000010279564e-06,0.3862945066721376,-0.10588102799337151,1.1188376223598961,-0.9748192141553829,-2.093656836515279
xfactor4_200k_k5,200000,0.5,5,nmax/x_factor,50000.0,30.425,30.42487999999925,30.4248760000013,3.481561467691637e-07,5.649065760754137e-08,3.4354258562253817e-07,1.407819124324492,-3.9999979470906055e-06,-0.0001239999986992757,375697.5416828097,2.0000000020559128e-06,0.40754851184101415,-0.0028076997901370837,0.5501187330294155,2.2777826711301308,1.7276639381007153
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,14.134,14.135319999999194,14.1353159999977,9.544443657730111e-05,-7.732968285413793e-05,5.594426354182259e-05,2.515300300009528,-4.000001494475214e-06,0.0013159999976988246,654.7504333143366,0.001320999999011363,0.25016790654034315,0.0002854274200211849,2.5179213840163652,2.5126792309678927,-0.005242153048472531
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,25.01,25.010859999999212,25.010858000001267,3.1575271548654526e-07,2.4458283666577997e-07,-1.9969730430240567e-07,-0.6847100144174414,-1.9999979450346927e-06,0.0008580000012656797,321033.6531859306,2.0000000020559128e-06,0.3862942816572995,0.1486268428458485,0.6028360546464289,-1.2122669919813929,-1.8151030466278217
xfactor6_200k_k5,200000,0.5,5,nmax/x_factor,33333.333333333336,30.425,30.42487999999925,30.4248760000013,5.811716798454646e-07,1.0201959679740881e-07,5.721472916336259e-07,1.3943408095918854,-3.9999979470906055e-06,-0.0001239999986992757,257223.18474517626,4.0000000041118255e-06,0.40754785023334406,-0.008036519537101458,0.7907611342088348,2.0137982510896224,1.2230371168807876
