sigma,t,N,K,M,q_abs,Q_worst,Q_phase,vertical_tail_upper,K4_norm,tau_norm,rect_norm,C_norm,anchor_norm,Cut_exact,V_exact,anchor_cut_triangle,raw_tau_rect_C_triangle,anchor_cut_cancellation,raw_tau_rect_C_cancellation,H_up_qratio,HVec_norm,H_tail,U_current,U_direct_balanced,U_phase_aware,resolvent_seed_tax,slack_current_Q,slack_direct_Q,slack_phase_Q,slack_current_Qphase,slack_direct_Qphase,slack_phase_Qphase,U_current_over_Q,U_direct_over_Q,U_phase_over_Q,current_pass_Q,direct_pass_Q,phase_pass_Q,current_pass_Qphase,direct_pass_Qphase,phase_pass_Qphase,cos_VVec_minus_K4,cos_tau_minus_K4,cos_rect_minus_K4,cos_C_minus_K4,cos_anchor_minus_K4,cos_CutVec_minus_K4,cos_HVec_minus_K4,bottleneck,channel_mode
0.84,32.0,25,5,50,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.134013947524368700153076,0.136820683474148519333133,0.0769677354891982448073462,0.00463562047839727460266017,0.0803180968775668492787176,0.0816033559675955194100063,0.468828569378263975777573,0.0157500763882681880865698,0.828683441830175739847309,0.00743169616922872433196836,0.00419934265776628750576261,0.0,0.167837561148001017531975,0.0998171096944215725453145,0.0862349534823292118610389,0.0680204514535794449866603,-0.107881845512382639156082,-0.0398613940588031941694219,-0.0262792378467108334851464,-0.107593131890401228587434,-0.039572680436821783600774,-0.0259905242247294229164984,2.79935881623089819322534,1.66484727329519877212529,1.43831080270016681225852,no,no,no,no,no,no,0.948118946421035274754245,-0.999991161417933246452718,-0.991264552247465107500288,-0.987303572962968462994602,0.960283357159059050301761,0.483273808122043826701296,0.57186586973268766984294,V_exact,zeta_diagnostic
0.84,32.0,25,5,100,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.137986276532298066126849,0.136820683474148519333133,0.0769677354891982448073462,0.00328203512172331592770303,0.0755227410101274369140521,0.0802497706109215607350492,0.472800898386193341751345,0.0589039640214348550474466,0.840265233700044846947811,0.00743169616922872433196836,0.00419934265776628750576261,0.0,0.157971434279816075147968,0.0936681684703082015056919,0.0804022167030360791789193,0.0643032658095078736422757,-0.098015718644197696772075,-0.0337124528346898231297993,-0.0204465010674177008030268,-0.0977270050222162862034271,-0.0334237392127084125611514,-0.0201577874454362902343789,2.63480191346375496598509,1.56228922425974668515888,1.34102672031606744833047,no,no,no,no,no,no,0.970348709748426819844845,-0.999991161417933246452718,-0.983510782321549877033497,-0.987303572962968462994602,0.960283357159059050301761,-0.191174411420231709623067,0.57186586973268766984294,V_exact,zeta_diagnostic
0.84,32.0,50,2,25,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.172243288698886629508598,0.136820683474148519333133,0.0769677354891982448073462,0.0369846671424323259814937,0.0414477271502310449831578,0.11395240263163057078884,0.507057910552781905133094,0.636271581879519690742482,0.918258395564629363232421,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.12937550823955678130693,0.0919914805193639513223218,0.080612604300833523926543,0.0373840277201928299846086,-0.0694197926039384029310379,-0.0320357648837455729464293,-0.0206568886652151455506504,-0.0691310789819569923623899,-0.0317470512617641623777813,-0.0203681750432337349820025,2.15785112174855975822339,1.53432378454863819877645,1.34453577021342966212814,no,no,no,no,no,no,0.994996652409313101991289,-0.999991161417933246452718,-0.973936555557591443075965,-0.987303572962968462994602,0.960283357159059050301761,-0.883352161538330224499728,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,2,50,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.171679265657683780651021,0.136820683474148519333133,0.0769677354891982448073462,0.0349704506186814106372286,0.0420334792637614993646069,0.111938186107879655444575,0.506493887511579056275517,0.624493832486690257818201,0.917010885421987321146787,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.128401097586260648607893,0.0905630161091434903595058,0.0797773031056446288973106,0.0378380814771171582483875,-0.0684453819506422702320008,-0.0306073004735251119836133,-0.0198215874700262505214181,-0.0681566683286608596633528,-0.0303185868515437014149654,-0.0195328738480448399527701,2.14159894890788972446654,1.51049845955540533471439,1.33060380082012863593106,no,no,no,no,no,no,0.952105510928959954678526,-0.999991161417933246452718,-0.984242780745210842778527,-0.987303572962968462994602,0.960283357159059050301761,-0.969119001281834978439197,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,2,100,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.176768038428204716947043,0.136820683474148519333133,0.0769677354891982448073462,0.0413154619932135708155076,0.036928454280101968871629,0.118283197482411815622854,0.51158266028209999257154,0.687796279893489813174071,0.927815273762917104859713,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.125683854085033789800933,0.0918030025000161200448069,0.0804113219117477373882886,0.0338808515850176697561265,-0.0657281384494154114250409,-0.0318472868643977416689144,-0.0204556062761293590123961,-0.0654394248274340008563929,-0.0315585732424163311002665,-0.0201668926541479484437481,2.09627810714292872187179,1.53118016400554754785707,1.34117858588242971528612,no,no,no,no,no,no,0.99582908324429639819609,-0.999991161417933246452718,-0.974270902351643997933877,-0.987303572962968462994602,0.960283357159059050301761,-0.898850088211887064569511,0.450960077869102910537092,Cut_exact,zeta_diagnostic
0.84,32.0,50,3,25,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.125322122529960539299891,0.136820683474148519333133,0.0769677354891982448073462,0.0115057675555356630456277,0.0884335341999699404970416,0.0884735030447339078529739,0.460136744383855814924387,0.00045176062197693627997403,0.80781031882514295835151,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.187304106243932729961124,0.11349838798220618390034,0.102563613100909031512263,0.0738057182617265460607841,-0.127348390608314351585231,-0.0535426723465878055244471,-0.0426078974652906531363704,-0.127059676986332941016583,-0.0532539587246063949557992,-0.0423191838433092425677224,3.12404087347194401709462,1.89303699870741390668707,1.71065614034599620114242,no,no,no,no,no,no,0.963459236086771692277354,-0.999991161417933246452718,-0.987792715874315875435626,-0.987303572962968462994602,0.960283357159059050301761,0.981357377659366242618516,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,3,50,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.124911746223206932201349,0.136820683474148519333133,0.0769677354891982448073462,0.0138546141738728947153407,0.089951397709574740171721,0.0908223496630711395226869,0.459726368077102207825845,0.0095896214613189328654985,0.804337092767129036996105,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.192347409017662241010712,0.117365098110148215244732,0.106615008184212422980855,0.0749823109075140257659802,-0.13239169338204386263482,-0.0574093824745298368688395,-0.0466592925485940446049629,-0.132102979760062452066172,-0.0571206688525484263001916,-0.0463705789266126340363149,3.20815800426194655118522,1.95752976786126758015005,1.77822926561608381768787,no,no,no,no,no,no,0.942456191061810222109649,-0.999991161417933246452718,-0.994455182699462134444464,-0.987303572962968462994602,0.960283357159059050301761,0.784173135477296879380342,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,3,100,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.128614275416023452260229,0.136820683474148519333133,0.0769677354891982448073462,0.00822894747103618319645381,0.0851868307289968236328641,0.0851966829602344280038,0.463428897269918727884726,0.00011564101905473129986472,0.816181443947849560141562,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.178263856116652458296011,0.106974864426733587186988,0.0960599074482219874259137,0.0712889916899188711090231,-0.118308140481034079920119,-0.0470191487911152088110958,-0.0361041918126036090500212,-0.118019426859052669351471,-0.0467304351691337982424478,-0.0358154781906221984813733,2.97325874984218857584112,1.78423129959576634004642,1.60218098357840130468159,no,no,no,no,no,no,0.961658655436177154050782,-0.999991161417933246452718,-0.988021987193904614511324,-0.987303572962968462994602,0.960283357159059050301761,0.973370859324487959428769,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,4,25,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.137538945472174642136794,0.136820683474148519333133,0.0769677354891982448073462,0.0054706225968573800596761,0.0758799233234258778967907,0.0824383580860556248670223,0.47235356732606991776129,0.0795556208892896472164067,0.839357784989384267613062,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.158984247353689847015041,0.0949096321469838383141371,0.0838173008350787763734162,0.0640746152067060087009036,-0.0990285317180714686391482,-0.0349539165113654599382446,-0.0238615851994603979975237,-0.0987398180960900580705002,-0.0346652028893840493695966,-0.0235728715774789874288758,2.65169459939263547771854,1.58299556832576781377202,1.39798682988757042709647,no,no,no,no,no,no,0.977483301321974024353428,-0.999991161417933246452718,-0.980253459561352169982065,-0.987303572962968462994602,0.960283357159059050301761,0.0476220980574491681277797,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,4,50,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.137088564299735090466705,0.136820683474148519333133,0.0769677354891982448073462,0.00160005186090458470647921,0.0769216625375268778992183,0.0785677873501028295138254,0.471903186153630366091201,0.0209516503912821106904121,0.836996941757276759755965,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.156962934222249055687819,0.0920808006251320429633678,0.0812397352572744702459481,0.0648821335971170127244509,-0.0970072185866306773119262,-0.0321250849895136645874753,-0.0212840196216560918700556,-0.0967185049646492667432783,-0.0318363713675322540188274,-0.0209953059996746813014076,2.61798116423450397444934,1.53581355253524577620659,1.35499567298987791028379,no,no,no,no,no,no,0.954276311420772043160317,-0.999991161417933246452718,-0.989067654006771365511951,-0.987303572962968462994602,0.960283357159059050301761,-0.316436639464276935404526,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,4,100,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.141152028518817260613156,0.136820683474148519333133,0.0769677354891982448073462,0.0068359028951436055105177,0.072270614817228039952921,0.0838036383843418503178639,0.475966650372712536237653,0.137619604464198045258614,0.848160339047629713514807,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.153942414324792542854968,0.092665603939072225821109,0.0815862566592294879825423,0.0612768103857203170338588,-0.0939866986891741644790752,-0.0327098883034538474452164,-0.0216305410236111096066498,-0.0936979850671927539104273,-0.0324211746814724368765685,-0.0213418274016296990380019,2.56760198244283358909033,1.54556747353744567337263,1.36077529547092718919849,no,no,no,no,no,no,0.976724732555436006854886,-0.999991161417933246452718,-0.98054480407509548193204,-0.987303572962968462994602,0.960283357159059050301761,-0.486013120795502537289094,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,5,25,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.134454227566089104708841,0.136820683474148519333133,0.0769677354891982448073462,0.00400341238641986209445689,0.0790368221524093999233229,0.080971147875618106901803,0.469268849419984380333338,0.0238890737498259898185697,0.831574539307054372190302,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.16312104924834604530891,0.0965993207655298423754502,0.0855796749735580061757652,0.0665217284828162029334603,-0.103165333612727666933018,-0.0366436051299114639995576,-0.0256239593379396277998727,-0.10287661999074625636437,-0.0363548915079300534309097,-0.0253352457159582172312247,2.72069222290192130188238,1.61117784587233415041274,1.42738142754678412015621,no,no,no,no,no,no,0.971614272402444657753145,-0.999991161417933246452718,-0.983242275250613953832759,-0.987303572962968462994602,0.960283357159059050301761,0.720003022894837580036338,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,5,50,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.134013947524368700153076,0.136820683474148519333133,0.0769677354891982448073462,0.00463562047839727460266017,0.0803180968775668492787176,0.0816033559675955194100063,0.468828569378263975777573,0.0157500763882681880865698,0.828683441830175739847309,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.166027729681283754453706,0.0985128035826647042390481,0.0877223008503094764319137,0.0675149260986190502146578,-0.106072014045665376077813,-0.0385570879470463258631555,-0.0277665852146910980560212,-0.105783300423683965509165,-0.0382683743250649152945076,-0.0274778715927096874873733,2.76917267888718709895472,1.64309278170204016101656,1.46311823518950005697649,no,no,no,no,no,no,0.948118946421035274754245,-0.999991161417933246452718,-0.991264552247465107500288,-0.987303572962968462994602,0.960283357159059050301761,0.483273808122043826701296,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.0,50,5,100,0.279321784518054991652748,0.0599557156356183783758925,0.0602444292575997889445405,0.000659003093667194847651752,0.0609034323512669837921922,0.0611732549055982369582302,0.137986276532298066126849,0.136820683474148519333133,0.0769677354891982448073462,0.00328203512172331592770303,0.0755227410101274369140521,0.0802497706109215607350492,0.472800898386193341751345,0.0589039640214348550474466,0.840265233700044846947811,0.00677954311335029017883516,0.00383083806815694553669956,0.0,0.156161602813098812069699,0.0923638623585513331994254,0.0813614404320739923871674,0.0637977404545474788702732,-0.0962058871774804336938061,-0.0324081467229329548235329,-0.0214057247964556140112749,-0.0959171735554990231251582,-0.032119433100951544254885,-0.021117011174474203442627,2.60461577612004387171448,1.54053473266658807405015,1.35702559079686710349923,no,no,no,no,no,no,0.970348709748426819844845,-0.999991161417933246452718,-0.983510782321549877033497,-0.987303572962968462994602,0.960283357159059050301761,-0.191174411420231709623067,0.450960077869102910537092,V_exact,zeta_diagnostic
0.84,32.25,25,2,25,0.279321784518054991652748,0.0599557156356183783758925,0.060972544963756703036164,0.000659003093667194847651752,0.0616315480574238978838157,0.0616751423671609994815056,0.14672981042515484433563,0.11982647449497153702282,0.0625948575683846954392609,0.0296120540050092885209425,0.0342394492256514205152514,0.0922069115733939839602034,0.448057901782258917862777,0.628667215489612965889239,0.923582534557574565139867,0.00740662442692508449373556,0.00421951234971547477774022,0.0,0.110947275299199201727091,0.0786647520845108780236651,0.0676022843008989366292372,0.0322825232146883237034264,-0.0509915596635808233511989,-0.0187090364488924996477725,-0.0076465686652805582533447,-0.0499747303354424986909275,-0.0176922071207541749875011,-0.00662973933714223359307327,1.85048704903270062604266,1.31204758796637347763224,1.12753694262866740220998,no,no,no,no,no,no,0.936637901374053412954855,-0.999981709737831035217589,-0.932450763448412361789821,-0.962067460062038675892967,0.856414404240196427111455,-0.727310972159081369944743,0.989443120279089334689226,V_exact,zeta_diagnostic
0.84,32.25,25,2,50,0.279321784518054991652748,0.0599557156356183783758925,0.060972544963756703036164,0.000659003093667194847651752,0.0616315480574238978838157,0.0616751423671609994815056,0.152789772322948932581622,0.11982647449497153702282,0.0625948575683846954392609,0.0335854765962460804256495,0.0290933935722159706307343,0.0961803341646307758649104,0.454117863680053006108769,0.697512034815587745488318,0.935934267512731872729245,0.00740662442692508449373556,0.00421951234971547477774022,0.0,0.105785606860412762291344,0.0774921190223122200438549,0.0659110677255766068753554,0.0282934878381005422474892,-0.0458298912247943839154516,-0.0175364033866938416679624,-0.00595535208995822849946289,-0.0448130618966560592551802,-0.016519574058555517007691,-0.00493852276181990383919145,1.76439570004177964715108,1.29248926813369313274761,1.09932918032622538110172,no,no,no,no,no,no,0.826378058563689492833801,-0.999981709737831035217589,-0.948009446699732353932193,-0.962067460062038675892967,0.856414404240196427111455,-0.880291082693628186396335,0.989443120279089334689226,Cut_exact,zeta_diagnostic
0.84,32.25,25,2,100,0.279321784518054991652748,0.0599557156356183783758925,0.060972544963756703036164,0.000659003093667194847651752,0.0616315480574238978838157,0.0616751423671609994815056,0.148753254680233870307953,0.11982647449497153702282,0.0625948575683846954392609,0.0322619140624423914718084,0.0323199764221801257926261,0.0948567716308270869110693,0.450081346037337943835099,0.659276023561436512580307,0.928190811046190485022624,0.00740662442692508449373556,0.00421951234971547477774022,0.0,0.110189756973995052875561,0.0793951393384726862519056,0.0684450151541695195154449,0.0307946176355223666236554,-0.0502340413383766744996685,-0.0194394237028543078760131,-0.00848929951855114113955233,-0.0492172120102383498393971,-0.0184225943747159832157417,-0.00747247019041281647928089,1.83785241833613824868125,1.3242297001506520545198,1.14159283111796991220431,no,no,no,no,no,no,0.957081744472407925603344,-0.999981709737831035217589,-0.927411171604960761535147,-0.962067460062038675892967,0.856414404240196427111455,-0.702818753828281777629232,0.989443120279089334689226,V_exact,zeta_diagnostic
