profile,schedule,sigma,t,N,K,M,q_abs,Q,U,slack,U_over_Q,V_exact,H_up,Cut_exact,horizontal_share,vertical_share,cutoff_share,dominant_u_component,actual_residual_norm,vertical_residual_norm,horizontal_actual_norm,quartet_norm,cos_residual_against_minus_quartet,cos_horizontal_against_minus_quartet,channel_mode,variable_tail_terms,variable_tail_bound,status
half,constant,0.15,30.0,9,6,25,0.450625231305415121728003,0.118969623105610230280545,23.272181202595793456374,-23.1532115794901832260935,195.61448204250342931368,0.491994081731904928002486,6.00236636917720762940667,0.121442414229193273884082,0.257920231753253106311973,0.0211408667476784515770609,0.00521835117954682786842314,horizontal,0.612615900928088527476421,0.491994081731904928002486,0.23941108365981276066742,0.163674515725160716086614,-0.662182683962074209796578,-0.564869798817810294575502,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,9,6,50,0.450625231305415121728003,0.118969623105610230280545,23.2551669189709190745176,-23.1361972958653088442371,195.471468362366183908071,0.465965114833437217949411,6.00236636917720762940667,0.173157672402263669702837,0.258108935106401834041157,0.0200370574185522540012643,0.00744598707915557687931592,horizontal,0.575491429411797840213682,0.465965114833437217949411,0.23941108365981276066742,0.163674515725160716086614,-0.335026828671386461890718,-0.564869798817810294575502,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,9,10,9,0.450625231305415121728003,0.118969623105610230280545,24.3328389997204004541393,-24.2138693766147902238587,204.529848582607982594725,0.8490152904253246550213,6.00236636917720762940667,0.239384959482176059863924,0.246677601789342319440858,0.0348917481612022490249271,0.00983793791940705081056906,horizontal,1.32747954159080541858495,0.8490152904253246550213,0.23941108365981276066742,0.163674515725160716086614,-0.588795479544744792100683,-0.564869798817810294575502,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,9,10,25,0.450625231305415121728003,0.118969623105610230280545,23.291968771369712907679,-23.1729991482641026773984,195.78080659037859470361,0.503868923313981290240043,6.00236636917720762940667,0.109874438849443844279202,0.257701116985665230356915,0.0216327322202721061646681,0.00471726713735339353162798,horizontal,0.636358619549747390595676,0.503868923313981290240043,0.23941108365981276066742,0.163674515725160716086614,-0.660725378888208696272871,-0.564869798817810294575502,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,9,10,50,0.450625231305415121728003,0.118969623105610230280545,23.2738054502974435678999,-23.1548358271918333376193,195.628134667932092348196,0.477370172979002744010707,6.00236636917720762940667,0.161681123726524169569082,0.257902231845823746429792,0.0205110493854756298265835,0.00694691394889432895462439,horizontal,0.596931015249191548662957,0.477370172979002744010707,0.23941108365981276066742,0.163674515725160716086614,-0.353432398396446684299527,-0.564869798817810294575502,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,25,6,9,0.450625231305415121728003,0.118969623105610230280545,12.4991303925881620092001,-12.3801607694825517789196,105.061528029660057343897,0.843509426132008667599692,2.75730916627288006690967,0.233852165580971912815836,0.220600080139009680358042,0.0674854489582891208187512,0.0187094748383170327761673,horizontal,0.969984268787033478995346,0.843509426132008667599692,0.109978354349105553556689,0.163674515725160716086614,-0.614155259128242256798359,0.410536424985194795324276,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,25,6,25,0.450625231305415121728003,0.118969623105610230280545,11.4585436356023979504952,-11.3395740124967877202147,96.3148687579733061903139,0.491994081731904928002486,2.75730916627288006690967,0.121442414229193273884082,0.240633474371538050623106,0.0429368772662565194426322,0.010598416176717627841955,horizontal,0.277022375438233830083709,0.491994081731904928002486,0.109978354349105553556689,0.163674515725160716086614,-0.813210232841735067181112,0.410536424985194795324276,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,25,6,50,0.450625231305415121728003,0.118969623105610230280545,11.4415293519775235686388,-11.3225597288719133383583,96.1718550778360607847042,0.465965114833437217949411,2.75730916627288006690967,0.173157672402263669702837,0.240991311690015816653521,0.0407257719225184738193781,0.0151341369737722656059257,horizontal,0.244707923466625496289786,0.465965114833437217949411,0.109978354349105553556689,0.163674515725160716086614,-0.0507497152750851152505874,0.410536424985194795324276,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,25,10,9,0.450625231305415121728003,0.118969623105610230280545,12.5192014327270049482605,-12.40023180962139471798,105.230235298077859471359,0.8490152904253246550213,2.75730916627288006690967,0.239384959482176059863924,0.220246409572488763619876,0.067817048474503794948118,0.019121424059556156676978,horizontal,0.980975521354232386343236,0.8490152904253246550213,0.109978354349105553556689,0.163674515725160716086614,-0.612887609432796944722603,0.410536424985194795324276,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,25,10,25,0.450625231305415121728003,0.118969623105610230280545,11.4783312043763174018002,-11.3593615812707071715197,96.4811933058484715802433,0.503868923313981290240043,2.75730916627288006690967,0.109874438849443844279202,0.240218644781883191479425,0.043897402361231075506234,0.00957233563774081246687535,horizontal,0.29995454509753469621979,0.503868923313981290240043,0.109978354349105553556689,0.163674515725160716086614,-0.800361530947337863988363,0.410536424985194795324276,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,25,10,50,0.450625231305415121728003,0.118969623105610230280545,11.4601678833040480620211,-11.3411982601984378317405,96.3285213834019692248298,0.477370172979002744010707,2.75730916627288006690967,0.161681123726524169569082,0.240599369428951872092858,0.0416547277352252471159366,0.0141080938231343212673725,horizontal,0.262354056009256745452956,0.477370172979002744010707,0.109978354349105553556689,0.163674515725160716086614,-0.116592629746723879557051,0.410536424985194795324276,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,50,6,9,0.450625231305415121728003,0.118969623105610230280545,17.2010870409129716144233,-17.0821174178073613841427,144.583857558693256704698,0.843509426132008667599692,4.04887733931558399277494,0.233852165580971912815836,0.235384968966512723235811,0.0490381464918881214979695,0.0135951969212615462664521,horizontal,0.943566504826411723141513,0.843509426132008667599692,0.161493992834042784786859,0.163674515725160716086614,-0.520293126291880393406185,0.928454929349002267698479,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,50,6,25,0.450625231305415121728003,0.118969623105610230280545,16.1605002839272075557184,-16.0415306608215973254379,135.837198287006505551115,0.491994081731904928002486,4.04887733931558399277494,0.121442414229193273884082,0.250541583996783000029818,0.0304442358273542318229041,0.00751476823709328999088986,horizontal,0.234788950942530061896384,0.491994081731904928002486,0.161493992834042784786859,0.163674515725160716086614,-0.513174306806311552919209,0.928454929349002267698479,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,50,6,50,0.450625231305415121728003,0.118969623105610230280545,16.143486000302333173862,-16.0245163771967229435814,135.694184606869260145506,0.465965114833437217949411,4.04887733931558399277494,0.173157672402263669702837,0.250805640073015030804944,0.0288639711909008179478091,0.0107261636302729654926534,horizontal,0.299300078783795361596739,0.465965114833437217949411,0.161493992834042784786859,0.163674515725160716086614,0.308623092318060862228409,0.928454929349002267698479,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,50,10,9,0.450625231305415121728003,0.118969623105610230280545,17.2211580810518145534837,-17.1021884579462043232031,144.75256482711105883216,0.8490152904253246550213,4.04887733931558399277494,0.239384959482176059863924,0.235110630786817050670418,0.0493007082583768636178785,0.0139006307447794576045122,horizontal,0.954664378204557918957702,0.8490152904253246550213,0.161493992834042784786859,0.163674515725160716086614,-0.520013085480111644845747,0.928454929349002267698479,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,50,10,25,0.450625231305415121728003,0.118969623105610230280545,16.1802878527011270070234,-16.0613182295955167767428,136.003522834881670941045,0.503868923313981290240043,4.04887733931558399277494,0.109874438849443844279202,0.250235185935809354215921,0.0311409121951971782310568,0.00679063560856869892101717,horizontal,0.258372458796972467395123,0.503868923313981290240043,0.161493992834042784786859,0.163674515725160716086614,-0.523594141078312316941327,0.928454929349002267698479,zeta_diagnostic,0,0.0,fail
half,constant,0.15,30.0,50,10,50,0.450625231305415121728003,0.118969623105610230280545,16.1621245316288576672443,-16.0431549085232474369637,135.850850912435168585631,0.477370172979002744010707,4.04887733931558399277494,0.161681123726524169569082,0.250516405277786114500861,0.0295363503755215919771858,0.0100037048600954913077178,horizontal,0.309876753966346410824883,0.477370172979002744010707,0.161493992834042784786859,0.163674515725160716086614,0.239453986212862819847032,0.928454929349002267698479,zeta_diagnostic,0,0.0,fail
half,constant,0.25,5.0,9,6,9,0.420448207626857271515563,0.11103027165376796864696,9.79374322218696572818629,-9.68271295053319775953933,88.2078650832032009906145,0.307581130973815834880673,2.57819035626794406464456,0.142692440643929721046014,0.263248718878727978174196,0.0314058806725721210185302,0.0145697551392475823854011,horizontal,0.568546433704713972580772,0.307581130973815834880673,0.145983676054741169533838,0.124816871811934635196303,0.930973471911345902552392,0.769111708395849859117563,zeta_diagnostic,0,0.0,fail
half,constant,0.25,5.0,9,6,25,0.420448207626857271515563,0.11103027165376796864696,10.3746603755542785311208,-10.2636301039005105624739,93.4399260762521949507563,0.484166113092704423415816,2.57819035626794406464456,0.290809929433378724067679,0.248508410197495374692602,0.0466681409864308232624643,0.0280307903012046173890653,horizontal,0.812218433842507168858212,0.484166113092704423415816,0.145983676054741169533838,0.124816871811934635196303,0.874535377523643935807599,0.769111708395849859117563,zeta_diagnostic,0,0.0,fail
half,constant,0.25,5.0,9,6,50,0.420448207626857271515563,0.11103027165376796864696,10.0467109357008907539547,-9.93568066404712278530775,90.4862321424388000969141,0.278754563671649713966262,2.57819035626794406464456,0.466312417502134870578292,0.256620338015934091613482,0.0277458528921239339124656,0.0464144355786228681646855,horizontal,0.735908340364676280158012,0.278754563671649713966262,0.145983676054741169533838,0.124816871811934635196303,-0.581821935479435647434216,0.769111708395849859117563,zeta_diagnostic,0,0.0,fail
half,constant,0.25,5.0,9,10,9,0.420448207626857271515563,0.11103027165376796864696,9.80242946091407819611861,-9.69139918926031022747165,88.2860981506156564134159,0.309781723015837289861807,2.57819035626794406464456,0.145985154473107360558203,0.263015445971648683533548,0.0316025454966089694341458,0.0148927523585050333376334,horizontal,0.574271617557899841109763,0.309781723015837289861807,0.145983676054741169533838,0.124816871811934635196303,0.928590317915504744475435,0.769111708395849859117563,zeta_diagnostic,0,0.0,fail
