subbox_id,sigma_box,t_box,cutoff,sample_count,odd_trunc_sup_sampled,odd_trunc_guarded,odd_trunc_target,odd_trunc_slack_sampled,odd_trunc_slack_guarded,odd_trunc_sup_over_target,h_qratio_sup_sampled,h_qratio_target,max_q_abs_sampled,max_sigma,max_t,max_raw_core_sum,max_continued_odd_target,max_odd_trunc_vector,channel_mode,status_sampled,status_guarded
S01_T05,"[0.84125, 0.8425]","[32.83203125, 32.8359375]",50,81,0.0304815741340966763219677,0.0335297315475063439541645,0.0388888888888888888888889,0.00840731475479221256692119,0.00535915734138254493472442,0.783811906305343105422027,0.00658623585275292591660509,0.01,0.279079875448047641803664,0.84125,32.83203125,(0.545045270582887509821286 -0.0302093564578904685681466j),(0.534341804575666190326669 -0.00166882077397785481115206j),(0.0107034660072213194946176 -0.0285405356839126137569945j),zeta_diagnostic,pass,pass
S01_T06,"[0.84125, 0.8425]","[32.8359375, 32.83984375]",50,81,0.0304784845403716634431121,0.0335263329944088297874233,0.0388888888888888888888889,0.00841040434851722544577679,0.00536255589448005910146558,0.78373245960955705996574,0.00658556827591215645858658,0.01,0.279079875448047641803664,0.84125,32.8359375,(0.543271492171263212351328 -0.0267474607860400637321918j),(0.533006431180923345326206 0.00195038831005557374560093j),(0.010265060990339867025122 -0.0286978490960956374777927j),zeta_diagnostic,pass,pass
S01_T07,"[0.84125, 0.8425]","[32.83984375, 32.84375]",50,81,0.0304753957587237074390437,0.0335229353345960781829481,0.0388888888888888888888889,0.00841349313016518144984519,0.00536595355429281070594082,0.783653033795752477003981,0.00658490087453906474113252,0.01,0.279079875448047641803664,0.84125,32.83984375,(0.541524789348803426775197 -0.0232622540637873927550859j),(0.531700441193106942909218 0.00558617622221773733359512j),(0.00982434815569648386597819 -0.028848430286005130088681j),zeta_diagnostic,pass,pass
S01_T08,"[0.84125, 0.8425]","[32.84375, 32.84765625]",50,81,0.0304723077888682541850617,0.0335195385677550796035679,0.0388888888888888888888889,0.00841658110002063470382719,0.00536935032113380928532102,0.783573628856612250473015,0.00658423364857216638781573,0.01,0.279079875448047641803664,0.84125,32.84375,(0.53980542791126913789339 -0.0197539491047298494041977j),(0.530423997057665069793165 0.00923829636054183445752027j),(0.0093814308536040681002255 -0.028992245465271683861718j),zeta_diagnostic,pass,pass
S01_T09,"[0.84125, 0.8425]","[32.84765625, 32.8515625]",50,81,0.0304692206305208858057015,0.0335161426935729743862716,0.0388888888888888888888889,0.00841966825836800308318739,0.00537274619531591450261724,0.783494244784822777860896,0.00658356659795000646194868,0.01,0.279079875448047641803664,0.84125,32.84765625,(0.538113672028257385275801 -0.0162227617961585704610456j),(0.529177259100265474115098 0.0129065006354887266261056j),(0.00893641292799191116070285 -0.0291292624316472970871512j),zeta_diagnostic,pass,pass
S01_T10,"[0.84125, 0.8425]","[32.8515625, 32.85546875]",50,81,0.0304661342833973205938549,0.0335127477117370526532404,0.0388888888888888888888889,0.00842275460549156829503399,0.0053761411771518362356485,0.783414881573073958127697,0.0065828997226111594491074,0.01,0.279079875448047641803664,0.84125,32.8515625,(0.536449784205461065902952 -0.012668911087730233717962j),(0.527960385513390470695596 0.0165905394884693753763434j),(0.00848939869207059520735656 -0.0292594505761996090943054j),zeta_diagnostic,pass,pass
S01_T11,"[0.84125, 0.8425]","[32.85546875, 32.859375]",50,81,0.0304630487472134129299466,0.0335093536219347542229413,0.0388888888888888888888889,0.00842584014167547595894229,0.00537953526695413466594763,0.783335539214059189627198,0.00658223302249422923966788,0.01,0.279079875448047641803664,0.84125,32.85546875,(0.534814025246987704072614 -0.00909261897964430549373841j),(0.526773532343095395281146 0.0202901619104885771373289j),(0.00804049290389230879146791 -0.0293827808901328826310673j),zeta_diagnostic,pass,pass
S01_T12,"[0.84125, 0.8425]","[32.859375, 32.86328125]",50,81,0.0304599640216851532011693,0.0335059604238536685212862,0.0388888888888888888888889,0.00842892486720373568771959,0.00538292846503522036760266,0.783256217700475368030068,0.00658156649753784911135493,0.01,0.279079875448047641803664,0.84125,32.859375,(0.533206654217744022465742 -0.00549411051032567440460855j),(0.525616853475931718360927 0.0240051154609085432262547j),(0.00758980074181230410481465 -0.0294992259712342176308633j),zeta_diagnostic,pass,pass
S01_T13,"[0.84125, 0.8425]","[32.86328125, 32.8671875]",50,81,0.0304568801065286677207762,0.0335025681171815344928538,0.0388888888888888888888889,0.00843200878236022116811269,0.00538632077170735439603507,0.783176917025022884248531,0.00658090014768068171180349,0.01,0.279079875448047641803664,0.84125,32.86328125,(0.531627928405893157235768 -0.00187361374361270616802237j),(0.524490500626035916218183 0.0277351462863308619612862j),(0.00713742777985724101758502 -0.0296087600299435681293086j),zeta_diagnostic,pass,pass
S01_T14,"[0.84125, 0.8425]","[32.8671875, 32.87109375]",50,81,0.0304537970014602186474311,0.0334991767016062405121742,0.0388888888888888888888889,0.00843509188742867024145779,0.00538971218728264837671468,0.783097637180405622362514,0.00658023397286141904113239,0.01,0.279079875448047641803664,0.84125,32.8671875,(0.530078103285391367513921 0.00176864024454914754196468j),(0.523394623322385183843745 0.0314799991395953696833914j),(0.00668347996300618367017635 -0.0297113588950462221414267j),zeta_diagnostic,pass,pass
S01_T15,"[0.84125, 0.8425]","[32.87109375, 32.875]",50,81,0.0304507147061962039046158,0.0334957861768158242950774,0.0388888888888888888888889,0.00843817418269268498427309,0.00539310271207306459381151,0.783018378159330957547263,0.00657956797301878243453049,0.01,0.279079875448047641803664,0.84125,32.87109375,(0.528557432478611095807046 0.0054324173799079547487451j),(0.522329368896221061210736 0.0352394173988944474026305j),(0.00622806358239003459630979 -0.0298070000189864926538854j),zeta_diagnostic,pass,pass
S02_T00,"[0.8425, 0.84375]","[32.8125, 32.81640625]",50,81,0.0303482689379461960976835,0.0333830958317408157074518,0.0388888888888888888888889,0.00854061995094269279120539,0.00550579305714807318143704,0.780384058404330756797576,0.00654388497730693379797145,0.01,0.278838175885502278107811,0.8425,32.8125,(0.555375191338368559628513 -0.0465494678008430836812409j),(0.542579721982903674699092 -0.019030503585174119308621j),(0.0127954693554648849294217 -0.0275189642156689643726199j),zeta_diagnostic,pass,pass
S02_T01,"[0.8425, 0.84375]","[32.81640625, 32.8203125]",50,81,0.0303451903686949691351742,0.0333797094055644660486916,0.0388888888888888888888889,0.00854369852019391975371469,0.00550917948332442284019727,0.780304895195013492047337,0.0065432211568064665138935,0.01,0.278838175885502278107811,0.8425,32.81640625,(0.553477878535967757395757 -0.0432153889872401845733453j),(0.541105663019849414019702 -0.015506927071517427677412j),(0.0123722155161183433760552 -0.0277084619157227568959333j),zeta_diagnostic,pass,pass
S02_T02,"[0.8425, 0.84375]","[32.8203125, 32.82421875]",50,81,0.0303421126089780907676926,0.0333763238698758998444619,0.0388888888888888888888889,0.00854677627991079812119629,0.00551256501901298904442703,0.78022575280229376259781,0.00654255751086289646889289,0.01,0.278838175885502278107811,0.8425,32.8203125,(0.551606226714195220955933 -0.0398570690631220089760957j),(0.539660067833838590539665 -0.0119656172260235381985988j),(0.011946158880356630416268 -0.0278914518370984707774969j),zeta_diagnostic,pass,pass
S02_T03,"[0.8425, 0.84375]","[32.82421875, 32.828125]",50,81,0.0303390356585117153011921,0.0333729392243628868313113,0.0388888888888888888888889,0.00854985323037717358769679,0.00551594966452600205757758,0.780146631218872679173511,0.00654189403941501906586577,0.01,0.278838175885502278107811,0.8425,32.82421875,(0.549760508233181001728419 -0.0364747048677050909777354j),(0.538243108755324245897524 -0.00840681228639592139820195j),(0.0115173994778567558308953 -0.0280678925813091695795334j),zeta_diagnostic,pass,pass
S02_T04,"[0.8425, 0.84375]","[32.828125, 32.83203125]",50,81,0.0303359595170121330298857,0.0333695554687133463328743,0.0388888888888888888888889,0.00855292937187675585900319,0.00551933342017554255601462,0.780067530437454849339918,0.00654123074240165903035379,0.01,0.278838175885502278107811,0.8425,32.828125,(0.547940994018993749931289 -0.0330684963510148509561314j),(0.536854956070115571605044 -0.00483075206408867445342045j),(0.0110860379488781783262449 -0.028237744286926176502711j),zeta_diagnostic,pass,pass
S02_T05,"[0.8425, 0.84375]","[32.83203125, 32.8359375]",50,81,0.0303328841841957701554723,0.0333661726026153471710195,0.0388888888888888888888889,0.00855600470469311873341659,0.00552271628627354171786936,0.779988450450748375426431,0.00654056761976167039312704,0.01,0.278838175885502278107811,0.8425,32.83203125,(0.546147953525865018694189 -0.029638646565032728710939j),(0.535495778005213425172427 -0.00123767792646223284851661j),(0.0106521755206515935217618 -0.0284009686385704958624224j),zeta_diagnostic,pass,pass
S02_T06,"[0.8425, 0.84375]","[32.8359375, 32.83984375]",50,81,0.0303298096597791887064199,0.0333627906257571075770619,0.0388888888888888888888889,0.00855907922910970018246899,0.005526098263131781311827,0.779909391251464852450797,0.00653990467143393647277945,0.01,0.278838175885502278107811,0.8425,32.8359375,(0.544381654698438741134493 -0.0261853616543527025068985j),(0.534165740714803206207662 0.00237216722118894373495996j),(0.0102159139836355349268318 -0.0285575288755416462418585j),zeta_diagnostic,pass,pass
S02_T07,"[0.8425, 0.84375]","[32.83984375, 32.84375]",50,81,0.0303267359434790864573072,0.0333594095378269951030379,0.0388888888888888888888889,0.00856215294540980243158169,0.00552947935106189378585097,0.779830352832319366045042,0.00653924189735736985833665,0.01,0.278838175885502278107811,0.8425,32.83984375,(0.542642363934052617138322 -0.0227088508463466496777305j),(0.532865008266406262785667 0.00599853895373531577743986j),(0.00977735566764635435265447 -0.0287073898000819654551703j),zeta_diagnostic,pass,pass
S02_T08,"[0.8425, 0.84375]","[32.84375, 32.84765625]",50,81,0.0303236630350122968482215,0.0333560293385135265330436,0.0388888888888888888888889,0.00856522585387659204066739,0.00553285955037536235584524,0.779751335186030490382839,0.00653857929747091239187613,0.01,0.278838175885502278107811,0.8425,32.84375,(0.540930346045058162599844 -0.0192093264408381007071879j),(0.531593742627190985981726 0.00964119134443643217711264j),(0.00933660341786717661811828 -0.0288505177852745328843006j),zeta_diagnostic,pass,pass
S02_T09,"[0.8425, 0.84375]","[32.84765625, 32.8515625]",50,81,0.0303205909340957889042156,0.0333526500275053677946372,0.0388888888888888888888889,0.00856829795479309998467329,0.00553623886138352109425173,0.779672338305320286108401,0.00653791687171353515115998,0.01,0.278838175885502278107811,0.8425,32.84765625,(0.539245864221186188471859 -0.0156870037992840352761032j),(0.530352103650444737960995 0.0132998769832889053225444j),(0.00889376057074145051086481 -0.0289868807825729405986476j),zeta_diagnostic,pass,pass
S02_T10,"[0.8425, 0.84375]","[32.8515625, 32.85546875]",50,81,0.0303175196404466671548213,0.0333492716044913338703034,0.0388888888888888888888889,0.00857136924844222173406759,0.00553961728439755501858546,0.779593362182914298266833,0.00653725462002423843227985,0.01,0.278838175885502278107811,0.8425,32.8515625,(0.537589179991964490162801 -0.0121421013334644656206468j),(0.529140249062207746412607 0.0169743469954967652868479j),(0.00844893092975674375019385 -0.0291164483289612309074948j),zeta_diagnostic,pass,pass
S02_T11,"[0.8425, 0.84375]","[32.85546875, 32.859375]",50,81,0.0303144491537821715536203,0.0333458940691603887089823,0.0388888888888888888888889,0.00857443973510671733526859,0.00554299481972850017990656,0.779514406811541554235951,0.00653659254234205173231441,0.01,0.278838175885502278107811,0.8425,32.85546875,(0.53596055318919453957536 -0.00857484049367964966636765j),(0.527958334448070085413983 0.0206643510600627549445381j),(0.00800221874112445416137697 -0.0292391915537424046109057j),zeta_diagnostic,pass,pass
S02_T12,"[0.8425, 0.84375]","[32.859375, 32.86328125]",50,81,0.0303113794738196773978733,0.0333425174212016451376606,0.0388888888888888888888889,0.00857750941506921149101559,0.00554637146768724375122826,0.779435472183934561659599,0.00653593063860603373199915,0.01,0.278838175885502278107811,0.8425,32.859375,(0.534360241909493982415348 -0.00498544575645487376367786j),(0.526806513240132850009465 0.0243696374284991174215978j),(0.00755372866936113240588318 -0.0293550831849539911852756j),zeta_diagnostic,pass,pass
S02_T13,"[0.8425, 0.84375]","[32.86328125, 32.8671875]",50,81,0.0303083106002766952482052,0.0333391416603043647730257,0.0388888888888888888888889,0.00858057828861219364068369,0.00554974722858452411586317,0.779356558292829306382419,0.0065352689087552722784085,0.01,0.278838175885502278107811,0.8425,32.86328125,(0.532788502476911752302167 -0.00137414461175284243199333j),(0.525684936704134618888322 0.0280899529436564170125873j),(0.00710356577277713341384525 -0.0294640975554092594445807j),zeta_diagnostic,pass,pass
S02_T14,"[0.8425, 0.84375]","[32.8671875, 32.87109375]",50,81,0.0303052425328708708483487,0.0333357667861579579331836,0.0388888888888888888888889,0.00858364635601801804054019,0.00555312210273093095570532,0.779277665130965250386109,0.00653460735272888436765042,0.01,0.278838175885502278107811,0.8425,32.8671875,(0.531245589405622620680429 0.00225883245030618969960767j),(0.524593753926744286551435 0.0318250430586689245367701j),(0.00665183547887833412899394 -0.0295662106083627348371624j),zeta_diagnostic,pass,pass
S02_T15,"[0.8425, 0.84375]","[32.87109375, 32.875]",50,81,0.0303021752713199850449446,0.0333323927984519835494391,0.0388888888888888888888889,0.00858671361756890384394429,0.00555649609043690533944983,0.779198792691085329727147,0.0065339459704660161275732,0.01,0.278838175885502278107811,0.8425,32.87109375,(0.529731755362708007562498 0.00591325195321631060901223j),(0.523533111803021333264741 0.0355746518560150880591279j),(0.00619864355968667429775747 -0.0296613999027987774501157j),zeta_diagnostic,pass,pass
S03_T00,"[0.84375, 0.845]","[32.8125, 32.81640625]",50,81,0.0302002292127750961797944,0.0332202521340526057977738,0.0388888888888888888888889,0.00868865967611379270909449,0.00566863675483628309111505,0.776577322614216758908999,0.00649851300725473539829405,0.01,0.278596685648973134077203,0.84375,32.8125,(0.556436898451432300842884 -0.0459395006904238940306153j),(0.543702956709633305110342 -0.0185551881699200523912493j),(0.0127339417417989957325423 -0.0273843125205038416393661j),zeta_diagnostic,pass,pass
S03_T01,"[0.84375, 0.845]","[32.81640625, 32.8203125]",50,81,0.0301971656590751213144364,0.03321688222498263344588,0.0388888888888888888888889,0.00869172322981376757445249,0.00567200666390625544300885,0.776498545519074548085507,0.00649785378896114415440476,0.01,0.278596685648973134077203,0.84375,32.81640625,(0.554547359966726203728594 -0.0426135797520769225825055j),(0.542234601442913386077849 -0.0150406801697714626032863j),(0.0123127585238128176507447 -0.0275728995823054599792193j),zeta_diagnostic,pass,pass
S03_T02,"[0.84375, 0.845]","[32.8203125, 32.82421875]",50,81,0.0301941029109613123793876,0.0332135132020574436173264,0.0388888888888888888888889,0.00869478597792757650950129,0.00567537568683144527156253,0.776419789139005175469967,0.0064971947440143225949013,0.01,0.278596685648973134077203,0.84375,32.8203125,(0.552683420044178202980528 -0.0392635049243776756600323j),(0.540794634074721838523326 -0.0115084942277452585764915j),(0.0118887859694563644572021 -0.0277550106966324170835408j),zeta_diagnostic,pass,pass
S03_T03,"[0.84375, 0.845]","[32.82421875, 32.828125]",50,81,0.0301910409681512077945036,0.033210145064966328573954,0.0388888888888888888888889,0.00869784792073768109438529,0.00567874382392256031493493,0.776341053466745343287235,0.00649653587235349037802917,0.01,0.278596685648973134077203,0.84375,32.82421875,(0.550845350049027748123408 -0.03588947259411739179179j),(0.539383226429802697402471 -0.00795886793044804539177663j),(0.0114621236192250507209371 -0.0279306046636693464000134j),zeta_diagnostic,pass,pass
S03_T04,"[0.84375, 0.845]","[32.828125, 32.83203125]",50,81,0.0301879798303624813048991,0.033206777813398729435389,0.0388888888888888888888889,0.00870090905852640758398979,0.00568211107549015945349988,0.776262338495035233554548,0.00649587717391789628144707,0.01,0.278596685648973134077203,0.84375,32.828125,(0.549033419915206423872673 -0.0324916822468297131137626j),(0.538000548293937698903057 -0.00439204043368598753171374j),(0.0110328716212687249696158 -0.0280996418131437255820488j),zeta_diagnostic,pass,pass
S03_T05,"[0.84375, 0.845]","[32.83203125, 32.8359375]",50,81,0.0301849194973129419005664,0.033203411447044236090623,0.0388888888888888888888889,0.00870396939157594698832249,0.00568547744184465279826585,0.776183644216618506014565,0.00649521864864681818493055,0.01,0.278596685648973134077203,0.84375,32.83203125,(0.547247898107718809904094 -0.029070336457944830477251j),(0.536646767399822926443823 -0.000808252444670616342624483j),(0.0106011307078958834602714 -0.0282620840132742141346266j),zeta_diagnostic,pass,pass
S03_T06,"[0.84375, 0.845]","[32.8359375, 32.83984375]",50,81,0.030181859968720533736053,0.0332000459655925871096583,0.0388888888888888888888889,0.00870702892016835515283589,0.00568884292329630177923059,0.776104970624242296069934,0.00649456029647956305308801,0.01,0.278596685648973134077203,0.84375,32.8359375,(0.545489051585048702257333 -0.0256256408834551626085184j),(0.535322049413102372457005 0.00279225379590301236098848j),(0.0101670021719463298003282 -0.0284178946793581749695068j),zeta_diagnostic,pass,pass
S03_T07,"[0.84375, 0.845]","[32.83984375, 32.84375]",50,81,0.0301788012443033360501956,0.0331966813687336696552152,0.0388888888888888888888889,0.00871008764458555283869329,0.00569220752015521923367373,0.776026317710657212719315,0.00649390211735546691808903,0.01,0.278596685648973134077203,0.84375,32.83984375,(0.543757145761597402432506 -0.0221578042500920303021383j),(0.53402655791855958277008 0.00640923453190441897992878j),(0.00973058784303781966242648 -0.0285670387819964492820671j),zeta_diagnostic,pass,pass
