sigma,t,N,K,M,q_abs,Q_worst,Q_phase,vertical_tail_upper,K4_norm,tau_norm,rect_norm,C_norm,Cut_exact,V_exact,H_up_qratio,HVec_norm,H_tail,U_current,U_direct_balanced,U_phase_aware,slack_current_Q,slack_direct_Q,slack_phase_Q,slack_current_Qphase,slack_direct_Qphase,slack_phase_Qphase,U_current_over_Q,U_direct_over_Q,U_phase_over_Q,current_pass_Q,direct_pass_Q,phase_pass_Q,current_pass_Qphase,direct_pass_Qphase,phase_pass_Qphase,cos_VVec_minus_K4,cos_tau_minus_K4,cos_rect_minus_K4,cos_C_minus_K4,cos_CutVec_minus_K4,cos_HVec_minus_K4,bottleneck,channel_mode
0.75,20.0,25,4,9,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.211813923683669163881529,0.19131423454628780316585,0.021982188646896037425596,0.0887152970801442526815183,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.230456327289597226048856,0.142101379423284316267032,0.0993513426926085168176041,-0.163838851983120178249569,-0.0754839041168072684677455,-0.0327338673861314690183174,-0.139979716705081387633229,-0.0516247688387684778514049,-0.0088747321080926784019768,3.45939749636820210008989,2.13309463874966393887714,1.49137057859874852227506,no,no,no,no,no,no,0.802981624718855496636992,-0.99997566589445889555886,-0.921722283110326386452371,-0.936293240157709518262755,-0.732747272774705420215357,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,4,15,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.182861375551268405342291,0.19131423454628780316585,0.00859004127188889741967802,0.118290383733805568024515,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.271664876717673777604552,0.158284318701938491604111,0.115550083813861307461228,-0.205047401411196729805265,-0.0916668433954614438048238,-0.0489326085073842596619413,-0.181188266133157939188925,-0.0678077081174226531884833,-0.0250734732293454690456007,4.07798217311397407677882,2.37601797386862107059466,1.73453111638150998062628,no,no,no,no,no,no,0.80978050234711848910668,-0.99997566589445889555886,-0.933390771242723166208375,-0.936293240157709518262755,0.983127313132818904296534,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,4,25,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.205793960487209096116847,0.19131423454628780316585,0.016527431463773603878005,0.0945396391769107035104362,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.2357543073892787485365,0.142470964336928333548359,0.0997499886770744377474009,-0.169136832082801700737213,-0.0758534890304512857490723,-0.0331325133705973899481141,-0.145277696804762910120873,-0.0519943537524124951327318,-0.00927337809255859933177358,3.53892587950352655374231,2.13864250606141244459639,1.49735468385989704247399,no,no,no,no,no,no,0.812825680398765904604962,-0.99997566589445889555886,-0.921436760007628537176258,-0.936293240157709518262755,-0.63530111450473927008664,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,4,50,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.203035668821220344166711,0.19131423454628780316585,0.0177409295853680399983191,0.0962649266905680136848918,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.240152983006192102589805,0.145409749972180079843129,0.102833413757584489788031,-0.173535507699715054790518,-0.0787922746657030320438419,-0.0362159384511074419887446,-0.149676372421676264174178,-0.0549331393876642414275014,-0.012356803173068651372404,3.60495473449505881319725,2.18275684125246727037277,1.54364021278942491452979,no,no,no,no,no,no,0.847859002316055229957541,-0.99997566589445889555886,-0.910437476776421249322488,-0.936293240157709518262755,-0.322703353171015492697649,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,4,100,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.186468068656088735650508,0.19131423454628780316585,0.0161243125835442309931346,0.112464452490144762653844,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.268443476908028912809805,0.159992658769933019806896,0.117534046583228658910488,-0.201826001601551865010518,-0.0933751834634559720076093,-0.0509165712767516111112011,-0.177966866323513074394178,-0.0695160481854171813912687,-0.0270574359987128204948606,4.02962549500774665150685,2.40166199685410984429098,1.76431253274771165491767,no,no,no,no,no,no,0.869504777179178719263812,-0.99997566589445889555886,-0.904615944337280103024098,-0.936293240157709518262755,0.647732204485929660392879,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,5,5,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.147307104034823596294301,0.19131423454628780316585,0.0463093539759522282268278,0.156890275539198877420966,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.380646228778676813393866,0.234603523211395131807711,0.191824867740504292742579,-0.314028753472199765594579,-0.167986047904918084008425,-0.125207392434027244943292,-0.290169618194160974978239,-0.144126912626879293392084,-0.101348257155988454326951,5.71390955642636832374959,3.52165137048634485775308,2.87949771224448742239312,no,no,no,no,no,no,0.794291590825233848133273,-0.99997566589445889555886,-0.962979627530551290891186,-0.936293240157709518262755,0.804858655444260229760983,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,5,9,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.207043582590234002792543,0.19131423454628780316585,0.0167455533983486200569607,0.0938852223092042441587938,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.23476426322801442619674,0.142034669403796890375672,0.0992666579636389724875945,-0.168146787921537378397453,-0.0754171940973198425763856,-0.0326491826571619246883077,-0.144287652643498587781113,-0.051558058819281051960045,-0.00879004737912313407196712,3.5240642511288459710574,2.13209324956190917799197,1.49009936967676599483065,no,no,no,no,no,no,0.796678480872525641817774,-0.99997566589445889555886,-0.925766585157916351912608,-0.936293240157709518262755,-0.749321660699702893146818,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,5,15,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.178743085690885867731079,0.19131423454628780316585,0.0125788842657938101022329,0.122767482966729200237036,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.283919214945349010571149,0.166750260928767036499187,0.124004685672510341335067,-0.217301739638871962771862,-0.1001327856222899886999,-0.0573872103660332935357799,-0.193442604360833172155521,-0.0762736503442511980835593,-0.0335280750879945029194393,4.26193297838389061485192,2.50310087798470399952312,1.86144378936638688460857,no,no,no,no,no,no,0.806118690701277005767555,-0.99997566589445889555886,-0.937128300330154742349413,-0.936293240157709518262755,0.92385144952562883193667,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,5,25,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.201159197250590978858926,0.19131423454628780316585,0.011429840764486349018475,0.0995456190249181177578722,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.239898616505340379483152,0.142379353485648492936265,0.0996382317362353586476386,-0.173281141198863331683865,-0.0757618781791714451369783,-0.0330207564297583108483518,-0.149422005920824541067525,-0.0519027429011326545206378,-0.00916162115171952023201123,3.60113641956070416799337,2.13726732858945962320396,1.49567709190185696861874,no,no,no,no,no,no,0.806664290056834258056269,-0.99997566589445889555886,-0.925488236007302590849996,-0.936293240157709518262755,-0.616303080122151641469312,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,5,50,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.198463026109320878136992,0.19131423454628780316585,0.0132110055394864453631813,0.101095918150255838586204,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.244541900113259317581619,0.145710817385986310109303,0.103094903930879643942751,-0.177924424806782269782332,-0.079093342079509262310016,-0.0364774286244025961434641,-0.154065289528743479165992,-0.0552342068014704716936754,-0.0126182933463638055271235,3.67083710375141055814263,2.18727618715113957035359,1.54756546171385736190913,no,no,no,no,no,no,0.840047347867289120726295,-0.99997566589445889555886,-0.914754815321446279046874,-0.936293240157709518262755,-0.183088580040471616557549,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,5,100,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.182268551102879788314985,0.19131423454628780316585,0.0160301675531655540539418,0.116819502959352246124192,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.276389504101520544217257,0.164253564208761826338052,0.121751212771224552736489,-0.20977202879504349641797,-0.0976360889022847785387652,-0.0551337374647475049372021,-0.18591289351700470580163,-0.0737769536242459879224247,-0.0312746021867087143208615,4.14890391492587674281967,2.46562277320035077614272,1.82761673586550632577803,no,no,no,no,no,no,0.862665371074282880940913,-0.99997566589445889555886,-0.909066461807943421664931,-0.936293240157709518262755,0.837919981630390323593798,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,6,5,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.147494061289368185097641,0.19131423454628780316585,0.0465400725108526330331512,0.157131127231433448216308,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.381321600963326758649141,0.235075093438530107409377,0.192286843563362243949978,-0.314704125656849710849854,-0.16845761813205305961009,-0.125669368256885196150692,-0.290844990378810920233513,-0.14459848285401426899375,-0.101810232978846405534351,5.72404761977300314487417,3.528730147113130742974,2.88643246653730035450327,no,no,no,no,no,no,0.790071219632028973851364,-0.99997566589445889555886,-0.964958074521901150248203,-0.936293240157709518262755,0.790730163943133261294873,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,6,9,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.207306355387416922629562,0.19131423454628780316585,0.0165516292670742903976973,0.0940480877257757521196095,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.234871016668172603329218,0.142003610689094068677225,0.0992115675202547119897498,-0.168253541361695555529932,-0.0753861353826170208779379,-0.032594092213777664190463,-0.144394406083656764913591,-0.0515270001045782302615974,-0.00873495693573887357412245,3.52566673515675385196191,2.131627024827934578709,1.48927240283164293754691,no,no,no,no,no,no,0.786569727109041649736482,-0.99997566589445889555886,-0.928553240260146698237028,-0.936293240157709518262755,-0.807700755868536167834939,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,6,15,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.178969940442994064084565,0.19131423454628780316585,0.0124774011299419860772973,0.122925049890000443846748,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.284108627450969901000937,0.166806344716186456083963,0.124042877886955880823911,-0.21749115214449285320165,-0.100188869409709408284676,-0.0574254025804788330246238,-0.193632016866454062585309,-0.0763297341316706176683355,-0.0335662673024400424082832,4.26477626394446595435754,2.50394275599286031733957,1.86201709560877800321807,no,no,no,no,no,no,0.799614485290927798132761,-0.99997566589445889555886,-0.939698118050791833981363,-0.936293240157709518262755,0.877467047478251463663026,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,6,25,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.201414501782512760878648,0.19131423454628780316585,0.0109973514581504597366346,0.0996764596936643126332526,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.239707681577775491640029,0.142077704848058798529805,0.0993113061083659986474088,-0.173090206271298443840742,-0.0754602295415817507305183,-0.032693830801888950848122,-0.149231070993259653224401,-0.0516010942635429601141777,-0.00883469552385016023178146,3.5982702808082749878166,2.13273925789626771420134,1.49076958638074074204217,no,no,no,no,no,no,0.797593742317288056115064,-0.99997566589445889555886,-0.928279962745578015786459,-0.936293240157709518262755,-0.713155498330622541096312,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,6,50,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.198714908750915938057885,0.19131423454628780316585,0.012174598646706252062904,0.101095561339562807039081,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.243504834486569247407361,0.144674053682513085261903,0.102022432045375919091251,-0.176887359180092199608074,-0.0780565783760360374626163,-0.0354049567388988712919643,-0.153028223902053408991733,-0.0541974430979972468462758,-0.0115458214608600806756237,3.65526963257483117613573,2.17171324816698351741921,1.531466504487247317502,no,no,no,no,no,no,0.831914218751146631348846,-0.99997566589445889555886,-0.917734521956176788693963,-0.936293240157709518262755,-0.266235243601088144169544,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,6,100,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.182499880257894327028216,0.19131423454628780316585,0.0147715068230526579684742,0.116738663808106331850844,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.274981600394077254921135,0.162914064327403015979237,0.120377387099075723232618,-0.208364125087600207121848,-0.0962965890209259681799497,-0.0537599117925986754333314,-0.184504989809561416505508,-0.0724374537428871775636092,-0.0299007765145598848169909,4.12776976505054512098047,2.44551543837271923139067,1.80699413397570976175716,no,no,no,no,no,no,0.856655867118455422405068,-0.99997566589445889555886,-0.912140354355735157470243,-0.936293240157709518262755,0.857104102850382118593475,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,7,5,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.147823017239782648962745,0.19131423454628780316585,0.0462493534040306426524924,0.156840389533113130246999,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.380494130059253520704745,0.23449363663338779905941,0.19170405545717429841373,-0.313876654752776472905459,-0.167876161326910751260123,-0.125086580150697250614443,-0.290017519474737682289118,-0.144017026048871960643782,-0.101227444872658459998102,5.71162639095479266172165,3.52000185468734776253254,2.87768418985003774775024,no,no,no,no,no,no,0.789455802157737881516182,-0.99997566589445889555886,-0.965017585577405512714128,-0.936293240157709518262755,0.788646990229161039080482,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,7,9,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.207768710675265668177554,0.19131423454628780316585,0.016988657660802850586931,0.0936178520826100971331614,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.234513756065170210859678,0.14201040343965697388001,0.0992159080749552028660778,-0.167896280758693163060391,-0.0753929281331799260807235,-0.032598432768478155066791,-0.144037145480654372444051,-0.0515337928551411354643829,-0.00873929749043936445045045,3.52030386901151497754338,2.13172899132443800835659,1.48933755922912756055283,no,no,no,no,no,no,0.785411780364484739616428,-0.99997566589445889555886,-0.928637436377784627044053,-0.936293240157709518262755,-0.813223655759253997118835,-0.718709350083661326288007,V_exact,zeta_diagnostic
0.75,20.0,25,7,15,0.297301778750680266679375,0.0666174753064770477992868,0.0904766105845158384156273,0.000982689218673123697663471,0.0914592998031889621132908,0.0917843158734029619225882,0.179369097035058756695024,0.19131423454628780316585,0.0120893485472205048779463,0.122555085037687827221641,0.0157019468481220130799589,0.0114576570053712631598747,0.0,0.283037556117856421554477,0.166048327281152358259505,0.123282913858804398413932,-0.21642008081137937375519,-0.0994308519746753104602183,-0.0566654385523273506146447,-0.192560945533340583138849,-0.0755717166966365198438778,-0.0328063032742885599983042,4.24869833051654840157191,2.49256409849275542045019,1.85060921765100146407688,no,no,no,no,no,no,0.798854243683804989550529,-0.99997566589445889555886,-0.939775690116588276449339,-0.936293240157709518262755,0.873455468562195358718409,-0.718709350083661326288007,V_exact,zeta_diagnostic
