subbox_id,sigma,t,cutoff,q_abs,odd_trunc_norm,odd_trunc_over_target,h_qratio,raw_core_sum,continued_odd_target,odd_trunc_vector,channel_mode
S00_T00,0.840416666666666666666667,32.8177083333333333333333,50,0.279241124871572160842726,0.0305924779177758267518998,0.786663717885664116477423,0.00661932050086638598432825,(0.551058501612899779322418 -0.0431025895415196215709329j),(0.53872942795512326736966 -0.0151044887507387782398976j),(0.012329073657776511952757 -0.0279981007907808433310353j),zeta_diagnostic
S00_T00,0.840416666666666666666667,32.8190104166666666666667,50,0.279241124871572160842726,0.0305914436035449042294999,0.786637121234011823044284,0.00661909670541537725277921,(0.55043030922463716657577 -0.0419785515799173399159905j),(0.538244421109431798259054 -0.0139189622637394391675576j),(0.0121858881152053683167153 -0.0280595893161779007484329j),zeta_diagnostic
S00_T00,0.840416666666666666666667,32.8203125,50,0.279241124871572160842726,0.030590409379976968374697,0.786610526913693472492207,0.00661887292958119615878137,(0.549804999978314996297747 -0.0408518185027728600383652j),(0.537762603878619794698543 -0.0127314728041042768699373j),(0.0120423960996952015992038 -0.0281203456986685831684279j),zeta_diagnostic
S00_T00,0.840833333333333333333333,32.8125,50,0.279160488517145056945414,0.0305467846112883534548316,0.78548874714741480312424,0.00660487821087110048656302,(0.553955536842534297066747 -0.0473666510804129075973609j),(0.541077568124455760923528 -0.0196671209077794080802809j),(0.0128779687180785361432193 -0.02769953017263349951708j),zeta_diagnostic
S00_T00,0.840833333333333333333333,32.8138020833333333333333,50,0.279160488517145056945414,0.0305457516192316329397556,0.785462184494527704165143,0.00660465485555517257249325,(0.553316785908547075710205 -0.0462543739576430805297797j),(0.540580507743982487135725 -0.018490545682374066388156j),(0.0127362781645645885744802 -0.0277638282752690141416237j),zeta_diagnostic
S00_T00,0.840833333333333333333333,32.8151041666666666666667,50,0.279160488517145056945414,0.0305447187177326047668159,0.785435624170266979718124,0.00660443151981978436459973,(0.552680875117644286913042 -0.0451393759434352357698497j),(0.540086608358075180788909 -0.017311974226167106562996j),(0.0125942667595691061241336 -0.0278274017172681292068537j),zeta_diagnostic
S00_T00,0.840833333333333333333333,32.81640625,50,0.279160488517145056945414,0.0305436859067806823182935,0.785409066174360402470403,0.00660420820366264680622429,(0.552047814658590003946689 -0.0440216642344305878900772j),(0.539595876449937401966091 -0.0161314153359361482879103j),(0.0124519382086526019805984 -0.0278902488984944396021669j),zeta_diagnostic
S00_T00,0.840833333333333333333333,32.8177083333333333333333,50,0.279160488517145056945414,0.0305426531863652806676516,0.785382510506535788596756,0.00660398490708147120637915,(0.551417614703024069799425 -0.042901246066012303468422j),(0.539108318477673153678965 -0.014948877828255579888075j),(0.0123092962253509161204603 -0.027952368237756723580347j),zeta_diagnostic
S00_T00,0.840833333333333333333333,32.8190104166666666666667,50,0.279160488517145056945414,0.0305416205564758165792016,0.785355957166520997750899,0.00660376163007396923967458,(0.550790285405305663962242 -0.0417781287122724107065869j),(0.538623940874227291957298 -0.0137643705394237424468065j),(0.0121663445310783720049446 -0.0280137581728486682597804j),zeta_diagnostic
S00_T00,0.840833333333333333333333,32.8203125,50,0.279160488517145056945414,0.0305405880171017085077675,0.785329406154043933056879,0.00660353837263785294624639,(0.550165836902356884869646 -0.0406523194859780339830676j),(0.538142750047326149340313 -0.0125779023253899338122758j),(0.012023086855030735529333 -0.0280744171605881001707918j),zeta_diagnostic
S00_T00,0.84125,32.8125,50,0.279079875448047641803664,0.030497034293846535852221,0.784209453270339493342826,0.00658957637112595547649766,(0.554310884560764316161381 -0.0471619370673288238687481j),(0.541453590400984710990251 -0.019507659141319818555029j),(0.0128572941597796051711298 -0.0276542779260090053137191j),zeta_diagnostic
S00_T00,0.84125,32.8138020833333333333333,50,0.279079875448047641803664,0.0304960029839786980718756,0.784182933873737950419658,0.00658935353322404892637809,(0.553673004937042416214201 -0.046050566791939002081081j),(0.540957169886621276677183 -0.0183320939449490569775945j),(0.012715835050421139537018 -0.0277184728469899451034865j),zeta_diagnostic
S00_T00,0.84125,32.8151041666666666666667,50,0.279079875448047641803664,0.030494971764521093360694,0.784156416801970972132131,0.00658913071485732503697912,(0.553037963160550523562687 -0.0449364788862544592636228j),(0.540463907556311847296846 -0.0171545345953943851873436j),(0.0125740556042386762658414 -0.0277819442908600740762793j),zeta_diagnostic
S00_T00,0.84125,32.81640625,50,0.279079875448047641803664,0.03049394063546315233672,0.7841299020547667743728,0.00658890791602350005346332,(0.552405769407658070708403 -0.0438196805414633466572432j),(0.539973809886916446602381 -0.0159749898814148394705555j),(0.0124319595207416241060225 -0.0278446906600485071866876j),zeta_diagnostic
S00_T00,0.84125,32.8177083333333333333333,50,0.279079875448047641803664,0.0304929095967943073064273,0.784103389631853616450987,0.00658868513672029058581683,(0.551776433837620740174444 -0.042700178987445741230889j),(0.539486883330218802579546 -0.014793468611547131149406j),(0.012289550507401937594898 -0.0279067103758986100814829j),zeta_diagnostic
S00_T00,0.84125,32.8190104166666666666667,50,0.279079875448047641803664,0.0304918786485039922643848,0.784076879532959801084181,0.00658846237694541360877712,(0.551149966592424247096385 -0.0415779814927405598359522j),(0.539003134312866815243251 -0.0136099796140328988663297j),(0.0121468322795574318531334 -0.0279680018787076609696225j),zeta_diagnostic
S00_T00,0.84125,32.8203125,50,0.279079875448047641803664,0.0304908477905816428929226,0.784050371757813674389437,0.00658823963669658646176071,(0.550526377796628137583939 -0.0404530953645117992796266j),(0.538522569236313237635265 -0.0124245317367457809353457j),(0.0120038085603148999486741 -0.0280285636277660183442809j),zeta_diagnostic
S00_T00,0.841666666666666666666667,32.8125,50,0.278999285657555819535831,0.0304473649970641576405926,0.782932242781649767900952,0.00657431027512895851804603,(0.554665942727076610317005 -0.04695750207236379902673j),(0.541829289945023921585961 -0.0193484024742699372698175j),(0.0128366527820526887310431 -0.0276090995980938617569125j),zeta_diagnostic
S00_T00,0.841666666666666666666667,32.8138020833333333333333,50,0.278999285657555819535831,0.0304463353666463971430084,0.78290576657090735510593,0.00657408795343262384794163,(0.554028933369821882082208 -0.0458470379119413894578345j),(0.541333508630977601477144 -0.01817384640899681434557j),(0.0126954247388442806050644 -0.0276731915029445751122644j),zeta_diagnostic
S00_T00,0.841666666666666666666667,32.8151041666666666666667,50,0.278999285657555819535831,0.0304453058264916504669018,0.782879292681213869148904,0.0065738656512262207133861,(0.553394759565679186004697 -0.0447338593784021769905853j),(0.540840882693035020601657 -0.0169972982661248226238282j),(0.0125538768726441654030393 -0.0277365611122773543667571j),zeta_diagnostic
S00_T00,0.841666666666666666666667,32.81640625,50,0.278999285657555819535831,0.0304442763765893654380361,0.782852821112297968406642,0.0065736433685074706489846,(0.552763431478639311808087 -0.04361797365748456853305j),(0.540351418601718784260924 -0.0158187668264018458767105j),(0.0124120128769205275471621 -0.0277992068310827226563395j),zeta_diagnostic
S00_T00,0.841666666666666666666667,32.8177083333333333333333,50,0.278999285657555819535831,0.0304432470169289915678558,0.782826351863888354602007,0.006573421105274095553321,(0.552134959255589778241872 -0.0424993879735689394322882j),(0.539865122802498441517592 -0.0146382608903343677953663j),(0.0122698364530913367242799 -0.0278611270832345716369219j),zeta_diagnostic
S00_T00,0.841666666666666666666667,32.8190104166666666666667,50,0.278999285657555819535831,0.0304422177474999800531532,0.782799884935713772795368,0.0065731988615238176888858,(0.551509353026158831162905 -0.0413781095896445522025394j),(0.53938200171573101064272 -0.0134557892781147923784817j),(0.0121273513104278205201842 -0.0279223203115297598240577j),zeta_diagnostic
S00_T00,0.841666666666666666666667,32.8203125,50,0.278999285657555819535831,0.0304411885682917837757341,0.78277342032750301137602,0.00657297663725435968200402,(0.550886622902559457503035 -0.0402541458072758021551352j),(0.538902061736601717563511 -0.012271360829548584563896j),(0.0119845611659577399395237 -0.0279827849777272175912392j),zeta_diagnostic
S00_T00,0.842083333333333333333333,32.8125,50,0.278918719138947435974908,0.0303977765890046293373564,0.781657112288690468674879,0.00655907983856167735945955,(0.555020711575120330697708 -0.0467533457614294064140379j),(0.54220466704345639199262 -0.0191893506932712934950118j),(0.0128160445316639387050878 -0.0275639950681581129190261j),zeta_diagnostic
S00_T00,0.842083333333333333333333,32.8138020833333333333333,50,0.278918719138947435974908,0.030396748635302598836323,0.781630679193495398648305,0.00655885803186531516749081,(0.554384571441803250519746 -0.0456437869841147538527827j),(0.541709524264585786816926 -0.0180158028619772501695004j),(0.0126750471772174637028199 -0.0276279841221375036832823j),zeta_diagnostic
S00_T00,0.842083333333333333333333,32.8151041666666666666667,50,0.278918719138947435974908,0.0303957207717166025438143,0.781604248415569779698083,0.00655863624461373905642483,(0.553751264569215626491079 -0.0445315170869009539969484j),(0.541217534056427978178329 -0.0168402650266386732063215j),(0.0125337305127876483127497 -0.0276912520602622807906269j),zeta_diagnostic
S00_T00,0.842083333333333333333333,32.81640625,50,0.278918719138947435974908,0.0303946929982361054653151,0.781577819954642711965246,0.0065584144768046758379604,(0.553120801108985581495321 -0.0434165432500799880528156j),(0.540728702883174264880763 -0.0156627459599997177903306j),(0.0123920982258113166145576 -0.0277537972900802702624851j),zeta_diagnostic
S00_T00,0.842083333333333333333333,32.8177083333333333333333,50,0.278918719138947435974908,0.0303936653148505742892475,0.781551393810443338866364,0.00655819272843585268693215,(0.552493191195648445133675 -0.0422988726925359172643322j),(0.540243037183986107263156 -0.0144832544545440823797545j),(0.0122501540116623378705194 -0.0278156182379918348845777j),zeta_diagnostic
S00_T00,0.842083333333333333333333,32.8190104166666666666667,50,0.278918719138947435974908,0.0303926377215494773866378,0.781524969982700847084971,0.00655797099950499714123855,(0.551868444946490966982866 -0.0411785126717118062527612j),(0.539760543372935710240838 -0.0133017993224223971347569j),(0.0121079015735552567420283 -0.0278767133492894091180044j),zeta_diagnostic
S00_T00,0.842083333333333333333333,32.8203125,50,0.278918719138947435974908,0.0303916102183222848107831,0.781498548471144466562994,0.00655774929000983710177008,(0.551246572461395545854371 -0.0400554704835759742392975j),(0.539281227838946819147049 -0.0121183893953794327650848j),(0.0119653446224487267073216 -0.0279370810881965414742127j),zeta_diagnostic
S00_T00,0.8425,32.8125,50,0.278838175885502278107811,0.0303482689379461960976835,0.780384058404330756797576,0.00654388497730693379797145,(0.555375191338368559628513 -0.0465494678008430836812409j),(0.542579721982903674699092 -0.019030503585174119308621j),(0.0127954693554648849294217 -0.0275189642156689643726199j),zeta_diagnostic
S00_T00,0.8425,32.8138020833333333333333,50,0.278838175885502278107811,0.0303472426582299992173749,0.78035766835448569416107,0.00654366368440778796350145,(0.554739919387726593851986 -0.0454408136753291379891718j),(0.542085217074718083098206 -0.0178579630915582206217289j),(0.0126547023130085107537796 -0.0275828505837709173674429j),zeta_diagnostic
S00_T00,0.8425,32.8151041666666666666667,50,0.278838175885502278107811,0.0303462164684830961774539,0.780331280618136758848816,0.00654344241090838817665128,(0.554107478407165856454496 -0.0443294516791785470319794j),(0.541593861934411296757558 -0.0166834346654233755529052j),(0.0125136164727545596969379 -0.0276460170137551714790742j),zeta_diagnostic
S00_T00,0.8425,32.81640625,50,0.278838175885502278107811,0.0303451903686949691351742,0.780304895195013492047336,0.0065432211568064665138935,(0.553477878535967757395757 -0.0432153889872401845733453j),(0.541105663019849414019702 -0.015506927071517427677412j),(0.0123722155161183433760552 -0.0277084619157227568959333j),zeta_diagnostic
S00_T00,0.8425,32.8177083333333333333333,50,0.278838175885502278107811,0.0303441643588551019279873,0.780278512084845478148246,0.00654299992209975541399557,(0.552851129896331389719875 -0.0420986328129051848006771j),(0.540620626763891890801581 -0.0143284490943087256513507j),(0.0122305031324394989182939 -0.0277701837185964591493264j),zeta_diagnostic
S00_T00,0.8425,32.8190104166666666666667,50,0.278838175885502278107811,0.0303431384389529800732104,0.780252131287362344739695,0.00654277870678598767794805,(0.552227242593217957676142 -0.040979190408073870313754j),(0.540138759574332181173791 -0.0131480095379135796162607j),(0.0120884830188857765023509 -0.0278311808701602906974933j),zeta_diagnostic
S00_T00,0.8425,32.8203125,50,0.278838175885502278107811,0.0303421126089780907676926,0.780225752802293762597811,0.00654255751086289646889289,(0.551606226714195220955933 -0.0398570690631220089760957j),(0.539660067833838590539665 -0.0119656172260235381985988j),(0.011946158880356630416268 -0.0278914518370984707774969j),zeta_diagnostic
S00_T01,0.84,32.8203125,50,0.279321784518054991652748,0.030640312011547902522355,0.787893737439803207717699,0.0066342433922318441109461,(0.549443866782885648018488 -0.0410515927463994409342574j),(0.537382130438907841451132 -0.0128852433817165628670453j),(0.0120617363439778065673559 -0.0281663493646828780672121j),zeta_diagnostic
S00_T01,0.84,32.8216145833333333333333,50,0.279321784518054991652748,0.0306392761918398426726612,0.787867102075881668725573,0.00663401911644603782866157,(0.54882059139069643615997 -0.0399212440652741141728995j),(0.536902885000753150934855 -0.01169477563645807144701j),(0.0119177063899432852251155 -0.0282264684288160427258895j),zeta_diagnostic
S00_T01,0.84,32.8229166666666666666667,50,0.279321784518054991652748,0.030638240462921413754758,0.787840469046550639408063,0.00663379486031801143012605,(0.548200221759807698543411 -0.0387882117858123739904434j),(0.536426844782953934428699 -0.0105023606721427574254034j),(0.011773376976853764114712 -0.02828585111366961656504j),zeta_diagnostic
S00_T01,0.84,32.82421875,50,0.279321784518054991652748,0.0306372048247820047702587,0.787813838351537265520937,0.00663357062384546742091763,(0.547582767998597072120684 -0.0376525033481147555048569j),(0.535954016129651033436989 -0.00930800741951991016218244j),(0.0116287518689460386836947 -0.0283444959285948453426745j),zeta_diagnostic
S00_T01,0.84,32.8255208333333333333333,50,0.279321784518054991652748,0.0306361692774110064154631,0.787787209990568736397622,0.0066333464070261086735481,(0.546968240197356097641203 -0.0365141262309152472292122j),(0.535484405359484129473327 -0.00811172482873342161877702j),(0.0114838348378719681678754 -0.0284024014021818256104352j),zeta_diagnostic
S00_T01,0.84,32.8268229166666666666667,50,0.279321784518054991652748,0.0306351338207978110810222,0.787760583963372284940571,0.00663312220985763842739035,(0.546356648428133492810917 -0.0353730879515441244418876j),(0.535018018765533329625655 -0.00691352186924776065237876j),(0.0113386296626001631852617 -0.0284595660822963637895089j),zeta_diagnostic
S00_T01,0.84,32.828125,50,0.279321784518054991652748,0.0306340984549318128516026,0.787733960269675187612639,0.00663289803233776028860567,(0.54574800274457845945177 -0.0342293960658901035973566j),(0.534554862615260969206203 -0.00571340752977377065262395j),(0.0111931401293174902455668 -0.0285159885361163329447326j),zeta_diagnostic
S00_T01,0.840416666666666666666667,32.8203125,50,0.279241124871572160842726,0.030590409379976968374697,0.786610526913693472492207,0.00661887292958119615878137,(0.549804999978314996297747 -0.0408518185027728600383652j),(0.537762603878619794698543 -0.0127314728041042768699373j),(0.0120423960996952015992038 -0.0281203456986685831684279j),zeta_diagnostic
S00_T01,0.840416666666666666666667,32.8216145833333333333333,50,0.279241124871572160842726,0.0305893752470614220796668,0.78658393492443656776286,0.00661864917336154979708992,(0.549182584005629324338497 -0.0397223976671506948525724j),(0.537283982651392085141648 -0.0115420292554624300819563j),(0.0118986013542372391968483 -0.0281803684116882647706161j),zeta_diagnostic
S00_T01,0.840416666666666666666667,32.8229166666666666666667,50,0.279241124871572160842726,0.0305883412047876699291838,0.786557345265968655321868,0.00661842543675414562868899,(0.548563071420515002908503 -0.0385902964687709674101882j),(0.536808563791093350993357 -0.0103506405209663026323245j),(0.0117545076294216519151456 -0.0282396559478046647778637j),zeta_diagnostic
S00_T01,0.840416666666666666666667,32.82421875,50,0.279241124871572160842726,0.0305873072531451182002855,0.786530757938017325150197,0.00661820171975669148071916,(0.547946472318989111917426 -0.0374555223419736097389138j),(0.536336353635649336645789 -0.00915731552321796196638617j),(0.0116101186833397752716369 -0.0282982068187556477725276j),zeta_diagnostic
S00_T01,0.840416666666666666666667,32.8255208333333333333333,50,0.279241124871572160842726,0.0305862733921231748619376,0.786504172940310210735537,0.00661797802236689554640493,(0.547332796778994418206833 -0.036318082759681884294807j),(0.535867358497508275309296 -0.00796206320419535991056483j),(0.0114654382814861428975373 -0.0283560195554865243842421j),zeta_diagnostic
S00_T01,0.840416666666666666666667,32.8268229166666666666667,50,0.279241124871572160842726,0.0305852396217112495746988,0.786477590272574989063684,0.00661775434458246638498223,(0.546722054860242865772828 -0.0351779852333652277304271j),(0.535401584663582531182441 -0.00676489252517837631450727j),(0.011320470196660334590387 -0.0284130927081868514159198j),zeta_diagnostic
S00_T01,0.840416666666666666666667,32.828125,50,0.279241124871572160842726,0.0305842059418987536903861,0.786451009934539380609928,0.00661753068640111292162596,(0.546114256604059100077335 -0.0340352373130014166963592j),(0.534939038395190458502411 -0.00556581246667468620870537j),(0.011175218208868641574924 -0.0284694248463267304876539j),zeta_diagnostic
S00_T01,0.840833333333333333333333,32.8203125,50,0.279160488517145056945414,0.0305405880171017085077675,0.785329406154043933056879,0.00660353837263785294624639,(0.550165836902356884869646 -0.0406523194859780339830676j),(0.538142750047326149340313 -0.0125779023253899338122758j),(0.012023086855030735529333 -0.0280744171605881001707918j),zeta_diagnostic
S00_T01,0.840833333333333333333333,32.8216145833333333333333,50,0.279160488517145056945414,0.0305395555682323765983512,0.78530285746883254110046,0.0066033151347708347316836,(0.549544279313506351074971 -0.039523825738536952985988j),(0.537664752379418372320411 -0.0113894820616812331235827j),(0.0118795269340879787545601 -0.0281343436768557198624053j),zeta_diagnostic
S00_T01,0.840833333333333333333333,32.8229166666666666666667,50,0.279160488517145056945414,0.0305385232098572426857981,0.785276311110614811920522,0.00660309191647062736695602,(0.548925622740332824242854 -0.0383926548599624860853726j),(0.537189954227615973287735 -0.0101991186433291464866144j),(0.0117356685127168509551189 -0.0281935362166333395987581j),zeta_diagnostic
S00_T01,0.840833333333333333333333,32.82421875,50,0.279160488517145056945414,0.0305374909419657302944619,0.78524976707911877900045,0.00660286871773494398834194,(0.548309877266508857044434 -0.0372588142788376976191507j),(0.536718361923635597522206 -0.00900682098479607443180713j),(0.0115915153428732595222285 -0.0282519932940416231873436j),zeta_diagnostic
S00_T01,0.840833333333333333333333,32.8255208333333333333333,50,0.279160488517145056945414,0.0305364587645472646378707,0.785223225374072519259532,0.00660264553856149809735573,(0.547697052957644469043786 -0.03612231146227892878185j),(0.536249981773740005777814 -0.0078125980199016017876224j),(0.0114470711839044632659717 -0.0283097134423773269942277j),zeta_diagnostic
S00_T01,0.840833333333333333333333,32.8268229166666666666667,50,0.279160488517145056945414,0.0305354266775912726183917,0.785196685995204153044359,0.00660242237894800356067556,(0.547087159861130853666866 -0.0349831539158986518196158j),(0.53578482005867977300206 -0.00661645870174861060523703j),(0.0113023398024510806648068 -0.0283666952141500412143788j),zeta_diagnostic
S00_T01,0.840833333333333333333333,32.828125,50,0.279160488517145056945414,0.0305343946810871828268976,0.785170148942241844120225,0.00660219923889217461007107,(0.54648020800598411934704 -0.0338413491837676472498923j),(0.535322883033635203731562 -0.00541841200264921677162386j),(0.011157324972348915615478 -0.0284229371811184304782685j),zeta_diagnostic
S00_T01,0.84125,32.8203125,50,0.279079875448047641803664,0.0304908477905816428929226,0.784050371757813674389437,0.00658823963669658646176071,(0.550526377796628137583939 -0.0404530953645117992796266j),(0.538522569236313237635265 -0.0124245317367457809353457j),(0.0120038085603148999486741 -0.0280285636277660183442809j),zeta_diagnostic
S00_T01,0.84125,32.8216145833333333333333,50,0.279079875448047641803664,0.0304898170230166965617974,0.78402386630614362587479,0.006588016915971526848791,(0.549905677557209605928227 -0.0393255279485141019632597j),(0.538045194476756570572885 -0.0112371338471183083884727j),(0.0118604830804530353553419 -0.028088394101395793574787j),zeta_diagnostic
S00_T01,0.84125,32.8229166666666666666667,50,0.279079875448047641803664,0.0304887863457985923278586,0.783997363177678088430649,0.00658779421476795283842599,(0.549287875963407333732621 -0.0381952866290576467463114j),(0.537571016385082171696549 -0.0100477948320686193470628j),(0.0117168595783251620360715 -0.0281474917969890273992485j),zeta_diagnostic
S00_T01,0.84125,32.82421875,50,0.279079875448047641803664,0.030487755758916770934714,0.783970862372145538321217,0.00658757153308358286368616,(0.548672983086565354048051 -0.0370623788289723647111493j),(0.537100041286803579362457 -0.00885652359792699534957824j),(0.0115729417997617746855936 -0.0282058552310453693615711j),zeta_diagnostic
S00_T01,0.84125,32.8255208333333333333333,50,0.279079875448047641803664,0.0304867252623606748123958,0.783944363889274495175893,0.00658734887091613572198223,(0.548061008979976943596584 -0.0359268120095714795185511j),(0.536632275482004051924458 -0.0076633290703622202690244j),(0.011428733497972891672126 -0.0282634829392092592495267j),zeta_diagnostic
S00_T01,0.84125,32.8268229166666666666667,50,0.279079875448047641803664,0.0304856948561197480770268,0.783917867728793521980689,0.00658712622826333057504304,(0.547451963678728546169859 -0.0347885936706143720584414j),(0.536167725245278322947546 -0.00646822019430776245493849j),(0.0112842384334502232223136 -0.0283203734763066096035029j),zeta_diagnostic
S00_T01,0.84125,32.828125,50,0.279079875448047641803664,0.0304846645401834365304862,0.783891373890431225069645,0.00658690360512288694884342,(0.546845857199543730291751 -0.0336477313502687691150658j),(0.535706396825674572893471 -0.00527120593388778073651044j),(0.0111394603738691573982802 -0.0283765254163809883785554j),zeta_diagnostic
S00_T01,0.841666666666666666666667,32.8203125,50,0.278999285657555819535831,0.0304411885682917837757341,0.78277342032750301137602,0.00657297663725435968200402,(0.550886622902559457503035 -0.0402541458072758021551352j),(0.538902061736601717563511 -0.012271360829548584563896j),(0.0119845611659577399395237 -0.0279827849777272175912392j),zeta_diagnostic
S00_T01,0.841666666666666666666667,32.8216145833333333333333,50,0.278999285657555819535831,0.0304401594792938573020844,0.7827469580389849020536,0.00657275443246344452276317,(0.550266778979433418193155 -0.0391275039665677895771223j),(0.538425309235064947860825 -0.0110849844039812317308627j),(0.0118414697443684703323298 -0.0280425195625865578462595j),zeta_diagnostic
S00_T01,0.841666666666666666666667,32.8229166666666666666667,50,0.278999285657555819535831,0.0304391304804956568830364,0.782720498069888319849508,0.0065725322471487955649412,(0.549649831333695303116925 -0.0379981914461312181201635j),(0.537951750555785412863907 -0.00989666888022502670219157j),(0.0116980807779098902530177 -0.028101522565906191417972j),zeta_diagnostic
S00_T01,0.841666666666666666666667,32.82421875,50,0.278999285657555819535831,0.0304381015718866404534351,0.782694040419942183088331,0.00657231008130813652593447,(0.549035790024376611170409 -0.0368662156630466190758818j),(0.537481392018079530387874 -0.00870642315648567287719811j),(0.0115543980062970807825351 -0.0281597925065609461986837j),zeta_diagnostic
S00_T01,0.841666666666666666666667,32.8255208333333333333333,50,0.278999285657555819535831,0.0304370727534562676318048,0.782667585088875453389265,0.00657208793493919148668575,(0.548424665092469858506727 -0.0357315840728279012284278j),(0.537014239915857020657653 -0.00751425615028871212808042j),(0.0114104251766128378490741 -0.0282173279225391891003474j),zeta_diagnostic
S00_T01,0.841666666666666666666667,32.8268229166666666666667,50,0.278999285657555819535831,0.0304360440251939997200156,0.782641132076417135657543,0.00657186580803968489161221,(0.547816466560772718047635 -0.0345943041693852259896882j),(0.536550300517562717960198 -0.00632017679840577609402059j),(0.011266166043210000087437 -0.0282741273709794498956676j),zeta_diagnostic
S00_T01,0.841666666666666666666667,32.828125,50,0.278999285657555819535831,0.0304350153870892997029503,0.782614681382296278075865,0.00657164370060734154853347,(0.54721120443373219334669 -0.0334543834849872075372022j),(0.536089580066118598564932 -0.00512419405678066150898903j),(0.0111216243676135947817579 -0.0283301894282065460282131j),zeta_diagnostic
S00_T01,0.842083333333333333333333,32.8203125,50,0.278918719138947435974908,0.0303916102183222848107831,0.781498548471144466562994,0.00655774929000983710177008,(0.551246572461395545854371 -0.0400554704835759742392975j),(0.539281227838946819147049 -0.0121183893953794327650848j),(0.0119653446224487267073216 -0.0279370810881965414742127j),zeta_diagnostic
S00_T01,0.842083333333333333333333,32.8216145833333333333333,50,0.278918719138947435974908,0.0303905828051584682969185,0.781472129275503470492189,0.0065575275999481008323373,(0.550627583822684478120527 -0.0389297534625875737986172j),(0.538805096945735728923242 -0.010933033524681130423743j),(0.0118224868769487491972849 -0.0279967199379064433748742j),zeta_diagnostic
