group_type,group_id,N,K,M,point_count,exact_odd_passes,phase_passes,min_surplus_after_quarter,min_overshoot_deficit,max_overshoot_share,max_surplus_after_quarter_share,min_phase_slack,max_phase_payment_share_weighted,worst_exact_odd_point,worst_phase_point,read
box,late_anchor_fail,100,4,50,25,0,0,-0.693565064812050028576629,0.410949011505414207368177,2.99851499183657433838739,-11.8971273817705846969908,-0.880221566306380024248411,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=50,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=50,both_fail_sample
box,late_anchor_fail,100,4,100,25,0,0,-0.697422624685721006238771,0.410128486080268888988755,2.99851499183657433838739,-11.8693160522147987489828,-0.885574246310855087023417,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=100,late_anchor_fail sigma=0.84 t=34.0 N=100 K=4 M=100,both_fail_sample
box,late_anchor_fail,100,5,25,25,0,0,-0.6925617798125061498241,0.409646887035067791967016,2.99851499183657433838739,-11.8529924754560804598959,-0.878829426266635734476235,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=25,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=25,both_fail_sample
box,late_anchor_fail,100,5,50,25,0,0,-0.687787194009404579128379,0.40733464251711674850216,2.99851499183657433838739,-11.7746200175996929767622,-0.872204297741127823746349,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=50,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=50,both_fail_sample
box,late_anchor_fail,100,5,100,25,0,0,-0.690593757174307801184368,0.408788218334438897725021,2.99851499183657433838739,-11.8238882972300379086125,-0.876098633804867958071407,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=100,late_anchor_fail sigma=0.84 t=34.0 N=100 K=5 M=100,both_fail_sample
box,positive_pocket,25,3,25,25,0,0,-0.163316263289035329120472,0.176173033549108590086945,1.51224191620103808618031,-4.30229702084026342569017,-0.212654198701321889044534,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=25 K=3 M=25,positive_pocket sigma=0.84 t=33.0 N=25 K=3 M=25,both_fail_sample
box,positive_pocket,25,3,50,25,0,0,-0.155733269369778958948533,0.164763058651015132758098,1.51224191620103808618031,-3.9358836536348308676308,-0.198724503263112716869619,1.09568181135196953650439,positive_pocket sigma=0.92 t=33.0 N=25 K=3 M=50,positive_pocket sigma=0.92 t=33.0 N=25 K=3 M=50,both_fail_sample
box,positive_pocket,25,3,100,25,0,0,-0.161529690147535859484607,0.175464840522520374578884,1.51224191620103808618031,-4.27955451756385796884493,-0.210175182264971415985272,1.09568181135196953650439,positive_pocket sigma=0.84 t=32.75 N=25 K=3 M=100,positive_pocket sigma=0.84 t=33.0 N=25 K=3 M=100,both_fail_sample
box,positive_pocket,25,4,25,25,0,0,-0.154499180828852782790191,0.166789088943716743379125,1.51224191620103808618031,-4.00094642443313036332374,-0.199959540068394394551254,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=25 K=4 M=25,positive_pocket sigma=0.84 t=33.0 N=25 K=4 M=25,both_fail_sample
box,positive_pocket,25,4,50,25,0,0,-0.157728381414629328957538,0.169509202488168681122519,1.51224191620103808618031,-4.08829858531915292451508,-0.204900555321565820742184,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=25 K=4 M=50,positive_pocket sigma=0.84 t=33.0 N=25 K=4 M=50,both_fail_sample
box,positive_pocket,25,4,100,25,0,0,-0.154163231293057076338918,0.166264817534993378498481,1.51224191620103808618031,-3.98411027414221582739034,-0.199953617777202695012751,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=25 K=4 M=100,positive_pocket sigma=0.84 t=33.0 N=25 K=4 M=100,both_fail_sample
box,positive_pocket,25,5,25,25,0,0,-0.15688164463141073055153,0.168998448937545289381613,1.51224191620103808618031,-4.07189653974345945607702,-0.203725638742947784916419,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=25 K=5 M=25,positive_pocket sigma=0.84 t=33.0 N=25 K=5 M=25,both_fail_sample
box,positive_pocket,25,5,50,25,0,0,-0.155792828715261684312377,0.168273971763149811726925,1.51224191620103808618031,-4.04863109671622887767199,-0.202154731602767782301495,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=25 K=5 M=50,positive_pocket sigma=0.84 t=33.0 N=25 K=5 M=50,both_fail_sample
box,positive_pocket,25,5,100,25,0,0,-0.156734001788088303627029,0.168847424969090792898002,1.51224191620103808618031,-4.0670466429378682695243,-0.203520772215625750457141,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=25 K=5 M=100,positive_pocket sigma=0.84 t=33.0 N=25 K=5 M=100,both_fail_sample
box,positive_pocket,50,3,25,25,0,0,-0.162259858703499757035351,0.17513128722417111857498,1.51224191620103808618031,-4.26884297890735740571164,-0.211188350889023144799869,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=50 K=3 M=25,positive_pocket sigma=0.84 t=33.0 N=50 K=3 M=25,both_fail_sample
box,positive_pocket,50,3,50,25,0,0,-0.15467072418269964045052,0.163721312326077661246134,1.51224191620103808618031,-3.90242961170192484765227,-0.197280328338870909606939,1.09568181135196953650439,positive_pocket sigma=0.92 t=33.0 N=50 K=3 M=50,positive_pocket sigma=0.92 t=33.0 N=50 K=3 M=50,both_fail_sample
box,positive_pocket,50,3,100,25,0,0,-0.160473285562000287399486,0.17442309419758290306692,1.51224191620103808618031,-4.2461004756309519488664,-0.208709334452672671740607,1.09568181135196953650439,positive_pocket sigma=0.84 t=32.75 N=50 K=3 M=100,positive_pocket sigma=0.84 t=33.0 N=50 K=3 M=100,both_fail_sample
box,positive_pocket,50,4,25,25,0,0,-0.153436635641773464292178,0.16574734261877927186716,1.51224191620103808618031,-3.96749238250022434334521,-0.198493692256095650306588,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=50 K=4 M=25,positive_pocket sigma=0.84 t=33.0 N=50 K=4 M=25,both_fail_sample
box,positive_pocket,50,4,50,25,0,0,-0.156671976829093756872417,0.168467456163231209610555,1.51224191620103808618031,-4.05484454338624690453655,-0.203434707509267076497519,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=50 K=4 M=50,positive_pocket sigma=0.84 t=33.0 N=50 K=4 M=50,both_fail_sample
box,positive_pocket,50,4,100,25,0,0,-0.153106826707521504253797,0.165223071210055906986517,1.51224191620103808618031,-3.95065623220930980741181,-0.198487769964903950768086,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=50 K=4 M=100,positive_pocket sigma=0.84 t=33.0 N=50 K=4 M=100,both_fail_sample
box,positive_pocket,50,5,25,25,0,0,-0.155825240045875158466409,0.167956702612607817869648,1.51224191620103808618031,-4.03844249781055343609849,-0.202259790930649040671754,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=50 K=5 M=25,positive_pocket sigma=0.84 t=33.0 N=50 K=5 M=25,both_fail_sample
box,positive_pocket,50,5,50,25,0,0,-0.154730283528182365814364,0.167232225438212340214961,1.51224191620103808618031,-4.01517705478332285769346,-0.20068888379046903805683,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=50 K=5 M=50,positive_pocket sigma=0.84 t=33.0 N=50 K=5 M=50,both_fail_sample
box,positive_pocket,50,5,100,25,0,0,-0.155677597202552731541908,0.167805678644153321386038,1.51224191620103808618031,-4.03359260100496224954577,-0.202054924403327006212476,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=50 K=5 M=100,positive_pocket sigma=0.84 t=33.0 N=50 K=5 M=100,both_fail_sample
box,positive_pocket,100,3,25,25,0,0,-0.162802680764462332187252,0.175680175440975235455908,1.51224191620103808618031,-4.28646965920550494803518,-0.211941560919937662366166,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=100 K=3 M=25,positive_pocket sigma=0.84 t=33.0 N=100 K=3 M=25,both_fail_sample
box,positive_pocket,100,3,50,25,0,0,-0.154670844843084731370676,0.164270200542881778127062,1.51224191620103808618031,-3.9200562920000723899758,-0.197792696164194433082341,1.09568181135196953650439,positive_pocket sigma=0.92 t=33.0 N=100 K=3 M=50,positive_pocket sigma=0.84 t=33.0 N=100 K=3 M=50,both_fail_sample
box,positive_pocket,100,3,100,25,0,0,-0.161016107622962862551388,0.174971982414387019947848,1.51224191620103808618031,-4.26372715592909949118993,-0.209462544483587189306904,1.09568181135196953650439,positive_pocket sigma=0.84 t=32.75 N=100 K=3 M=100,positive_pocket sigma=0.84 t=33.0 N=100 K=3 M=100,both_fail_sample
box,positive_pocket,100,4,25,25,0,0,-0.153653916834731677870601,0.166296230835583388748088,1.51224191620103808618031,-3.98511906279837188566875,-0.199246902287010167872886,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=100 K=4 M=25,positive_pocket sigma=0.84 t=33.0 N=100 K=4 M=25,both_fail_sample
box,positive_pocket,100,4,50,25,0,0,-0.157214798890056332024318,0.169016344380035326491482,1.51224191620103808618031,-4.07247122368439444686008,-0.204187917540181594063816,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=100 K=4 M=50,positive_pocket sigma=0.84 t=33.0 N=100 K=4 M=50,both_fail_sample
box,positive_pocket,100,4,100,25,0,0,-0.153649648768484079405698,0.165771959426860023867444,1.51224191620103808618031,-3.96828291250745734973535,-0.199240979995818468334383,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=100 K=4 M=100,positive_pocket sigma=0.84 t=33.0 N=100 K=4 M=100,both_fail_sample
box,positive_pocket,100,5,25,25,0,0,-0.156368062106837733618311,0.168505590829411934750576,1.51224191620103808618031,-4.05606917810870097842203,-0.203013000961563558238051,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=100 K=5 M=25,positive_pocket sigma=0.84 t=33.0 N=100 K=5 M=25,both_fail_sample
box,positive_pocket,100,5,50,25,0,0,-0.155235943552364963700305,0.167781113655016457095888,1.51224191620103808618031,-4.032803735081470400017,-0.201442093821383555623127,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=100 K=5 M=50,positive_pocket sigma=0.84 t=33.0 N=100 K=5 M=50,both_fail_sample
box,positive_pocket,100,5,100,25,0,0,-0.156220419263515306693809,0.168354566860957438266966,1.51224191620103808618031,-4.05121928130310979186931,-0.202808134434241523778773,1.09568181135196953650439,positive_pocket sigma=0.84 t=33.0 N=100 K=5 M=100,positive_pocket sigma=0.84 t=33.0 N=100 K=5 M=100,both_fail_sample
q_band,0.25<=r<0.30,25,3,25,75,0,0,-0.702689528121645171597114,0.176173033549108590086945,3.11815071977012867905534,-4.30229702084026342569017,-0.892882505840251276914415,7.06398331945452370844909,late_anchor_fail sigma=0.84 t=34.0 N=25 K=3 M=25,late_anchor_fail sigma=0.84 t=34.0 N=25 K=3 M=25,both_fail_sample
