subbox_id,sigma_box,t_box,cutoff,sample_count,odd_trunc_sup_sampled,odd_trunc_guarded,odd_trunc_target,odd_trunc_slack_sampled,odd_trunc_slack_guarded,odd_trunc_sup_over_target,h_qratio_sup_sampled,h_qratio_target,max_q_abs_sampled,max_sigma,max_t,max_raw_core_sum,max_continued_odd_target,max_odd_trunc_vector,channel_mode,status_sampled,status_guarded
S03_T02,"[0.8475, 0.85]","[32.828125, 32.8359375]",50,49,0.0297483574985526367299891,0.032723193248407900402988,0.0388888888888888888888889,0.00914053139033625215889979,0.00616569564048098848590088,0.764957764248496373056863,0.00636170977387032240975428,0.01,0.277873469083381678997845,0.8475,32.828125,(0.55229449894995381463532 -0.0307756775773830687743756j),(0.541419601969560360431458 -0.00308630435357169587571137j),(0.010874896980393454203862 -0.0276893732238113728986642j),zeta_diagnostic,pass,pass
S03_T03,"[0.8475, 0.85]","[32.8359375, 32.84375]",50,49,0.0297423267489054789926285,0.0327165594237960268918913,0.0388888888888888888888889,0.00914656213998340989626039,0.00617232946509286199699754,0.764802687828998031239019,0.0063604200932896061462662,0.01,0.277873469083381678997845,0.8475,32.8359375,(0.548794717299469558597797 -0.0239606620201283733099683j),(0.538773050615543902251207 0.00404241276309771617147965j),(0.0100216666839256563465895 -0.028003074783226089481448j),zeta_diagnostic,pass,pass
S03_T04,"[0.8475, 0.85]","[32.84375, 32.8515625]",50,49,0.0297362991691237315288126,0.0327099290860361046816939,0.0388888888888888888888889,0.00915258971976515736007629,0.00617895980285278420719503,0.76464769292032452502661,0.00635913109058711436531654,0.01,0.277873469083381678997845,0.8475,32.84375,(0.545401892389947527298415 -0.0170540958116466517415257j),(0.536242468093097275180479 0.0112364049761778365138638j),(0.00915942429685025211793591 -0.0282905007878244882553895j),zeta_diagnostic,pass,pass
S03_T05,"[0.8475, 0.85]","[32.8515625, 32.859375]",50,49,0.0297302747569864572863918,0.032703302232685103015031,0.0388888888888888888888889,0.00915861413190243160249709,0.00618558665620378587385791,0.764492779465366044507218,0.00635784276528789792215,0.01,0.277873469083381678997845,0.8475,32.8515625,(0.542118105050146642863444 -0.0100576730318386268043408j),(0.533829126556738990642 0.0184937205009073985121141j),(0.00828897849340765222144407 -0.0285513935327460253164548j),zeta_diagnostic,pass,pass
S03_T06,"[0.8475, 0.85]","[32.859375, 32.8671875]",50,49,0.0297242535102748453120842,0.0326966788613023298432926,0.0388888888888888888888889,0.00916463537861404357680469,0.00619221002758655904559627,0.764337947407067450882165,0.00635655511691746233993541,0.01,0.277873469083381678997845,0.8475,32.859375,(0.538945409781955551241505 -0.00297313579921477192312039j),(0.531534264503710034970108 0.0258123843872926390596407j),(0.00741114527824551627139703 -0.0287855201865074109827611j),zeta_diagnostic,pass,pass
S03_T07,"[0.8475, 0.85]","[32.8671875, 32.875]",50,49,0.0297182354267722082284681,0.0326900589694494290513149,0.0388888888888888888888889,0.00917065346211668066042079,0.00619882991943945983757398,0.76418319668842821158918,0.00635526814500176727021841,0.01,0.277873469083381678997845,0.8475,32.8671875,(0.535885833580798838172288 0.00419772611197714270776355j),(0.529359086358987388018131 0.033190399110230257389836j),(0.00652674722181145015415739 -0.0289926729982531146820725j),zeta_diagnostic,pass,pass
S04_T00,"[0.85, 0.8525]","[32.8125, 32.8203125]",50,49,0.0294707917798972841263276,0.0324178709578870125389604,0.0388888888888888888888889,0.00941809710899160476256129,0.00647101793100187634992853,0.757820360054501591819853,0.00627636615134786302977016,0.01,0.277392368016961252122345,0.85,32.8125,(0.561706658685123406874457 -0.0429268844370620362646484j),(0.549275946896660775652116 -0.0162060129586420724180164j),(0.0124307117884626312223408 -0.026720871478419963846632j),zeta_diagnostic,pass,pass
S04_T01,"[0.85, 0.8525]","[32.8203125, 32.828125]",50,49,0.029464813431704303397367,0.0324112947748747337371037,0.0388888888888888888888889,0.00942407545718458549152189,0.00647759411401415515178519,0.75766663110096780164658,0.00627509294828906395302804,0.01,0.277392368016961252122345,0.85,32.8203125,(0.558029779630035413672172 -0.036332306821842767282704j),(0.546423752945369746358118 -0.00924955631234002979302257j),(0.0116060266846656673140539 -0.0270827505095027374896814j),zeta_diagnostic,pass,pass
S04_T02,"[0.85, 0.8525]","[32.828125, 32.8359375]",50,49,0.0294588382269373345124007,0.0324047220496310679636408,0.0388888888888888888888889,0.00943005066195155437648819,0.00648416683925782092524812,0.757512982978388601747447,0.00627382041468267617735804,0.01,0.277392368016961252122345,0.85,32.828125,(0.554455119371189725748936 -0.0296436186694756870651601j),(0.543684280673050943041672 -0.00222442496470857458309168j),(0.0107708386981387827072632 -0.0274191937047671124820684j),zeta_diagnostic,pass,pass
S04_T03,"[0.85, 0.8525]","[32.8359375, 32.84375]",50,49,0.0294528661633928294348007,0.0323981527797321123782808,0.0388888888888888888888889,0.00943602272549605945408819,0.00649073610915677651060812,0.757359415630101328323447,0.00627254855005941219894109,0.01,0.277392368016961252122345,0.85,32.8359375,(0.550984792262952097374764 -0.0228624094964221992442128j),(0.541058860411204959211355 0.00486748776471459489398306j),(0.00992593185174713816340931 -0.0277298972611367941381959j),zeta_diagnostic,pass,pass
S04_T04,"[0.85, 0.8525]","[32.84375, 32.8515625]",50,49,0.0294468972388693505532717,0.0323915869627562856085989,0.0388888888888888888888889,0.00944199165001953833561719,0.00649730192613260328029002,0.757205928999497585655558,0.00627127735395043396920924,0.01,0.277392368016961252122345,0.85,32.84375,(0.547620888800172193458946 -0.0159903171522355260342304j),(0.538548789876944710016041 0.0120242643745998537163613j),(0.00907209892322748344290412 -0.0280145815268353797505918j),zeta_diagnostic,pass,pass
S04_T05,"[0.85, 0.8525]","[32.8515625, 32.859375]",50,49,0.0294409314511675681762336,0.032385024596284324993857,0.0388888888888888888888889,0.00944795743772132071265529,0.00650386429260456389503193,0.757052523030023181674578,0.0062700068258873523612269,0.01,0.277392368016961252122345,0.85,32.8515625,(0.544365474441720497837664 -0.00902902749937911972638987j),(0.536155333740039723420486 0.0192439637532448659895018j),(0.00821014070168077441717815 -0.0282729912526239857158916j),zeta_diagnostic,pass,pass
S04_T06,"[0.85, 0.8525]","[32.859375, 32.8671875]",50,49,0.0294349687980902580297808,0.0323784656778992838327589,0.0388888888888888888888889,0.00945392009079863085910809,0.00651042321098960505613001,0.756899197665178063622935,0.00626873696540222663683351,0.01,0.277392368016961252122345,0.85,32.859375,(0.541220588436969051218656 -0.00198027406238537177564681j),(0.533879723200079877327488 0.0265246217577782076658279j),(0.00734086523688917389116783 -0.0285048958201635794414747j),zeta_diagnostic,pass,pass
S04_T07,"[0.85, 0.8525]","[32.8671875, 32.875]",50,49,0.0294290092774422987592105,0.0323719102051865286351315,0.0388888888888888888888889,0.00945987961144659012967839,0.00651697868370236025375734,0.75674595284851625380827,0.00626746777202756391454648,0.01,0.277392368016961252122345,0.85,32.8671875,(0.538188242656061012307198 0.00515416235366890609525042j),(0.531723155573900199148196 0.0338642518009670853929838j),(0.0064650870821608131590026 -0.0287100894472981792977334j),zeta_diagnostic,pass,pass
S05_T00,"[0.8525, 0.855]","[32.8125, 32.8203125]",50,49,0.0291839736724932718921153,0.0321023710397425990813268,0.0388888888888888888888889,0.00970491521639561699677359,0.00678651784914628980756206,0.750445037292684134368679,0.00618966568086961271085016,0.01,0.276912099913244585274266,0.8525,32.8125,(0.563796584168036156204357 -0.041739041348300306214817j),(0.551485133485449811485186 -0.0152790243149153001321465j),(0.0123114506825863447191718 -0.0264600170333850060826705j),zeta_diagnostic,pass,pass
S05_T01,"[0.8525, 0.855]","[32.8203125, 32.828125]",50,49,0.0291780535005919551934432,0.0320958588506511507127875,0.0388888888888888888888889,0.00971083538829693369544569,0.00679303003823773817610137,0.750292804300935990688539,0.00618841006416526492422193,0.01,0.276912099913244585274266,0.8525,32.8203125,(0.560149960472821042036005 -0.0351767542260923624822356j),(0.548655146119502034783202 -0.00835832681011329311578876j),(0.0114948143533190072528028 -0.0268184274159790693664469j),zeta_diagnostic,pass,pass
S05_T02,"[0.8525, 0.855]","[32.828125, 32.8359375]",50,49,0.0291721364415294307794548,0.0320893500856823738574003,0.0388888888888888888888889,0.00971675244735945810943409,0.00679953880320651503148861,0.750140651353613934328838,0.00618715510766681160919623,0.01,0.276912099913244585274266,0.8525,32.828125,(0.556605055853350701037709 -0.0285210343688024613443522j),(0.545937280143847948590865 -0.00136938421683283106601305j),(0.0106677757095027524468441 -0.0271516501519696302783392j),zeta_diagnostic,pass,pass
S05_T03,"[0.8525, 0.855]","[32.8359375, 32.84375]",50,49,0.0291662224931235889204433,0.0320828447424359478124876,0.0388888888888888888888889,0.00972266639576529996844559,0.00680604414645294107640126,0.749988578394606572239971,0.00618590081091144636876112,0.01,0.276912099913244585274266,0.8525,32.8359375,(0.55316396920961885081458 -0.0217734638611439973474979j),(0.543332858083867012480415 0.00568592048285590233283981j),(0.00983111112575183833416486 -0.0274593843439998996803377j),zeta_diagnostic,pass,pass
S05_T04,"[0.8525, 0.855]","[32.84375, 32.8515625]",50,49,0.0291603116531944097831279,0.0320763428185138507614407,0.0388888888888888888888889,0.00972857723569447910576099,0.0068125460703750381274482,0.749836585367856251566146,0.00618464717343680605466611,0.01,0.276912099913244585274266,0.8525,32.84375,(0.549828775679552181778761 -0.0149356727456357297903368j),(0.540843170031630876570738 0.0128056802648335042239296j),(0.00898560564792130520802278 -0.0277413530104692340142665j),zeta_diagnostic,pass,pass
S05_T05,"[0.8525, 0.855]","[32.8515625, 32.859375]",50,49,0.0291544039195639609494047,0.0320698443115203570443452,0.0388888888888888888888889,0.00973448496932492793948419,0.00681904457736853184454372,0.749684672217358995841835,0.00618339419478097024117097,0.01,0.276912099913244585274266,0.8525,32.8515625,(0.546601525472309061800449 -0.00800933870322976724022815j),(0.538469473215459850958593 0.01998796463114442219439j),(0.00813205225684921084185611 -0.0279973033343741894346181j),zeta_diagnostic,pass,pass
S05_T06,"[0.8525, 0.855]","[32.859375, 32.8671875]",50,49,0.0291484992900563949386392,0.0320633492190620344325031,0.0388888888888888888888889,0.00974038959883249395024969,0.00682553966982685445638577,0.749532838887164441279294,0.00618214187448246069954546,0.01,0.276912099913244585274266,0.8525,32.859375,(0.543484242704533297007272 -0.000996186703548536380979078j),(0.536212991579541707602792 0.0272308201859487399867595j),(0.00727125112499158940448043 -0.0282270068894972763677386j),zeta_diagnostic,pass,pass
S05_T07,"[0.8525, 0.855]","[32.8671875, 32.875]",50,49,0.0291425977624979467334921,0.0320568575387477414068413,0.0388888888888888888888889,0.00974629112639094215539679,0.00683203135014114748204758,0.74938108532137577314694,0.00618089021208024087331888,0.01,0.276912099913244585274266,0.8525,32.8671875,(0.540478924240400244680629 0.00610201137529187269512208j),(0.534074915373753588764443 0.0345322712190333882590358j),(0.00640400886664665591618616 -0.0284302598437415155639137j),zeta_diagnostic,pass,pass
S06_T00,"[0.855, 0.8575]","[32.8125, 32.8203125]",50,49,0.0288999467662602975658842,0.0317899414428863273224726,0.0388888888888888888888889,0.00998894212262859132300469,0.00709894744600256156641627,0.743141488275264794551308,0.00610417254014756354934999,0.01,0.2764326633300672055757,0.855,32.8125,(0.565876310656969122436433 -0.0405609232929479272681392j),(0.55368297724980904610633 -0.0143592145029756008358608j),(0.0121933334071600763301029 -0.0262017087899723264322785j),zeta_diagnostic,pass,pass
S06_T01,"[0.855, 0.8575]","[32.8203125, 32.828125]",50,49,0.0288940842046456411686797,0.0317834926251102052855477,0.0388888888888888888888889,0.00999480468424324772020919,0.00710539626377868360334122,0.742990736690887915766049,0.00610293426493852794729014,0.01,0.2764326633300672055757,0.855,32.8203125,(0.562259725069710778903239 -0.0340307695963183326198315j),(0.55087505776229334466765 -0.00747408583639504278952475j),(0.0113846673074174342355893 -0.0265566837599232898303068j),zeta_diagnostic,pass,pass
S06_T02,"[0.855, 0.8575]","[32.828125, 32.8359375]",50,49,0.0288882247255800775934202,0.0317770471981380853527622,0.0388888888888888888888889,0.0100006641633088112954687,0.00711184169075080353612667,0.742840064372059138116519,0.00610169664081759566409241,0.01,0.2764326633300672055757,0.855,32.828125,(0.55874436115126007766561 -0.0274078560259121253825674j),(0.548178662652562380478755 -0.000521139174830560553379661j),(0.0105656984986976971868548 -0.0268867168510815648291877j),zeta_diagnostic,pass,pass
S06_T03,"[0.855, 0.8575]","[32.8359375, 32.84375]",50,49,0.0288823683269027269728459,0.0317706051595929996701305,0.0388888888888888888888889,0.010006520561986161916043,0.0071182837292958892187584,0.742689471263212979301752,0.00610045966732835120339039,0.01,0.2764326633300672055757,0.855,32.8359375,(0.555332302466933909167937 -0.0206937572642904446949494j),(0.545595106684968924533254 0.00649775277973905454220694j),(0.00973719578196498463468279 -0.0271915100440294992371564j),zeta_diagnostic,pass,pass
S06_T04,"[0.855, 0.8575]","[32.84375, 32.8515625]",50,49,0.0288765150064547790067265,0.0317641665071002569073991,0.0388888888888888888888889,0.0100123738824341098821624,0.00712472238178863198148974,0.742538957308837174458681,0.00609922334401481619745098,0.01,0.2764326633300672055757,0.855,32.84375,(0.552025608917214049346377 -0.0138900955796408438492003j),(0.543125672370622133467131 0.0135806934222179416412525j),(0.00889993654659191587924611 -0.0274707890018587854904528j),zeta_diagnostic,pass,pass
S06_T05,"[0.855, 0.8575]","[32.8515625, 32.859375]",50,49,0.0288706647620794905047437,0.0317577312382874395552181,0.0388888888888888888888889,0.0100182241268093983841452,0.00713115765060144933367082,0.742388522453472612979124,0.00609798767042144888818827,0.01,0.2764326633300672055757,0.855,32.8515625,(0.548826315580722242468043 -0.00699854050721960924428892j),(0.540771609539441458542542 0.0207257628094181822661048j),(0.00805470604128078392550153 -0.0277243033166377915103937j),zeta_diagnostic,pass,pass
S06_T06,"[0.855, 0.8575]","[32.859375, 32.8671875]",50,49,0.0288648175916221829328798,0.0317512993507844012261678,0.0388888888888888888888889,0.0100240712972667059560091,0.00713758953810448766272111,0.742238166641713275416909,0.00609675264609314360891808,0.01,0.2764326633300672055757,0.855,32.859375,(0.545736431560161239076905 -0.0000208085006693052037276628j),(0.538534134922216096560045 0.027931018232778108853527j),(0.00720229663794514251685969 -0.0279518267334474140572547j),zeta_diagnostic,pass,pass
S06_T07,"[0.855, 0.8575]","[32.8671875, 32.875]",50,49,0.0288589734929302399633069,0.0317448708422232639596376,0.0388888888888888888888889,0.010029915395958648925582,0.0071440180466656249292513,0.742087889818206170485035,0.00609551827057523026685182,0.01,0.2764326633300672055757,0.855,32.8671875,(0.542757938832051459293026 0.00704133744681015818487282j),(0.536414431742809919474331 0.0351944947985956332236224j),(0.00634350708924153981869532 -0.0281531573517854750387496j),zeta_diagnostic,pass,pass
S07_T00,"[0.8575, 0.86]","[32.8125, 32.8203125]",50,49,0.0286186839002130450781246,0.0314805522902343495859371,0.0388888888888888888888889,0.0102702049886758438107643,0.00740833659865453930295183,0.73590901457690687343749,0.00601986975510901793917177,0.01,0.275954056827761556706276,0.8575,32.8125,(0.567945887507887351384986 -0.0393924606466848746723573j),(0.555869538512558557489998 -0.0134465387489504528744985j),(0.0120763489953287938949881 -0.0259459218977344217978588j),zeta_diagnostic,pass,pass
