sigma,t,N,K,M,q_abs,Q_worst,Q_phase,vertical_tail_upper,K4_norm,tau_norm,rect_norm,C_norm,Cut_exact,V_exact,H_up_qratio,HVec_norm,H_tail,U_current,U_direct_balanced,U_phase_aware,slack_current_Q,slack_direct_Q,slack_phase_Q,slack_current_Qphase,slack_direct_Qphase,slack_phase_Qphase,U_current_over_Q,U_direct_over_Q,U_phase_over_Q,current_pass_Q,direct_pass_Q,phase_pass_Q,current_pass_Qphase,direct_pass_Qphase,phase_pass_Qphase,cos_VVec_minus_K4,cos_tau_minus_K4,cos_rect_minus_K4,cos_C_minus_K4,cos_CutVec_minus_K4,cos_HVec_minus_K4,bottleneck,channel_mode
0.88,26.0,25,4,100,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.161370222086110587192428,0.155164370057240507168394,0.00680399908641612692257144,0.0687183542386896489860945,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.145587903171992923487615,0.089212918628525850763996,0.0786990603173656610985443,-0.0884135217821709628388316,-0.0320385372387038901152124,-0.0215246789275437004497606,-0.0578339957277660230216058,-0.00145901118429895029798665,0.00905484712686123936746513,2.54638353110209803285185,1.56036526255109267887089,1.3764741900884907444088,no,no,no,no,no,yes,0.809631448573950704858469,-0.999999583024676986766032,-0.952255423562147892619176,-0.957489476127708766070278,-0.749179668955382135699694,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,4,200,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.156632418543455883717018,0.155164370057240507168394,0.00472252348028827427614111,0.0727521281962233291708419,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.150549637726656627247543,0.0911652169799316783023131,0.0804267491086033057502915,-0.093375256336834666598759,-0.0339908355901097176535295,-0.0232523677187813451015079,-0.0627957302824297267815333,-0.00341130953570477783630372,0.00732715833562359471571786,2.63316601014343627891124,1.59451164601775089046183,1.40669207350480705033859,no,no,no,no,no,yes,0.834219701012290541810612,-0.999999583024676986766032,-0.948787949639707689356466,-0.957489476127708766070278,-0.0090417416322253784443087,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,5,25,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.154956306792022870404524,0.155164370057240507168394,0.00571939062726437616020571,0.0778895835276519961137297,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.160516808607026550200817,0.0972995394583364471292654,0.0871316699457408572258928,-0.103342427217204589552033,-0.0401251580685144864804818,-0.0299572885559188965771091,-0.0727629011627996497348072,-0.00954563201410954666325604,0.000622237498486043240116598,2.80749532754194955090313,1.70180309945001811674152,1.52396349252415029404447,no,no,no,no,no,yes,0.762445810864836552962522,-0.999999583024676986766032,-0.967470290830833671347364,-0.957489476127708766070278,-0.235579607368339015638462,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,5,50,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.161659533980607924812676,0.155164370057240507168394,0.00652681542574958816903186,0.0691758101103522703406101,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.1461094647750242777646,0.089393190839521933364972,0.0790302766105728819176623,-0.0889350833852023171158163,-0.0322188094496999727161883,-0.0218558952207509212688786,-0.0583555573307973772985906,-0.00163928339529503289896259,0.00872363083365401854834714,2.55550582661895344319703,1.56351828680100916691998,1.38226727932104312510307,no,no,no,no,no,yes,0.790814185886178534288681,-0.999999583024676986766032,-0.956312282404111512723652,-0.957489476127708766070278,-0.923688831432619756574193,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,5,100,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.159692072334049994791748,0.155164370057240507168394,0.00661292167032421830858762,0.06972377730635494742109,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.147152354459448930512144,0.0900272642800992405850077,0.0793332932449564298552805,-0.08997797306962696986336,-0.032852882890277279936224,-0.0221589118551344692064968,-0.0593984470152220300461343,-0.0022733568358723401189983,0.00842061419927047061072891,2.57374633327724332794072,1.57460845385072530738493,1.3875671466220558509804,no,no,no,no,no,yes,0.830143572683003767979854,-0.999999583024676986766032,-0.948209025417457410909524,-0.957489476127708766070278,-0.431460255725457300786634,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,5,200,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.155003538995883050530737,0.155164370057240507168394,0.00648150810310533686576313,0.0738530089511468362181909,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.154230825874144639102443,0.0940250823576722479392841,0.0831205105196172346330032,-0.0970564444843226784536592,-0.0368507009678502872905005,-0.0259461291297952739842195,-0.0664769184299177386364334,-0.00627117491344534747327473,0.0046333969246096658330062,2.69755128302272147037121,1.64453169535141409066287,1.45380690615419826007791,no,no,no,no,no,yes,0.851492009614424361710069,-0.999999583024676986766032,-0.944603999427523345229177,-0.957489476127708766070278,0.331911725579923313459277,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,6,25,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.154252474072149801657551,0.155164370057240507168394,0.00572481781985971173961184,0.078502786807840767888169,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.161592925337291699060297,0.0979181699311205544831109,0.0877283222556852721333298,-0.104418543947469738411513,-0.0407437885412985938343272,-0.0305539408658633114845461,-0.0738390178930647985942871,-0.0101642624868936540171015,0.0000255851885416283326796424,2.82631698689542908761457,1.71262316357220264451787,1.53439915086343981102156,no,no,no,no,no,yes,0.765327856015044878475916,-0.999999583024676986766032,-0.967387014357822169616122,-0.957489476127708766070278,-0.114167641790081462274181,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,6,50,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.160925254286863691228252,0.155164370057240507168394,0.00580235961417244124574487,0.0698444540519255445626244,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.146552501205902880650408,0.0893373789695180606636993,0.0789515801219735588227803,-0.0893781198160809200016248,-0.0321629975796961000149156,-0.0217771987321515981739967,-0.058798593761675980184399,-0.0015834715252911601976899,0.00880232732225334164322906,2.56325468931075811771534,1.56254211760342151816617,1.38089085011120592963594,no,no,no,no,no,yes,0.793518947388844506747173,-0.999999583024676986766032,-0.956216057513752032315752,-0.957489476127708766070278,-0.915327756628051777317954,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,6,100,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.158966729119953546034424,0.155164370057240507168394,0.00617110856741946466431077,0.0704097612658106191981054,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.147908310305484561177386,0.0902714351366501587177462,0.0795584161568254094060706,-0.0907339289156626005286025,-0.0330970537468281980689626,-0.0223840347670034487572869,-0.0601544028612576607113768,-0.00251752769242325825173684,0.0081954912874014910599388,2.58696826638188736035838,1.57887908784125563280003,1.39150462537384266724266,no,no,no,no,no,yes,0.832059945581590753587258,-0.999999583024676986766032,-0.948104478062473194831535,-0.957489476127708766070278,-0.348205888504975652035755,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,6,200,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.154299491740885876585294,0.155164370057240507168394,0.0065728213860802795692618,0.0745297835938492075940221,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.155503828089179086712618,0.094793170283349562018614,0.0838730622019981512579316,-0.0983294466993571260638339,-0.0376187888935276013698303,-0.0266986808121761906091479,-0.0677499206449521862466081,-0.00703926283912266155260458,0.0038808452422287492080778,2.71981653861604327687121,1.65796582278762360874303,1.46696929924158344304603,no,no,no,no,no,yes,0.852906820022018807775391,-0.999999583024676986766032,-0.944495976639951522075511,-0.957489476127708766070278,0.431017684268229076381016,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,7,25,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.154112963324981745426779,0.155164370057240507168394,0.00587586785621992276049135,0.078685255230919003936407,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.162062576134373270885537,0.0982516883905590015522284,0.0880650221524242133851092,-0.104888194744551310236753,-0.0410773070007370409034448,-0.0308906407626022527363255,-0.0743086686901463704195275,-0.010497780946332101086219,-0.000311114708197312919099786,2.834531344194363989201,1.7184565185002512265201,1.540288150246629984361,no,no,no,no,no,no,0.764845837102152765527319,-0.999999583024676986766032,-0.967602703542032931664312,-0.957489476127708766070278,-0.0939212007208721605856066,-0.0981119926265328245585712,V_exact,zeta_diagnostic
0.88,26.0,25,7,50,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.160779708469211076491933,0.155164370057240507168394,0.00564294520031164731097758,0.0700288592727541421158052,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.146715069317269430124135,0.0893623697764858642821128,0.0789814614461278045715692,-0.0895406879274474694753514,-0.0321879883866639036333292,-0.0218070800563058439227855,-0.0589611618730425296581256,-0.00160846233225896381610343,0.00877244599809909589444023,2.56609806264361746439117,1.56297921558962294681718,1.38141348495967960541484,no,no,no,no,no,yes,0.792844481335766544838191,-0.999999583024676986766032,-0.956465319686916151453985,-0.957489476127708766070278,-0.923624751856912221256968,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,7,100,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.158822954653529017751716,0.155164370057240507168394,0.00597541896732707837642253,0.070584057241029299648182,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.148016951884225968908119,0.0902500415117764528799345,0.0795432072917845044617793,-0.0908425704944040082593351,-0.0330756601219544922311509,-0.0223688259019625438129956,-0.0602630444399990684421093,-0.00249613406754955241392515,0.00821070015244239600423012,2.58886844572970882766522,1.57850490583257168266602,1.39123861698562401678019,no,no,no,no,no,yes,0.831327099284613038462654,-0.999999583024676986766032,-0.948375319143733661213994,-0.957489476127708766070278,-0.343995779766659901448197,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,7,200,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.154159938469472196897907,0.155164370057240507168394,0.00645941414293714595579588,0.0746942488195625416812059,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.1556775869493020059258,0.0948442282659197624923319,0.0839305321721926706834322,-0.0985032055594800452770161,-0.0376698468760978018435482,-0.0267561507823707100346485,-0.0679236795050751054597904,-0.00709032082169286202632247,0.00382337527203422978257722,2.72285564207285568984746,1.65885884482527506791839,1.46797446919353591112863,no,no,no,no,no,yes,0.852215896153448358938209,-0.999999583024676986766032,-0.944775829048382000272837,-0.957489476127708766070278,0.452311565971445231441286,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,8,25,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.154113660398416093823567,0.155164370057240507168394,0.00592717147217251411938243,0.0787070557931628798544059,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.162151944833576316939521,0.0983247925687554688291184,0.0881409016002955172718868,-0.104977563443754356290737,-0.0411504111789335081803347,-0.0309665202104735566231031,-0.0743980373893494164735114,-0.010570885124528568363109,-0.000386994156068616805877361,2.8360944341138459207483,1.71973513623811591810977,1.54161530842528955714205,no,no,no,no,no,no,0.764458455683979191003494,-0.999999583024676986766032,-0.967687972371811498443314,-0.957489476127708766070278,-0.0954391396644910150411547,-0.0981119926265328245585712,V_exact,zeta_diagnostic
0.88,26.0,25,8,50,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.160780435697220571262042,0.155164370057240507168394,0.0056386463508392672577098,0.0700473047857596528619593,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.146742977434768709228517,0.0893765164400189949749992,0.0789990729364856596817771,-0.089568596044946748579733,-0.0322021350501970343262155,-0.0218246915466636990329935,-0.0589890699905418087625072,-0.0016226089957920945089898,0.00875483450774124078423229,2.56658618541505591911764,1.56322664570061403917192,1.38172151610806716389147,no,no,no,no,no,yes,0.792399514342770580135555,-0.999999583024676986766032,-0.956563893539803479463751,-0.957489476127708766070278,-0.927263007900458699741245,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,8,100,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.158823673030880702539155,0.155164370057240507168394,0.00593401850162847299243642,0.0705975317577554829267367,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.147999078729208806794223,0.0902221155628040307745032,0.0795189411555245217846725,-0.0908246973393868461454398,-0.0330477341729820701257196,-0.0223445597657025611358889,-0.060245171284981906328214,-0.00246820811857713030849382,0.00823496628870237868133689,2.58855583797457981724573,1.57801647118240870928016,1.39081419374447807106198,no,no,no,no,no,yes,0.830917777126650094457744,-0.999999583024676986766032,-0.948482444935920976955411,-0.957489476127708766070278,-0.349377796795024768548292,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,25,8,200,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.154160635755381372801066,0.155164370057240507168394,0.00640770351018449195339629,0.0747047955681540545186847,0.00684528265171003742766503,0.00593264662058609425478704,0.0,0.155644291569269282505678,0.0948030643817586213274111,0.0838928567717109729273537,-0.0984699101794473218568946,-0.0376286829919366606786274,-0.02671847538188901227857,-0.0678903841250423820396689,-0.00704915693753172086140168,0.00386105067251592753865574,2.72227329418865714599049,1.65813887404184882072359,1.46731551321419925256066,no,no,no,no,no,yes,0.851858328431639139998604,-0.999999583024676986766032,-0.944886526165065277363561,-0.957489476127708766070278,0.453195720569362491984004,-0.0981119926265328245585712,quartet_margin_pessimism,zeta_diagnostic
0.88,26.0,50,2,25,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.129522717967133200276336,0.155164370057240507168394,0.0469304508370032387941186,0.118586826228506554238314,0.00652305274424181597436398,0.00565337748461907130286695,0.0,0.271902821781273569135224,0.17856338255399342498116,0.160455027351210720849229,-0.21472844039145160848644,-0.121389001164171464332376,-0.103280645961388760200446,-0.184148914337046668669214,-0.0908094751097665245151507,-0.0727011199069838203832201,4.7556757969519023871455,3.12313624062718461764544,2.80641475169112228694399,no,no,no,no,no,no,0.672866037240308572300468,-0.999999583024676986766032,-0.999895339351961122926422,-0.957489476127708766070278,0.406113493996751368264924,-0.927896442940528051952093,V_exact,zeta_diagnostic
0.88,26.0,50,2,50,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.135125718081107374147425,0.155164370057240507168394,0.0397002690127246785734072,0.11080006621125557876012,0.00652305274424181597436398,0.00565337748461907130286695,0.0,0.251076492069055359841692,0.163546440712463889282255,0.145445407413991312689669,-0.193902110679233399192908,-0.106372059322641928633471,-0.0882710260241693520408858,-0.163322584624828459375682,-0.0757925332682369888162453,-0.05769149996976441222366,4.39141597977571410141062,2.86048465653496365909117,2.5438912302754383230918,no,no,no,no,no,no,0.671332471478060478716698,-0.999999583024676986766032,-0.998466683435475522347505,-0.957489476127708766070278,0.343819428934796744990892,-0.927896442940528051952093,V_exact,zeta_diagnostic
0.88,26.0,50,2,100,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.133481183662122415885323,0.155164370057240507168394,0.0372294285917617745537315,0.109574090832738437745359,0.00652305274424181597436398,0.00565337748461907130286695,0.0,0.246465025442024213261569,0.159849624912983844247818,0.141664149281710682700359,-0.189290644052202252612786,-0.102675243523161883599035,-0.0844897678918887220515753,-0.15871111799779731279556,-0.0720957174687569437818088,-0.0539102418374837822343496,4.31075980974057895515335,2.79582605053668095846397,2.47775569823531798981036,no,no,no,no,no,no,0.696049609731059473840013,-0.999999583024676986766032,-0.996643894354395867185529,-0.957489476127708766070278,0.41727862283598798269035,-0.927896442940528051952093,V_exact,zeta_diagnostic
0.88,26.0,50,2,200,0.271683715631514525213801,0.0571743813898219606487837,0.0877539074442269004660094,0.00055215578730177177384444,0.0883060632315286722398538,0.0878343295555189490766687,0.129562197763381565599296,0.155164370057240507168394,0.0381187662190872567925577,0.111637095349351030844415,0.00652305274424181597436398,0.00565337748461907130286695,0.0,0.250956492124208458881818,0.162801967056921919585701,0.144539569798857330192952,-0.193782110734386498233034,-0.105627585667099958936917,-0.0873651884090353695441685,-0.163202584679981558415808,-0.0750480596126950191196911,-0.0567856623546304297269427,4.38931713861766594371298,2.84746355097256051219215,2.52804781241739679424836,no,no,no,no,no,no,0.719306402603392798886693,-0.999999583024676986766032,-0.995667985283601419749985,-0.957489476127708766070278,0.513325086949260499990678,-0.927896442940528051952093,V_exact,zeta_diagnostic
