window,split,sigma,t,delta,r_vertical,full_re,full_im,full_abs,main_re,main_im,main_abs,rest_re,rest_im,rest_abs,phase_gap_main_rest,tilt_main_re,tilt_main_im,tilt_abs,tilt_projection_on_main,tilt_orthogonal_to_main,tilted_main_abs,tilted_rest_abs,tail_upper,surplus_no_tilt,surplus_tilt_norm_only,surplus_tilt_oriented,surplus_full_tilted,branch_mass,branch_defect,branch_abs_defect,curvature_mean_all,curvature_abs_mean_all,curvature_weighted_mean_main,curvature_weighted_abs_mean_main,curvature_min_all,curvature_max_all,half_disk_distance_proxy
t1413,core,0.737,14.18,0.237,0.29999284559330386,0.03273008534783137,-0.020357436435644173,0.038544567776894564,0.013336035071318645,-0.034458918779508386,0.03694951846609366,0.019394050276512722,0.014101482343864213,0.02397876123619019,1.830221504091265,0.0052191540333515595,-0.011402046541187996,0.012539786048863315,0.012517213650261101,0.0007520615566455639,0.049472448725085244,0.031008592633792437,0.0,0.012970757229903467,0.0004309711810401521,0.025493687488895054,0.018463856091292807,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1413,core,0.74,14.08,0.24,0.29936967615473214,0.027592436611611728,-0.02735090096297254,0.038851181985264535,0.022476292916416316,-0.05032215484464657,0.05511354653325381,0.005116143695195412,0.02297125388167403,0.02353409083024479,2.5023870264774386,0.008170418710278146,-0.016113131268348034,0.018066232069036375,0.018044351587859855,0.00088888522654949,0.07316329800142433,0.0305378382052693,0.0,0.03157945570300902,0.013513223633972643,0.049629207171179544,0.042625459796155035,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.09,0.24,0.29936967615473214,0.027952852235453653,-0.026559627206452125,0.038558731118163346,0.021193135072717306,-0.049093870673288395,0.05347295682769007,0.006759717162736347,0.02253424346683627,0.02352628114987249,2.442638425564247,0.007774099664326501,-0.01576640716265679,0.017578857198622348,0.01755637904045322,0.0008886930839674271,0.07103489515208,0.030527704363150412,0.0,0.029946675677817582,0.012367818479195235,0.047508614002207517,0.04050719078892959,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.1,0.24,0.29936967615473214,0.028352927572799953,-0.025790325571249603,0.03832791926284925,0.01998597540637486,-0.04777034019954,0.05178266713606019,0.008366952166425093,0.021980014628290395,0.02351865071842144,2.381620552605778,0.007400176296790368,-0.015391168898096217,0.017077783500012593,0.017054763005556507,0.0008864243327005193,0.06884313717865827,0.030517803114436432,0.0,0.02826401641763875,0.011186232917626156,0.04532448646023683,0.03832533406422184,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.11,0.24,0.29936967615473214,0.028791970623799026,-0.02504422825280217,0.038160069983952605,0.018862454139539606,-0.04635575850345383,0.05004646363727178,0.00992951648425942,0.02131153025065166,0.023511201994700748,2.3191310028019734,0.007050923932245751,-0.01498866278463514,0.016564285084778706,0.016540800318029167,0.0008817398759887358,0.06659310164170032,0.030508137649678184,0.0,0.026535261642571036,0.00997097655779233,0.04308189964699957,0.036084963992022136,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.12,0.24,0.29936967615473214,0.02926925903075545,-0.024322548797804072,0.038056220309313694,0.01782994298270907,-0.04485489221981141,0.04826870852651388,0.01143931604804638,0.02053234342200734,0.023503937500902686,2.254935227776471,0.006728537993903004,-0.014560305231409163,0.016039816456780213,0.01601597378985292,0.0008742399727430013,0.06429062665774961,0.030498711241672173,0.0,0.024764771025611195,0.008724954568830982,0.040786689156846925,0.033791915416077435,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.13,0.24,0.29936967615473214,0.029784040564117337,-0.02362648181226665,0.03801709766868525,0.016895503976788417,-0.04327306028874999,0.04645444867161233,0.01288853658732892,0.01964657847648334,0.023496859815633552,2.188760169225388,0.0064351217553558875,-0.014107677017678037,0.015506042139803944,0.015481982972460178,0.0008634501038443602,0.06194244999096092,0.030489527236418002,0.0,0.02295758885597878,0.007451546716174835,0.038445590175327365,0.03145292275454292,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.14,0.24,0.29936967615473214,0.030335533553205143,-0.022957202680221302,0.03804310385415989,0.016065849781152986,-0.04161611179245561,0.0446095537963869,0.014269683772052157,0.01865890911223431,0.023489971566883372,2.1202866880142253,0.006172674522680639,-0.013632516696610619,0.014964872944543095,0.014940781598716308,0.0008488035495791196,0.059556384318854176,0.030480589043995646,0.0,0.021119582229503525,0.00615470928496043,0.036066412751970804,0.02907579527485853,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.15,0.24,0.29936967615473214,0.03092292726218328,-0.02231586728405787,0.03813430690470147,0.015347305612304242,-0.039890400987798925,0.04274089236930898,0.015575621649879039,0.017574533703741055,0.023483275424951072,2.0491406850022313,0.005943080307769666,-0.013136713164598012,0.01441851019743449,0.014394622841358961,0.0008296201350914993,0.05714153802582685,0.03047190012938457,0.0,0.01925761694435791,0.00483910674692342,0.03365826260087578,0.026669637896442284,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.16,0.24,0.29936967615473214,0.03154538221296996,-0.021703611717663735,0.03829044137318702,0.014745773029423571,-0.03810275965906653,0.04085655535984236,0.016799609183546386,0.016399147941402795,0.023476774095346056,1.9748829309029428,0.005748097051321185,-0.012622297433042258,0.013869499349276905,0.013846113430853985,0.0008050807782560487,0.05470859281579212,0.030463464003254028,0.0,0.017379781264496304,0.003510281915219399,0.031231818720446065,0.024245128812538094,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.17,0.24,0.29936967615473214,0.03220203045783268,-0.021121551983894288,0.03851091694332313,0.01426669575376197,-0.03626046692863304,0.038966140039948784,0.01793533470407071,0.015138914944738749,0.023470470311672015,1.896997883587494,0.005589346451115675,-0.012091433643644798,0.013320794319756787,0.013298277286493595,0.0007741979855264642,0.052270151147603576,0.030455284212728154,0.0,0.015495669728276769,0.0021748754085199815,0.02879968083593156,0.021814866934875422,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.74,14.18,0.24,0.29936967615473214,0.03289197580551847,-0.02057078366832181,0.03879483487681972,0.01391502769855926,-0.034371216676356973,0.0370811074762439,0.018976948106959206,0.013800433008035164,0.023464366828522973,1.8148822823505943,0.005468304448163979,-0.011546409372068016,0.012775833551091296,0.01275462839195473,0.000735783601565284,0.04984116719172207,0.030447364332168,0.0,0.013616740647720928,0.0008409070966296315,0.026376800363199095,0.01939380285955407,0.40066091047753005,-0.59933908952247,0.59933908952247,0.2976003821077551,0.2976003821077551,0.2988205007061535,0.2988205007061535,0.2975999999856832,0.3093976939407348,
t1413,core,0.75,14.08,0.25,0.29730177875068026,0.028374328004841673,-0.027681009054799734,0.03964014066597452,0.023622172375565208,-0.04905175177883417,0.05444337774526189,0.004752155629276465,0.021370742724034435,0.021892730019386224,2.4739849034075716,0.008929818051142608,-0.016517093536893367,0.01877647542359846,0.018755891273753152,0.000878960670421214,0.0732045460116944,0.028734210061463615,0.0,0.03255064772587567,0.013774172302277208,0.05131181599230818,0.04447033595023079,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.09,0.25,0.29730177875068026,0.028713721315410022,-0.026929110662069503,0.039365654990473835,0.0224323260694262,-0.047893796088622646,0.05288690723292132,0.006281395245983822,0.020964685426553144,0.021885473750197823,2.4124561799252735,0.008542874385445544,-0.01617490786027148,0.01829230294560457,0.018271332795861604,0.0008756397185177905,0.07116362742940055,0.028724686207299007,0.0,0.031001433482723495,0.012709130537118925,0.04927815367920273,0.04243894122210154,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.1,0.25,0.29730177875068026,0.02909154831239834,-0.026198516821767822,0.039149463174774926,0.021314684998027997,-0.04664806754121655,0.05128701591918817,0.007776863314370344,0.02044955071944873,0.021878384941254353,2.3495897208499184,0.008178262838368457,-0.01580511613967835,0.01779566461928746,0.017774386071667144,0.0008699879409994555,0.06906688152769024,0.028715382144710474,0.0,0.029408630977933815,0.011612966358646355,0.04718849658643588,0.04035149938297976,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.11,0.25,0.29730177875068026,0.029507135226482014,-0.02549042927425598,0.0389927302693687,0.02027632990521784,-0.04531852165240406,0.04964773871169408,0.009230805321264173,0.01982809237814808,0.021871465754161358,2.2851848179202516,0.007838197824871367,-0.01540895221079632,0.017287948211873582,0.017266462513898337,0.0008616412435384774,0.06691974858957288,0.02870630071080533,0.0,0.027776272957532724,0.010488324745659142,0.04504828283541152,0.03821344787876755,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.12,0.25,0.29730177875068026,0.02995977825669147,-0.02480603161500778,0.03889636895231852,0.019324090179688246,-0.04390964515171496,0.04797371570581383,0.010635688077003224,0.019103613536707177,0.02186471840731479,2.2190115562672585,0.007524815220040121,-0.014987815918705127,0.016770732545382097,0.016749169303759723,0.0008501751247426918,0.06472846855677347,0.028697444817228166,0.0,0.02610899729849904,0.009338264753116943,0.04286375014945868,0.03603102373954531,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.13,0.25,0.29730177875068026,0.0304487440415251,-0.02414648895187067,0.038861020861643905,0.018464505557465004,-0.04242643802778956,0.04627029942854838,0.011984238484060095,0.01827994907591889,0.021858145169730548,2.1508058282274303,0.007240160391471357,-0.014543267506626153,0.016245816454198873,0.016224338909584027,0.0008350923364973256,0.06250021760141676,0.028688817442062656,0.0,0.02441215425881783,0.008166337804618957,0.040642072431686216,0.033811400159354105,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.14,0.25,0.29730177875068026,0.03097327008331773,-0.023512947572891837,0.038887043642062906,0.0177037891714365,-0.04087439286099868,0.04454368802402796,0.013269480911881227,0.01736144528810684,0.021851748354827522,2.0802637080710213,0.006986176652627684,-0.014077021156947181,0.015715253382458032,0.015694064022653116,0.000815808389098685,0.06024327609754597,0.028680421621670442,0.0,0.022691939669200436,0.006976686286742403,0.03839152774271845,0.03156285447587553,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.15,0.25,0.29730177875068026,0.03153256512623873,-0.02290653461679626,0.03897450437902927,0.017047792138432206,-0.03925947154563826,0.04280109020618483,0.014484772987806527,0.016352936928842002,0.021845530314162077,2.0070352982256816,0.006764694196696365,-0.013590937716505162,0.015181392412711688,0.015160738429304023,0.000791634932885206,0.05796723440562556,0.028672260442469604,0.0,0.020955559892022756,0.0057741674793110685,0.03612170409146348,0.029294973963155956,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.16,0.25,0.29730177875068026,0.032125809489382144,-0.022328357738337287,0.03912317976135429,0.016501969866649164,-0.037588079517324346,0.0410509285069229,0.01562383962273298,0.01525972177898706,0.021839493431143796,1.930718340804363,0.006577419568075316,-0.013087016642260035,0.014646926393250263,0.014627104027750377,0.0007617614657226407,0.05568324332743914,0.028664337032685387,0.0,0.019211435075779104,0.004564508682528841,0.03384374989629534,0.02701890629475375,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.17,0.25,0.29730177875068026,0.03275215535731774,-0.02177950476105547,0.03933256294963138,0.01607135025749513,-0.035867037613961976,0.03930308749068515,0.016680805099822612,0.014087532852906506,0.0218336401147401,1.8508522060345611,0.006425925725882922,-0.012567387207476511,0.014114947490416257,0.014096303576160589,0.0007252366137547204,0.05340431569129835,0.028656654554086936,0.0,0.017469447375945052,0.0033544998855287948,0.03157067557655825,0.024747661137211416,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1413,core,0.75,14.18,0.25,0.29730177875068026,0.03341072703145382,-0.0212610433103732,0.039601876766333734,0.015760503966376765,-0.03410355171071141,0.037569212455937175,0.017650223065077054,0.01284250840033821,0.021827972793178378,1.7669133964619732,0.006311642750906101,-0.012034299012298898,0.013589009784840239,0.013571937657094232,0.0006809516608623865,0.051145683396040795,0.02864921619372334,0.0,0.015741239662758796,0.0021522298779185576,0.029317710602862417,0.022496467202317454,0.38672954016950684,-0.6132704598304932,0.6132704598304932,0.3125004043293506,0.3125004043293506,0.31383847940624604,0.31383847940624604,0.312499999991034,0.3249846532274835,
t1429,core,0.737,14.239999999999998,0.237,0.29999284559330386,0.03757934084724456,-0.017715448516556074,0.04154568539157986,0.01408735686870474,-0.022355150780877443,0.026423595326563874,0.02349198397853982,0.004639702264321369,0.023945775167021018,1.2034859430847178,0.005338242475262985,-0.007951524328702424,0.009577242394063566,0.009573233656525282,0.0002770726118186259,0.03599789530055872,0.030965936066830343,0.0,0.0024778201595428567,-0.0070994222345207095,0.012052120133537701,0.005031959233728376,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.249999999999998,0.237,0.29999284559330386,0.038486626213229354,-0.017404847249219438,0.04223918920913959,0.014725604890782552,-0.02033531421673407,0.025107139297274504,0.023761021322446802,0.0029304669675146305,0.023941047824468046,1.0667635643012447,0.005507806468353706,-0.00737501190615625,0.009204712527221335,0.009203715468962249,0.00013547795086428678,0.03431112223558072,0.030959822813190725,0.0,0.0011660914728064582,-0.008038621054414876,0.010370074411112675,0.0033512994223899965,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.259999999999998,0.237,0.29999284559330386,0.03941931086680226,-0.01713385543882667,0.04298198542892365,0.015513194635528263,-0.01834047901506624,0.024021498252645858,0.023906116231273998,0.0012066235762395704,0.02393654807439701,0.9191502839575542,0.00572096083511544,-0.006805629212682451,0.008890780722604822,0.008890739305712572,-2.713770990772635e-05,0.03291224874652472,0.030954003875097585,0.0,8.495017824884654e-05,-0.008805830544355976,0.00897570067212771,0.0019582448714271367,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.269999999999998,0.237,0.29999284559330386,0.04037624218184051,-0.01690337147120337,0.043771736312603914,0.016449676068432558,-0.016380499247745407,0.023214491128640977,0.02392656611340795,-0.0005228722234579611,0.02393227864916639,0.76144132547165,0.005977575378616849,-0.0062462630721462475,0.00864564686842484,0.008643139541398295,-0.00020820336553835708,0.03185831101219976,0.030948482785952438,0.0,-0.000717787520525412,-0.009363434388950253,0.007926032363033374,0.0009098282262473244,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.279999999999998,0.237,0.29999284559330386,0.041356240150351,-0.016714267480610674,0.04460611322214595,0.017533927166718127,-0.014465227580380149,0.022730627154567615,0.02382231298363287,-0.002249039900230525,0.02392824223303902,0.5956611780607852,0.006277322910868347,-0.005699799895634218,0.008478944614607674,0.008469411075418903,-0.000401967427979078,0.031202627507403543,0.030943263016960446,0.0,-0.0011976150784714056,-0.00967655969307908,0.007274385274364522,0.00025936449044309737,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.29,0.237,0.29999284559330386,0.04235809754072291,-0.016567388451815268,0.04548281859540741,0.018764154208911994,-0.01260446818574258,0.02260455930606095,0.023593943331810915,-0.003962920266072688,0.023924441455966207,0.4250904887911165,0.006619679338312463,-0.005169111876998183,0.008398801827582587,0.008377362617683792,-0.000599723028437923,0.0309877258571818,0.03093834796909331,0.0,-0.0013198821499052563,-0.009718683977487843,0.0070632844012155915,4.937788808848792e-05,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.299999999999999,0.237,0.29999284559330386,0.04338058010245049,-0.016463551268101798,0.04639960398950124,0.02013789540172141,-0.01080792975878914,0.02285489393722036,0.02324268470072908,-0.005655621509312658,0.023920878887576554,0.2538813544376094,0.00700392472571922,-0.004657043218205613,0.008410886582268002,0.008373580732414069,-0.0007913019761884919,0.031238498507603067,0.03093374096531469,0.0,-0.001065984950356192,-0.009476871532624194,0.007317619620026514,0.00030475754228837665,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.309999999999999,0.237,0.29999284559330386,0.04442242682529867,-0.01640354370977498,0.047354284402654774,0.021652027829515984,-0.00908517887045291,0.023480859955254164,0.022770398995782686,-0.007318364839322071,0.02391755703136436,0.08631671445615674,0.007429145334175989,-0.004166396454030327,0.00851769099043076,0.00846257415332524,-0.0009674184761192641,0.031958080060558884,0.030929445243066393,0.0,-0.0004366970761101978,-0.008954388066540957,0.008040523029194523,0.0010286348174924909,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.319999999999999,0.237,0.29999284559330386,0.045482350260314226,-0.01638812340875092,0.0483447491881213,0.023302777694881604,-0.00744559389582909,0.024463366832034362,0.022179572565432622,-0.00894252951292183,0.023914478319101366,-0.07398811695323904,0.007894236623927487,-0.0036999189451606255,0.00871827804530898,0.008645814637188946,-0.0011217224855934503,0.033128177717717075,0.030925463947039544,0.0,0.0005488885129329955,-0.008169389532375984,0.009213699398615709,0.0022027137706775307,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
t1429,core,0.737,14.329999999999998,0.237,0.29999284559330386,0.046559036909386065,-0.01641801676560909,0.049368969935024924,0.025085733802041127,-0.005898319749511498,0.02576983151389132,0.021473303107344938,-0.010519697016097593,0.023911645105479513,-0.22460042819345932,0.008397907207931906,-0.0032602896079626195,0.009008570019754728,0.008921202886882204,-0.0012515881318981605,0.034713604547029694,0.030921800122249425,0.0,0.0018581864084118056,-0.007150383611342922,0.010801959441550182,0.0037918044247802693,0.40495050328815474,-0.5950494967118453,0.5950494967118453,0.29316937555089895,0.29316937555089895,0.29435567737620094,0.29435567737620094,0.2931689999858919,0.3047640096216403,
