label,source_box_id,sigma_min,sigma_max,t_min,t_max,mainNormLowerConst,numeratorUpperConst,parallelUpperConst,restUpperCombinedConst,restUpperSeparateConst,budgetCombinedConst,budgetSeparateConst,certified_combined,certified_separate,status,main_lower_method,main_center_abs,main_radius,main_lower_rect,main_lower_improved,main_lower_gain,interval_dps,inflate,point_budget_combined_from_scout,point_budget_separate_from_scout,budget_loss_to_interval_combined,budget_loss_to_interval_separate,notes
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.84_t0,0.84,0.84,32.82,32.824,0.055948109141748074,4.932331076515e-05,0.0008815903079081058,0.009564747009115212,0.009569664294255513,0.04550177182472476,0.04549685453958446,True,True,certified_combined_and_separate,rect,0.06587724226405628,0.01397166766806858,0.055948109141748074,0.055948109141748074,0.0,50,1e-12,0.06275575209766036,0.0627403274431481,0.017253980272935607,0.017243472903563643,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.85_t2,0.85,0.85,32.83,32.834,0.05573328134741497,5e-324,9e-323,0.00874258984850405,0.008759612558412016,0.046990691498910914,0.04697366878900295,True,True,certified_combined_and_separate,rect,0.0650745872581802,0.012962654802201334,0.05573328134741497,0.05573328134741497,0.0,50,1e-12,0.06224907315469933,0.0622422777035337,0.015258381655788418,0.015268608914530753,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.85_t3,0.85,0.85,32.835,32.839,0.055100999351390165,5e-324,9e-323,0.008706393945091671,0.008732791899081138,0.04639460540629849,0.046368207452309025,True,True,certified_combined_and_separate,rect,0.06445909807901772,0.012952579980221953,0.055100999351390165,0.055100999351390165,0.0,50,1e-12,0.06163276331498724,0.06162863513247932,0.015238157908688744,0.015260427680170295,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.85_t4,0.85,0.85,32.84,32.844,0.05448778898338487,5e-324,9e-323,0.008664430069756033,0.008702202228564994,0.045823358913628834,0.045785586754819876,True,True,certified_combined_and_separate,rect,0.063866283435899,0.012941911127201347,0.05448778898338487,0.05448778898338487,0.0,50,1e-12,0.06103985652551883,0.061037692070992265,0.01521649761189,0.015252105316172389,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.85_t5,0.85,0.85,32.845,32.849000000000004,0.053895668152116,5e-324,9.4e-323,0.008616670567343726,0.008667865826937774,0.045278997584772274,0.04522780232517823,True,True,certified_combined_and_separate,rect,0.06329804058481787,0.012930660556742303,0.053895668152116,0.053895668152116,0.0,50,1e-12,0.06047224950086954,0.06047134322641351,0.015193251916097265,0.01524354090123528,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.85_t6,0.85,0.85,32.85,32.854,0.05332500045738848,5e-324,9.4e-323,0.00856279915656987,0.008629525856410388,0.04476220130081861,0.04469547460097809,True,True,certified_combined_and_separate,rect,0.0627562614901277,0.012918169100801024,0.05332500045738848,0.05332500045738848,0.0,50,1e-12,0.059931780425910734,0.05993147895972909,0.015169579125092127,0.015236004358750999,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.85_t7,0.85,0.85,32.855,32.859,0.052778361356727595,5e-324,9.4e-323,0.008503062359825297,0.008587214977348543,0.0442752989969023,0.04419114637937905,True,True,certified_combined_and_separate,rect,0.06224282424293555,0.012904340473129718,0.052778361356727595,0.052778361356727595,0.0,50,1e-12,0.05941997448658308,0.05941997446667359,0.015144675489680778,0.01522882808729454,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.85_t8,0.85,0.85,32.86,32.86,0.062118558673478694,5e-324,8e-323,0.0027966931037023803,0.0027970529061772348,0.05932186556977631,0.05932150576730146,True,True,certified_combined_and_separate,rect,0.0621185603166597,2.110215582960078e-09,0.062118558673478694,0.062118558673478694,0.0,50,1e-12,0.05932186802183184,0.05932150823201969,2.452055530843822e-09,2.4647182281234414e-09,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t0,0.86,0.86,32.82,32.824,0.058036827312603616,5e-324,8.4e-323,0.00809563960177108,0.008099437955328729,0.04994118771083254,0.04993738935727489,True,True,certified_combined_and_separate,rect,0.066816758944208,0.012061160268183357,0.058036827312603616,0.058036827312603616,0.0,50,1e-12,0.0642637084716586,0.06425057415257762,0.014322520760826067,0.014313184795302733,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t1,0.86,0.86,32.825,32.829,0.05743412080612687,5e-324,8.4e-323,0.008074042444841159,0.008082575591103132,0.04936007836128571,0.04935154521502374,True,True,certified_combined_and_separate,rect,0.06622619975851307,0.012054465870950373,0.05743412080612687,0.05743412080612687,0.0,50,1e-12,0.06367101830278334,0.06366168900504007,0.014310939941497625,0.014310143790016334,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t2,0.86,0.86,32.83,32.834,0.05684665755236646,5e-324,9e-323,0.008046835843657056,0.008061943483673539,0.048799821708709404,0.04878471406869292,True,True,certified_combined_and_separate,rect,0.06565367017600426,0.012046568779807745,0.05684665755236646,0.05684665755236646,0.0,50,1e-12,0.06309703883035193,0.06309085086719476,0.01429721712164253,0.014306136798501845,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t3,0.86,0.86,32.835,32.839,0.056274495617604364,5e-324,9e-323,0.008013902775934998,0.008037377042638546,0.048260592841669364,0.04823711857496582,True,True,certified_combined_and_separate,rect,0.06510081321069441,0.012037166246464101,0.056274495617604364,0.056274495617604364,0.0,50,1e-12,0.06254341615435569,0.0625397029597405,0.014282823312686321,0.014302584384774678,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t4,0.86,0.86,32.84,32.844,0.05572009248487939,5e-324,9e-323,0.007975747025996766,0.008009378121316888,0.04774434545888263,0.0477107143635625,True,True,certified_combined_and_separate,rect,0.06456927684508149,0.012027170361009466,0.05572009248487939,0.05572009248487939,0.0,50,1e-12,0.062011800837226114,0.06200989348233114,0.014267455378343487,0.014299179118768636,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t5,0.86,0.86,32.845,32.849000000000004,0.0551852935119466,5e-324,9e-323,0.007932346975734833,0.007977969552762204,0.047252946536211766,0.047207323959184394,True,True,certified_combined_and_separate,rect,0.06406070920876117,0.012016617212242597,0.0551852935119466,0.0551852935119466,0.0,50,1e-12,0.06150384019486558,0.06150306790638175,0.014250893658653813,0.014295743947197355,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t6,0.86,0.86,32.85,32.854,0.054670391620137974,5e-324,9e-323,0.007883410558281826,0.007942911819873428,0.04678698106185615,0.046727479800264544,True,True,certified_combined_and_separate,rect,0.0635767463805854,0.012004891799921417,0.054670391620137974,0.054670391620137974,0.0,50,1e-12,0.061021104716067205,0.061020860544041426,0.014234123654211055,0.014293380743776882,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t7,0.86,0.86,32.855,32.859,0.05417776190253946,5e-324,9e-323,0.007829163633624405,0.007904236398520172,0.046348598268915055,0.04627352550401929,True,True,certified_combined_and_separate,rect,0.06311900530863568,0.01199190683456398,0.05417776190253946,0.05417776190253946,0.0,50,1e-12,0.06056488849769243,0.06056488542586376,0.014216290228777378,0.014291359921844472,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
interval_positive_box_sigmas084_086_t32p82_32p86_w005_fast_sub8,s0.86_t8,0.86,0.86,32.86,32.86,0.06300836053173399,5e-324,8e-323,0.002530742514426426,0.002531146873605271,0.06047761801730756,0.06047721365812872,True,True,certified_combined_and_separate,rect,0.06300836208137323,1.9674798789524306e-09,0.06300836053173399,0.06300836053173399,0.0,50,1e-12,0.060477620320594117,0.060477215973945314,2.3032865545391523e-09,2.315816594045117e-09,mode=fast; subdiv_sigma=1; subdiv_t=8; main_lower_method=rect
