sigma,t,r,main_base,main_seeded_oriented,seed_prefix_norm_tax,defect,tail_without_tilt,tilt_tail_upper,tail_upper,surplus_no_tilt,surplus_tilt_norm_only,surplus_tilt_oriented,oriented_gain_vs_no_tilt,norm_tax_total,coverage_no_tilt,coverage_norm_only,coverage_oriented,seed_abs,horizontal_delta_abs,vertical_rectangular_residual_abs,target_rect_abs,central_ref_abs
0.84,32.83,0.279321784518055,0.0644984613247703,0.06497007872283014,0.009187099916700156,0.01634038264229412,0.0007590798512042646,9.386777827845483e-05,0.0008529476294827194,0.04739899883127192,0.03811803113629331,0.0477767484510533,0.0003777496197813826,0.00928096769497861,0.2651142700505233,0.40900867472858193,0.26463459195002015,0.011113189026402234,0.07593040766249866,0.004375998528507083,0.0684575730191189,0.06845757302195096
0.84,32.831,0.279321784518055,0.06450438930746638,0.06482793127526991,0.009028533552607883,0.016339935624608285,0.0007590771134423675,9.22391732768172e-05,0.0008513162867191847,0.04740537656941573,0.03828460384353103,0.04763667936394244,0.00023130279452671099,0.0091207727258847,0.26508293345041317,0.406480640239166,0.26518279348342344,0.010920375309443332,0.07592833046297029,0.004319468116980497,0.06841812266064819,0.068418122663367
0.84,32.832,0.27932178451805495,0.06451032013604081,0.06468661069724202,0.008870930420707432,0.01633948851366746,0.000759074375109339,9.062070345681912e-05,0.0008496950785661581,0.04741175724726402,0.03845020612309977,0.04749742710500841,8.566985774438596e-05,0.00896155112416425,0.2650515894622591,0.403968139640059,0.26573016281043915,0.010728761516371452,0.07592625283010511,0.004266176382365541,0.06837912025430408,0.06837912025690923
0.84,32.833,0.279321784518055,0.06451625381042463,0.0645461341216771,0.008714371310628032,0.01633904130948883,0.0007590716362052901,8.901319146556822e-05,0.0008480848276708583,0.04741814086473051,0.03861475636263691,0.047359007984517414,-5.913288021309332e-05,0.0088033845020936,0.26502023809279796,0.401472433968299,0.2662766154942745,0.010538445041979292,0.07592417476398297,0.004216252910234345,0.06834056742490709,0.06834056742739822
0.84,32.834,0.279321784518055,0.06452219033057029,0.06440651873168132,0.008558942309199173,0.016338594012090455,0.0007590688967302002,8.741751374811781e-05,0.000846486410478318,0.047424527421749636,0.03877816759880234,0.04722143830911255,-0.00020308911263708374,0.008646359822947291,0.26498887934868925,0.39899486672526296,0.26682206647687506,0.010349529650303141,0.0759220962646878,0.00416982552481976,0.06830246579088411,0.06830246579326087
0.84,32.835,0.279321784518055,0.06452812969645184,0.06426778175773458,0.008404735179041476,0.016338146621489223,0.0007590661566843446,8.583460438876467e-05,0.0008449007610731093,0.04743091691827828,0.03894034713484804,0.04708473437517225,-0.0003461825431060328,0.00849056978343024,0.26495751323648975,0.3965368697647343,0.2673664301552522,0.010162125929401498,0.07592001733229803,0.004127019119696298,0.06826481696414383,0.06826481696640581
0.84,32.836,0.279321784518055,0.06453407190806504,0.06412994047478841,0.00825184775879249,0.016337699137703134,0.0007590634160678329,8.426545917111665e-05,0.0008433288752389495,0.04743730935429407,0.039101196136330466,0.04694891246184633,-0.0004883968924477428,0.008336113217963606,0.26492613976268137,0.3940999695163531,0.26790962046341693,0.009976351772034445,0.07591793796689737,0.00408795440458438,0.06822762254994623,0.06822762255209296
0.84,32.837,0.279321784518055,0.06454001696542726,0.06399301219928122,0.00810038438435349,0.01633725156074897,0.0007590606748805592,8.271113985051999e-05,0.0008417718147310792,0.047443704729797725,0.03926060920559372,0.04681398882380117,-0.0006297159059965585,0.00818309552420401,0.2648947589336344,0.3916857935345011,0.2684515509597,0.009792332881484601,0.07591585816856376,0.004052746588512038,0.06819088414677377,0.06819088414880514
0.84,32.838,0.27932178451805506,0.06454596486857746,0.06385701428607042,0.007950456329875965,0.01633680389064294,0.0007590579331228074,8.117277862562181e-05,0.0008402307117484292,0.04745010304481171,0.03941847393631012,0.046679979683679054,-0.0007701233611326561,0.008031629108501586,0.26486337075562766,0.3892960773524668,0.26899213491944163,0.009610203300954133,0.0759137779373725,0.004021504024967121,0.06815460334620137,0.06815460334811697
0.84,32.839,0.279321784518055,0.06455191561757628,0.063721964125263,0.007802182266356958,0.016336356127401884,0.0007590551907947095,7.965158278718197e-05,0.0008387067735818914,0.04745650429937969,0.03957467045023555,0.04654690122427922,-0.0009096030751004694,0.00788183384914414,0.2648319752348578,0.38693267160827516,0.26953128543278226,0.009430105963946661,0.07591169727340193,0.00399432684970797,0.06811878173276863,0.0681187817345683
0.84,32.84,0.279321784518055,0.06455786921250614,0.0635878791389674,0.007655688734852359,0.016335908271044097,0.0007590524478964421,7.814883951348658e-05,0.0008372012874099287,0.047462908493565596,0.03972907091919975,0.04641476958051336,-0.001048138913052235,0.007733837574365846,0.2648005723774555,0.38459754939521074,0.2700689155070458,0.009252193262005525,0.07590961617673694,0.003971305646056314,0.06808342088384849,0.06808342088553195
0.84,32.841,0.27932178451805495,0.06456382565347098,0.06345477677795831,0.0075111106298992435,0.016335460321584425,0.0007590497044277153,7.666592076725931e-05,0.0008357156251949746,0.04746931562745884,0.03988153907679234,0.04628360083117892,-0.0011857147962799214,0.007587776550666503,0.26476916218940216,0.3822928137677931,0.27060493817297593,0.009076627624468744,0.07590753464744666,0.003952520175475124,0.06804852236952083,0.06804852237108758
0.84,32.842,0.279321784518055,0.06456978494059651,0.06332267451823417,0.00736859168741156,0.016335012279040256,0.0007590469603890574,7.520428823546481e-05,0.0008342512486245223,0.04747572570116719,0.040031929725520166,0.04615341099056939,-0.0013223147105978009,0.0074437959756470246,0.26473774467664185,0.3800207053136524,0.27113926659431886,0.008903582103301867,0.07590545268561176,0.003938038212476621,0.06801408775243732,0.06801408775388727
0.84,32.843,0.279321784518055,0.06457574707403017,0.06319158985750459,0.007228284969377213,0.01633456414342802,0.0007590442157804025,7.376549823367584e-05,0.0008328097140140783,0.04748213871482176,0.040180088247210866,0.04602421600006249,-0.001457922714759266,0.007302050467610888,0.26470631984500564,0.37778360967085556,0.27167181417897673,0.008733240953735654,0.07590337029130859,0.003927914522283102,0.06798011858770045,0.06798011858903352
0.84,32.844,0.279321784518055,0.06458171205394099,0.06306154031157019,0.007090353335617715,0.016334115914760507,0.000759041470601823,7.235120647564894e-05,0.000831392677077472,0.04748855466857866,0.0403258501264853,0.04589603171973221,-0.0015925229488464518,0.007162704542093364,0.2646748877001821,0.3755840648386081,0.27220249469054825,0.008565800198945326,0.07590128746459669,0.003922190016799774,0.06794661642272377,0.06794661642393965
0.84,32.845,0.279321784518055,0.06458767988051983,0.06293254341062003,0.006954969890310013,0.016333667593057637,0.0007590387248533596,7.096317258268423e-05,0.0008300018974360438,0.04749497356260883,0.040469040499716134,0.045768873920126345,-0.0017260996424824857,0.007025933062892698,0.26464344824788005,0.37342476808921676,0.2727312223582762,0.008401468163922501,0.07589920420556859,0.003920891119580314,0.06791358279711478,0.06791358279821312
0.84,32.846000000000004,0.279321784518055,0.06459365055397936,0.06280461669543222,0.0068223183881314245,0.016333219178332355,0.0007590359785352864,6.960326417848238e-05,0.0008286392427137687,0.04750139539711172,0.04060947374480181,0.04564275827438609,-0.0018586371227256315,0.006891921652309907,0.26461200149361513,0.37130858224423385,0.2732579119823576,0.008240465960273275,0.07589712051428434,0.003924029363461951,0.06788101924253158,0.06788101924351223
0.84,32.847,0.279321784518055,0.06459962407455382,0.06267777771349291,0.006692593581563057,0.016332770670601602,0.0007590332316475371,6.827346038139823e-05,0.0008273066920289353,0.047507820172304684,0.040746953130360225,0.045517700350862375,-0.0019901198214423085,0.006760867041944456,0.26458054744287135,0.3692385410271963,0.2737824790322203,0.008083027899672924,0.07589503639082275,0.003931601236180484,0.06784892728256801,0.06784892728343082
0.84,32.848,0.279321784518055,0.06460560044249927,0.06255204401500483,0.006566001487378003,0.01633232206988083,0.0007590304841903515,6.697585447033601e-05,0.0008260063386606875,0.04751424788842809,0.04088127054657975,0.04539371560646331,-0.0021205322819647793,0.006632977341848339,0.26454908610102534,0.36721785314935373,0.2743048397335444,0.007929401809486435,0.07589295183525566,0.00394358827962114,0.06781730843261129,0.06781730843335637
0.84,32.849000000000004,0.279321784518055,0.06461157965809368,0.06242743314882505,0.006442759546418891,0.016331873376184376,0.0007590277361636747,6.571265546070032e-05,0.0008247403916243751,0.04752067854574563,0.04101220634386604,0.04527081938101629,-0.002249859164729341,0.0065084722018795916,0.26451761747334296,0.36524990472464675,0.2748249111397536,0.0077798492193484016,0.07589086684764959,0.003959957438565052,0.06778616419972316,0.06778616420035034
0.84,32.85,0.279321784518055,0.06461756172163656,0.06230396265830179,0.006323096646865517,0.016331424589526973,0.0007590249875676905,6.448618828719723e-05,0.0008235111758548877,0.047527112144541896,0.04113952930938918,0.045149026892919934,-0.0023780852516219614,0.0063875828351527145,0.26448614156501193,0.36333825954912174,0.27534261118295056,0.007634645382805213,0.07588878142807305,0.00398066164508625,0.06775549608250427,0.0677554960830133
0.84,32.851,0.279321784518055,0.0646235466334493,0.06218165007701731,0.006207252977251626,0.016330975709923992,0.0007590222384023924,6.329889225031213e-05,0.0008223211306527045,0.04753354868512291,0.04126299681562097,0.04502835323644061,-0.0025051954486823014,0.006270551869501938,0.2644546583811382,0.361486656718665,0.2758578586983598,0.00749407909339053,0.07588669557659752,0.0040056406161732205,0.0677253055709723,0.06772530557136278
0.84,32.852,0.279321784518055,0.0646295343938752,0.062060512924448766,0.006095479672104545,0.01633052673739032,0.0007590194886680371,6.21533173490272e-05,0.0008211728060170643,0.04753998816781684,0.04138235517836327,0.04490881338104138,-0.0026311747867754642,0.006157632989453572,0.264423167926735,0.3596990050065255,0.27637057341578086,0.007358452250448584,0.07588460929329209,0.004034821834937172,0.06769559414642469,0.06769559414669712
0.84,32.853,0.279321784518055,0.06463552500327929,0.061940568701534346,0.00598803821024653,0.01633007767193987,0.0007590167383645195,6.105211809372058e-05,0.0008200688564582401,0.047546430592974906,0.041497340264634655,0.04479042217313624,-0.002756008419838668,0.00604909032834025,0.2643916702067071,0.357979373378196,0.2768806759110896,0.007228079126631242,0.07588252257822141,0.004068121680626216,0.06766636328131913,0.06766636328147292
0.84,32.854,0.279321784518055,0.06464151846204834,0.061821834886157355,0.0058851995244691546,0.016329628513587817,0.0007590139874920431,5.999804437995842e-05,0.0008190120318720015,0.04755287596096848,0.04160767839211937,0.04467319434069754,-0.0028796816202709408,0.005945197568849113,0.2643601652258953,0.35633197700101,0.27738808751047933,0.007103285287428494,0.07588043543145612,0.004105446669501736,0.06763761443914423,0.06763761443917952
0.84,32.855,0.279321784518055,0.06464751477059102,0.06170432892852754,0.005787242781695587,0.016329179262347185,0.000759011236050707,5.899392900831952e-05,0.0008180051650590265,0.047559324272193136,0.041713087561489226,0.04455714450112133,-0.0030021797710718043,0.005846236710703907,0.2643286529890168,0.3547611581123759,0.27789273014001803,0.0069844061136161905,0.07587834785305655,0.004146694767678279,0.0676093490742844,0.06760934907420109
0.84,32.856,0.27932178451805506,0.06465351392933792,0.06158806824649229,0.005694453795743288,0.016328729918232948,0.0007590084840404932,5.804267146625856e-05,0.0008170511555067517,0.04756577552706448,0.041813279059854935,0.04444228717275259,-0.003123488354311893,0.005752496467209546,0.26429713350072864,0.35327136115827945,0.2783945261136881,0.006871784881159245,0.07587625984309243,0.004191756738091599,0.06758156863190067,0.06758156863169901
0.84,32.857,0.279321784518055,0.06465951593874121,0.06147307022075806,0.005607123041068038,0.01632828048125926,0.0007590057314616663,5.714721765218931e-05,0.0008161529491138555,0.047572229726020286,0.04190795946730006,0.04432863679038494,-0.0032435929356353435,0.005664270258720227,0.2642656067655922,0.3518671017116198,0.27889339785381057,0.0067657703607064065,0.07587417140162947,0.004240517486401967,0.06755427454780379,0.06755427454748356
0.84,32.858,0.279321784518055,0.06466552079927525,0.0613593521900226,0.005525543245997344,0.016327830951438003,0.0007590029783141496,5.6310535325417744e-05,0.0008153135136395673,0.0475786868695231,0.04199683308820034,0.044216207724945035,-0.0033624791445780663,0.005581853781322762,0.2642340727880391,0.35055292883884076,0.2793892675396457,0.006666713911059972,0.07587208252872289,0.004292857374697185,0.0675274682483237,0.0675274682478851
0.84,32.859,0.279321784518055,0.0646715285114361,0.06124693144601708,0.005450006558554338,0.01632738132878512,0.0007590002245980226,5.5535585214422484e-05,0.0008145358098124451,0.04758514695805295,0.04207960481428419,0.04410501430741952,-0.003480132650633433,0.00550554214376876,0.2642025315724786,0.3493333808115714,0.2798820566824056,0.006574966058628926,0.07586999322444679,0.0043486534766899836,0.06750115115018197,0.06750115114962467
0.84,32.86,0.279321784518055,0.06467753907574161,0.061135825228501944,0.005380801296988016,0.016326931613312293,0.000758997470313493,5.482528790977968e-05,0.0008138227582232726,0.04759160999211583,0.04215598340721803,0.04399507085696638,-0.00359653913514945,0.005435626584897796,0.26417098312316817,0.34821293435653716,0.28037168562737297,0.006490872577817831,0.07586790348885541,0.004407780753507777,0.06747532466037648,0.06747532465970087
0.85,32.82,0.2773923680169612,0.06362490231278677,0.06686783818448175,0.009701785050838784,0.014633730172576286,0.0007176290893388326,9.613665868340028e-05,0.0008137657480222328,0.04827354305087165,0.038475621341349464,0.05142034226388323,0.0031467992130115793,0.009797921709522183,0.24127910148209278,0.3952741781480586,0.2310153332306094,0.011733120632246668,0.0691222035465777,0.0060094158441789955,0.06915047705518834,0.06915047705867367
0.85,32.821,0.27739236801696127,0.06363069957083664,0.06673290214353353,0.009529847170859237,0.014633330663629417,0.0007176267098505849,9.44242930426818e-05,0.0008120510028932666,0.04827974219735664,0.03865547073345472,0.05128752047701085,0.003007778279654212,0.009624271463901919,0.2412508031031563,0.392502817128049,0.231450771214801,0.011524132792392252,0.06912031647209851,0.005943800171094403,0.06910954612957734,0.06910954613296526
0.85,32.822,0.27739236801696127,0.06363649968785139,0.06659860809590362,0.009357853495898941,0.014632931071497993,0.0007176243298670009,9.271168244699165e-05,0.0008103360123139926,0.048285944286486394,0.03883537910814046,0.05115534101209164,0.0028693967256052458,0.009450565178345933,0.24122249772791188,0.3897310615977456,0.23188573343114474,0.011315115056697158,0.06911842900469833,0.005880165419623672,0.06906902802849352,0.06906902803178375
0.85,32.823,0.27739236801696127,0.06364230266357014,0.06646497064846661,0.0091858274298827,0.014632531396197496,0.0007176219493879346,9.09990590445932e-05,0.0008086210084325278,0.04829214931798471,0.03901532282905741,0.05102381824383659,0.002731668925851881,0.009276826488927293,0.24119418536331652,0.3869592834297241,0.2323201568281481,0.011106095757991083,0.06911654114445029,0.005818581331193344,0.0690289242994062,0.06902892430259824
0.85,32.824,0.27739236801696127,0.0636481084977528,0.06633200445851081,0.009013793976975831,0.014632131637747904,0.0007176195684136299,8.928667075033189e-05,0.0008069062391639618,0.04829835729159127,0.03919527664386511,0.05089296658159895,0.0025946092900076753,0.009103080647726162,0.24116586601632445,0.3841878797505984,0.23275397755496202,0.010897105153356262,0.06911465289144872,0.005759118481740936,0.0689892364848397,0.0689892364879331
0.85,32.825,0.27739236801696127,0.0636539171901798,0.06619972423179943,0.008841779894905083,0.014631731796166605,0.0007176171869441972,8.757478275693078e-05,0.000805191969701128,0.048304568207069,0.03937521352940698,0.05076280046593169,0.002458232258862693,0.008929354677662014,0.24113753969376794,0.3814172753616239,0.23318713098887073,0.010688175608575464,0.0691127642457758,0.005701848068505466,0.0689499661222543,0.06894996612524856
0.85,32.826,0.27739236801696127,0.0636597287406522,0.06606814472056573,0.008669813865786512,0.014631331871469493,0.000717614804979618,8.586367921883245e-05,0.0008034784841984505,0.0483107820642031,0.039555104519197755,0.05063333436489779,0.00232255230069469,0.008755677545005345,0.2411092064023749,0.37864792543581144,0.23361955176657756,0.010479341803638593,0.06911087520750661,0.005646841670733906,0.06891111474393254,0.06891111474682714
0.85,32.827,0.27739236801696127,0.06366554314899193,0.06593728072145609,0.00849792668675027,0.014630931863676906,0.0007176124225203293,8.415366513115171e-05,0.0008017660876514811,0.0483169988627947,0.03973491851091328,0.050504582770127704,0.0021875839073330072,0.008582080351881422,0.24108086614887003,0.37588031852764564,0.23405117381958646,0.010270640962061876,0.06910898577673721,0.005594170984087681,0.06887268387687603,0.06887268387967083
0.85,32.828,0.27739236801696127,0.06367136041504146,0.06580714707340403,0.008326151482949042,0.014630531772804076,0.0007176100395662916,8.244506842922813e-05,0.0008000551079955197,0.048323218602671095,0.03991462205129283,0.05037656019260443,0.0020533415899333385,0.00840859655137827,0.24105251893981186,0.3731149799358841,0.23448193041384513,0.010062113107130406,0.06910709595353952,0.005543907528945505,0.06883467504268011,0.06883467504537484
0.85,32.829,0.27739236801696127,0.0636771805386639,0.06567775865546115,0.008154523945938947,0.01463013159886966,0.0007176076561173338,8.0738242338226e-05,0.0007983458984555598,0.04832944128367691,0.04009417909539974,0.05024928115813593,0.0019198398744590187,0.008235262188277174,0.24102416478173147,0.37035247546717137,0.23491175419461932,0.00985380134865807,0.06910520573800169,0.005496122333414496,0.06879708975743944,0.06879708976003361
0.85,32.83,0.27739236801696127,0.06368300351974321,0.06554913038454104,0.00798308260082914,0.014629731341890181,0.0007176052721737641,7.903356800624412e-05,0.0007966388401800082,0.04833566690567926,0.040273550736843876,0.05012276020247084,0.001787093296791581,0.008062116168835384,0.24099580368105464,0.3675934156535481,0.23534057723683105,0.009645752204348757,0.06910331513020175,0.005450885592323909,0.06875992953162112,0.0687599295341142
0.85,32.831,0.27739236801696127,0.06368882935818401,0.06542127721312001,0.007811869106082919,0.014629331001881421,0.0007176028877356331,7.733145745918782e-05,0.0007949343451948209,0.04834189546856696,0.04045269490502485,0.049997011866043765,0.0016551163974768066,0.007889200563542108,0.24096743564411227,0.3648384604854308,0.23576833110165815,0.009438015960427485,0.06910142413021424,0.005408266304236262,0.0687231958699592,0.06872319587235078
0.85,32.832,0.27739236801696127,0.06369465805391158,0.06529421412686748,0.007640928590492646,0.014628930578862534,0.0007176005028032545,7.563235692195865e-05,0.0007932328597252132,0.048348126972245796,0.040631566024831194,0.04987205068827973,0.001523923716033937,0.007716560947414605,0.24093906067721382,0.36208832473140273,0.23619494690023055,0.009230647076979206,0.06909953273812967,0.005368331889113401,0.06868689027134094,0.06868689027363098
0.85,32.833,0.27739236801696127,0.06370048960687219,0.06516795614221348,0.007470310032362826,0.014628530072848584,0.00071759811737634,7.393675055554978e-05,0.0007915348679318899,0.04835436141664727,0.0408101146337289,0.049747891201433005,0.001393529784785734,0.007544246782918376,0.240910678786515,0.3593437839239751,0.23662035536498752,0.009023704644047366,0.06909764095401916,0.005331147790010666,0.06865101422869348,0.06865101423088134
0.85,32.834,0.2773923680169613,0.0637063240170326,0.06504251830384981,0.0073000666868380665,0.01462812948385659,0.0007175957314554217,7.224516466853186e-05,0.0007898408961239536,0.0483605988017206,0.040988286950214,0.04962454792386927,0.0012639491221486734,0.007372311851506598,0.24088228997813715,0.35660568110545326,0.23704448693014346,0.008817252895630038,0.06909574877796311,0.00529677706288988,0.06861556922886951,0.0686155692309553
0.85,32.835,0.27739236801696127,0.06371216128438044,0.0649179156821794,0.007130256568064731,0.01462772881190224,0.0007175933450402866,7.055817246881e-05,0.0007881515175090966,0.048366839127437916,0.04116602438690437,0.049502035352768065,0.0011351962253301484,0.007200814740533541,0.24085389425808976,0.35387493443898344,0.23746727182190086,0.008611361789614174,0.06909385621003565,0.005265279959297941,0.06858055675253906,0.06858055675452225
0.85,32.836,0.27739236801696127,0.0637180014089242,0.06479416337068164,0.006960942993839655,0.01462732805700239,0.0007175909581311136,6.887639943103017e-05,0.0007864673575621437,0.04837308239379069,0.041343263000520006,0.049380367956117104,0.0010072855623264113,0.007029819393270685,0.24082549163232747,0.35115254580584565,0.2378886401601265,0.008406107662847462,0.06909196325031636,0.005236713507310262,0.06854597827407301,0.06854597827595321
0.85,32.837,0.2773923680169612,0.06372384439069305,0.06467127648322851,0.006792195201544119,0.014626927219173434,0.0007175885707281049,6.720052936628129e-05,0.0007847891000943862,0.04837932860079151,0.041519932869881114,0.04925956016396069,0.0008802315631691801,0.006859395730910401,0.24079708210671963,0.3484396105275603,0.23830852207261766,0.008201573971922919,0.06909006989888268,0.0052111310966682966,0.06851183526142918,0.06851183526320632
0.85,32.838,0.27739236801696127,0.06372969022973701,0.0645492701513338,0.006624089045330549,0.014626526298429693,0.0007175861828312318,6.553131129224634e-05,0.0007831174941234782,0.04838557774847609,0.0416959573918533,0.04913962635878063,0.0007540486103045363,0.006689620356622795,0.24076866568702046,0.345737328370106,0.23872684782377446,0.007997852131655124,0.06908817615580225,0.0051885820744788265,0.06847812917604197,0.06847812917771581
0.85,32.839,0.27739236801696127,0.06373553892612688,0.06442815952132526,0.006456707785861828,0.014626125294787956,0.0007175837944405614,6.386956721505769e-05,0.0007814533616556192,0.04839182983689836,0.041871252483821474,0.04902058086488169,0.0006287510279833278,0.006520577353076885,0.24074024237894576,0.34304701600856247,0.23914354795970505,0.007795042464826725,0.06908628202115445,0.005169111358118773,0.06844486147270726,0.06844486147427743
0.85,32.84,0.27739236801696127,0.06374139047995446,0.0643079597514666,0.006290142985462291,0.014625724208263982,0.0007175814055561646,6.221620094945722e-05,0.0007797976065056218,0.04839808486613431,0.04204572567972256,0.04890243793669699,0.0005043530705626798,0.006352359186411748,0.24071181218811574,0.3403701211547118,0.239558553471575,0.0075932552786560125,0.06908438749501357,0.0051527590720923,0.0684120335994694,0.0684120336009357
0.85,32.841,0.27739236801696127,0.06374724489133211,0.06418868600900968,0.006124495522960852,0.014625323038873012,0.0007175790161782505,6.0572208117820295e-05,0.0007781512242960708,0.04840434283628085,0.04221927510520218,0.04878521174584059,0.0003808689095597395,0.006185067731078672,0.24068337512006702,0.33770823857294496,0.2399717959798556,0.007392612085140538,0.06908249257745175,0.005139560215521499,0.06837964699751034,0.06837964699887242
0.85,32.842,0.27739236801696127,0.06375310216039329,0.06407035346717109,0.005959876744264844,0.014624921786629925,0.0007175766263068205,5.893868748588704e-05,0.0007765153137927075,0.04841060374745654,0.04239178831570581,0.04866891636674846,0.00025831261929191995,0.006018815431750731,0.24065493118024767,0.3350631282372048,0.24038320794209683,0.007193246984540822,0.06908059726853918,0.005129544366629045,0.06834770310103137,0.06834770310228905
0.85,32.843,0.27739236801696127,0.0637589622872922,0.06395297730206226,0.00579640976620958,0.01462452045155057,0.0007175742359422192,5.731685380782272e-05,0.0007748910897500419,0.04841686759979942,0.04256314097978202,0.04855356576076165,0.00013669816096222726,0.005853726620017403,0.24062648037404807,0.3324367359055141,0.24079272288710216,0.006995308233072078,0.06907870156835073,0.0051227354301102085,0.06831620333714576,0.06831620333829921
0.85,32.844,0.27739236801696127,0.06376482527220385,0.06383657268953633,0.0056342309526975776,0.014624119033649075,0.0007175718450842119,5.5708052367624135e-05,0.000773279897451836,0.04842313439347057,0.042733195388405365,0.048439173758435414,1.603936496484548e-05,0.0056899390050652015,0.2405980227067443,0.32983121641151153,0.2412002756787216,0.006798960017628623,0.06907680547695318,0.00511915143253727,0.06828514912576229,0.06828514912681108
0.85,32.845,0.27739236801696127,0.06377069111532428,0.06372115480198273,0.00547349158322525,0.01462371753294131,0.0007175694537329239,5.4113775414464234e-05,0.0007716832291473881,0.04842940412865005,0.04290179877001034,0.04832575403989403,-0.00010365008875602016,0.005527605358639714,0.24056955818356623,0.3272489599896949,0.2416058028127522,0.006604384461656386,0.06907490899442147,0.005118804370097271,0.06825454187947427,0.06825454188041805
