mode,X,p,K,M,check_K,check_M,t_count,max_ref_delta,p95_ref_delta,median_ref_delta,worst_ref_t,max_total_delta,max_total_ratio,min_quarter_surplus_ratio,worst_total_t,max_external_ratio,max_lower_factor_ratio,max_cutoff_pressure_ratio,max_central_abs,passes_ref,passes_total_delta
exponential,20000.0,1,10,2001,11,3001,197,1.800014611375007,1.2060070948798798,0.20977054617532995,1.0,79.33494346797693,708.8660980085465,-708.1160980085465,1.0,442.0752313727866,266.7908666357599,179.42821484896749,5.512081626991756,False,False
exponential,20000.0,1,11,3001,12,4001,197,1.2061296029111899,0.9509099168408709,0.2050642700757149,1.0,62.29197058443311,788.2010414765234,-787.4510414765234,1.0,490.92324399987405,297.2777974766493,199.45862109707966,6.116866713674909,False,False
exponential,20000.0,1,12,4001,13,6001,197,1.4585381775457515,1.1106208016120533,0.1744117191702595,1.0,54.37828115695309,830.465870024993,-829.715870024993,1.0,516.9396549716024,313.5262150533906,210.4905007996792,6.431341862073019,False,False
exponential,20000.0,1,13,6001,14,8001,197,0.7973334365649,0.6728444678226597,0.14708724829016334,1.0,52.661830383228846,862.1980873246547,-861.4480873246547,1.0,536.3940899195529,325.80399740510177,219.1682247416689,6.657508949449659,False,False
exponential,20000.0,1,14,8001,15,10001,197,0.46040880365849185,0.4119265449330168,0.0922229845134447,1.0,37.36798650744301,864.1650770724402,-863.4150770724402,1.0,537.4721814213945,326.69289565104583,220.04143227332693,6.661808778104333,False,False
exponential,20000.0,1,15,10001,16,12001,197,0.2748139738485522,0.2550612040596008,0.0860534454729862,1.0,25.191467157499602,856.6583934381297,-855.9083934381297,1.0,532.7150687106672,323.9433247274625,218.316929501834,6.598164447591366,False,False
exponential,20000.0,1,16,12001,17,16001,197,0.2709564717128312,0.2523269261677216,0.05372637242306888,1.0,32.1358520659216,847.3322934742556,-846.5822934742556,1.0,526.8570806132004,320.4752128610552,216.02122736975286,6.5234039904585455,False,False
exponential,20000.0,1,17,16001,18,24001,197,0.14836849648125436,0.13692696074598698,0.029764622769152527,1.0,19.340781941251436,832.2698608755579,-831.5198608755579,1.0,517.4245843231906,314.84527655236724,212.20762174675784,6.405482285427796,False,False
exponential,20000.0,1,18,24001,20,32001,197,0.025000112972449,0.024108782216677675,0.005991352869842063,1.0,3.293828219070633,819.4080297654191,-818.6580297654191,1.0,509.3836433507702,310.02438641464886,208.88536985609142,6.306452798113352,False,False
supergaussian,5000.0,2,10,2001,11,3001,197,0.06616097144967134,0.06298905361387165,0.0174860919837403,1.0,8.444716587864988,543.9431505383034,-543.1931505383034,1.0,340.6683711906115,203.27477934769195,140.24043060365094,4.2063115106620295,False,False
supergaussian,5000.0,2,11,3001,12,4001,197,0.0016525228033919975,0.0016184500838096667,0.0007785355528703839,1.0,0.21558468153875765,542.0044780050011,-541.2544780050011,1.0,339.4237141293359,202.58076387566527,139.58617089837853,4.19392104660224,False,False
supergaussian,5000.0,2,12,4001,13,6001,197,1.2903722168754618e-05,1.2514926852882491e-05,8.805549015265004e-06,1.0,0.001702873810188521,541.887173307832,-541.137173307832,1.0,339.34976105955224,202.53741224827968,139.5520581837848,4.1930849309183005,True,True
supergaussian,5000.0,2,13,6001,14,8001,197,3.965561759292077e-11,3.875016876055748e-11,2.8040095207909066e-11,1.0,5.173298234240065e-09,541.8859216688093,-541.1359216688093,1.0,339.3489753132889,202.5369463555203,139.55170746711596,4.193075801103437,True,True
supergaussian,5000.0,2,14,8001,15,10001,197,0.0,0.0,0.0,1.0,0.0,541.8859216643641,-541.1359216643641,1.0,339.3489753105039,202.53694635386023,139.55170746589232,4.19307580107067,True,True
supergaussian,5000.0,2,15,10001,16,12001,197,0.0,0.0,0.0,1.0,0.0,541.8859216643641,-541.1359216643641,1.0,339.3489753105039,202.53694635386023,139.55170746589232,4.19307580107067,True,True
supergaussian,5000.0,2,16,12001,17,16001,197,0.0,0.0,0.0,1.0,0.0,541.8859216643641,-541.1359216643641,1.0,339.3489753105039,202.53694635386023,139.55170746589232,4.19307580107067,True,True
supergaussian,5000.0,2,17,16001,18,24001,197,0.0,0.0,0.0,1.0,0.0,541.8859216643641,-541.1359216643641,1.0,339.3489753105039,202.53694635386023,139.55170746589232,4.19307580107067,True,True
supergaussian,5000.0,2,18,24001,20,32001,197,0.0,0.0,0.0,1.0,0.0,541.8859216643641,-541.1359216643641,1.0,339.3489753105039,202.53694635386023,139.55170746589232,4.19307580107067,True,True
supergaussian,5000.0,4,10,2001,11,3001,197,0.0002829745431315886,0.000271787191807847,0.0002107060044263685,4.5,0.03477106679093822,623.522424560103,-622.772424560103,1.0,390.29770524458223,233.22471931552082,161.22351552121768,4.807500382467399,False,False
supergaussian,5000.0,4,11,3001,12,4001,197,4.862965931742093e-06,4.862965931440763e-06,4.862965931327859e-06,1.0,0.0006415825047696444,623.5205760553431,-622.7705760553431,1.0,390.2964255051791,233.224150550164,161.22251671558882,4.8074944866079425,True,True
supergaussian,5000.0,4,12,4001,13,6001,197,2.0022742291222546e-09,2.0022741463664086e-09,2.002274116771467e-09,1.5,2.657089908097987e-07,623.5209247962433,-622.7709247962433,1.0,390.2966411949684,233.22428360127492,161.22260138159677,4.807497236358493,True,True
supergaussian,5000.0,4,13,6001,14,8001,197,0.0,0.0,0.0,1.0,0.0,623.5209247639084,-622.7709247639084,1.0,390.29664117385863,233.2242835900497,161.2226013692684,4.807497236174202,True,True
supergaussian,5000.0,4,14,8001,15,10001,197,0.0,0.0,0.0,1.0,0.0,623.5209247639084,-622.7709247639084,1.0,390.29664117385863,233.2242835900497,161.2226013692684,4.807497236174202,True,True
supergaussian,5000.0,4,15,10001,16,12001,197,0.0,0.0,0.0,1.0,0.0,623.5209247639084,-622.7709247639084,1.0,390.29664117385863,233.2242835900497,161.2226013692684,4.807497236174202,True,True
supergaussian,5000.0,4,16,12001,17,16001,197,0.0,0.0,0.0,1.0,0.0,623.5209247639084,-622.7709247639084,1.0,390.29664117385863,233.2242835900497,161.2226013692684,4.807497236174202,True,True
supergaussian,5000.0,4,17,16001,18,24001,197,0.0,0.0,0.0,1.0,0.0,623.5209247639084,-622.7709247639084,1.0,390.29664117385863,233.2242835900497,161.2226013692684,4.807497236174202,True,True
supergaussian,5000.0,4,18,24001,20,32001,197,0.0,0.0,0.0,1.0,0.0,623.5209247639084,-622.7709247639084,1.0,390.29664117385863,233.2242835900497,161.2226013692684,4.807497236174202,True,True
supergaussian,10661.0,2,10,2001,11,3001,197,1.0832319957734189,0.9612271409691125,0.13408688693739362,1.0,62.189493397543515,755.6748934607047,-754.9248934607047,1.0,471.58661985416336,284.08827360654135,192.49282015239197,5.857244547850924,False,False
supergaussian,10661.0,2,11,3001,12,4001,197,0.3917666774636202,0.37615715793570476,0.07944181763191685,1.0,37.0989506103728,796.4098836467601,-795.6598836467601,1.0,496.59183862342286,299.81804502333733,202.40136445572733,6.174073206533782,False,False
supergaussian,10661.0,2,12,4001,13,6001,197,0.14035688145911882,0.13303929349814364,0.034375003959524225,1.0,17.56352235617365,800.6516813504402,-799.9016813504402,1.0,499.0915435778703,301.5601377725698,203.27033600223027,6.208296841644586,False,False
supergaussian,10661.0,2,13,6001,14,8001,197,0.005231051399760294,0.005123852596439523,0.0022493419211877187,1.0,0.6896438994534151,797.6077955935084,-796.8577955935084,1.0,497.14009554752175,300.4677000459866,202.38181271011663,6.185989609687248,False,False
supergaussian,10661.0,2,14,8001,15,10001,197,6.976124547062801e-05,6.911066084370117e-05,4.4361254844494016e-05,1.0,0.009210993032695569,797.2736010585999,-796.5236010585999,1.0,496.9297978872251,300.34380317137476,202.2905745345821,6.183490949671377,True,True
supergaussian,10661.0,2,15,10001,16,12001,197,3.228015568895988e-07,3.212895498800858e-07,2.5280936153279205e-07,1.0,4.250424314022894e-05,797.267204459306,-796.517204459306,1.0,496.9257865670291,300.3414178922769,202.28884950718987,6.183442968039129,True,True
supergaussian,10661.0,2,16,12001,17,16001,197,5.087339814614713e-10,5.074471494001452e-10,4.424644687233565e-10,1.0,6.739719538018107e-08,797.2671690935665,-796.5171690935665,1.0,496.9257644249706,300.34140466859594,202.2888400248526,6.183442702353961,True,True
supergaussian,10661.0,2,17,16001,18,24001,197,4.163336342344337e-17,0.0,0.0,9.5,3.552713678800501e-15,797.2671690320864,-796.5171690320864,1.0,496.9257643865181,300.3414046455683,202.288840008429,6.183442701891648,True,True
supergaussian,10661.0,2,18,24001,20,32001,197,0.0,0.0,0.0,1.0,0.0,797.2671690320864,-796.5171690320864,1.0,496.9257643865181,300.3414046455683,202.288840008429,6.183442701891648,True,True
supergaussian,10661.0,4,10,2001,11,3001,197,1.1744410726762922,1.0969502959799136,0.1702682126179373,1.0,70.52980457221832,853.8652535416005,-853.1152535416005,1.0,532.6914718499925,321.17378169160804,218.11478924964382,6.601911475678794,False,False
supergaussian,10661.0,4,11,3001,12,4001,197,0.14966638027790302,0.1462473540118337,0.0532768624800374,1.0,17.769131352166752,913.278144920898,-912.528144920898,1.0,569.3981898777822,343.87995504311573,233.15051968448134,7.056712958409685,False,False
supergaussian,10661.0,4,12,4001,13,6001,197,0.0020976644317850742,0.0020818629121811118,0.0015326519699055312,1.0,0.27507820761712765,916.5333157588248,-915.7833157588248,1.0,571.3821040948379,345.15121166398677,233.93743017217295,7.081834059541514,False,False
supergaussian,10661.0,4,13,6001,14,8001,197,3.6051744900640637e-09,3.6051453731287118e-09,3.604582843044277e-09,16.0,4.779948739042084e-07,916.5148987364937,-915.7648987364937,1.0,571.3699339320931,345.14496480440056,233.93149662083073,7.081703173946156,True,True
supergaussian,10661.0,4,14,8001,15,10001,197,0.0,0.0,0.0,1.0,0.0,916.5148987114958,-915.7648987114958,1.0,571.3699339153295,345.1449647961662,233.93149661239696,7.081703173771341,True,True
supergaussian,10661.0,4,15,10001,16,12001,197,0.0,0.0,0.0,1.0,0.0,916.5148987114958,-915.7648987114958,1.0,571.3699339153295,345.1449647961662,233.93149661239696,7.081703173771341,True,True
supergaussian,10661.0,4,16,12001,17,16001,197,0.0,0.0,0.0,1.0,0.0,916.5148987114958,-915.7648987114958,1.0,571.3699339153295,345.1449647961662,233.93149661239696,7.081703173771341,True,True
supergaussian,10661.0,4,17,16001,18,24001,197,0.0,0.0,0.0,1.0,0.0,916.5148987114958,-915.7648987114958,1.0,571.3699339153295,345.1449647961662,233.93149661239696,7.081703173771341,True,True
supergaussian,10661.0,4,18,24001,20,32001,197,0.0,0.0,0.0,1.0,0.0,916.5148987114958,-915.7648987114958,1.0,571.3699339153295,345.1449647961662,233.93149661239696,7.081703173771341,True,True
supergaussian,20000.0,2,10,2001,11,3001,197,2.2179859922238885,1.6064924528163036,0.26337574734609887,1.0,130.8510331861139,853.8019866624793,-853.0519866624793,1.0,532.3445453883586,321.4574412741207,217.4958853584514,6.607619371440441,False,False
supergaussian,20000.0,2,11,3001,12,4001,197,1.3844580882027304,1.1782951115815514,0.25426422628586404,1.0,70.48561834174382,984.6530198485932,-983.9030198485932,1.0,613.4058567680974,371.2471630804959,251.45211128925496,7.596197423753498,False,False
supergaussian,20000.0,2,12,4001,13,6001,197,1.358704118847443,1.2203427981980837,0.1696265849177361,1.0,69.56019617910806,1054.3935885143637,-1053.6435885143637,1.0,656.632625157372,397.76096335699185,269.89066280588946,8.116419113677685,False,False
supergaussian,20000.0,2,13,6001,14,8001,197,0.44270888129165215,0.4261590203808711,0.0921172760183756,1.0,46.01985764896598,1100.519241698973,-1099.769241698973,1.0,685.173109176183,415.34613252279,282.3328796732317,8.454267849850053,False,False
supergaussian,20000.0,2,14,8001,15,10001,197,0.1120069432035193,0.1097271033454491,0.027754422392681874,1.0,14.587511706833453,1102.5970714019584,-1101.8470714019584,1.0,686.3983863720159,416.1986850299425,283.00897534556765,8.465793331561652,False,False
supergaussian,20000.0,2,15,10001,16,12001,197,0.021293045516070107,0.021017207414764982,0.00922760566490758,1.0,2.8028288973565623,1099.8681600800987,-1099.1181600800987,1.0,684.6781060406781,415.1900540394205,282.32063094615194,8.444136450909197,False,False
supergaussian,20000.0,2,16,12001,17,16001,197,0.003322999531120043,0.003263037656589565,0.001573455657183728,1.0,0.43695204126890985,1098.822080249211,-1098.072080249211,1.0,684.0221554724098,414.79992477680116,282.04975079562047,8.436055111921238,False,False
supergaussian,20000.0,2,17,16001,18,24001,197,2.5737860249471535e-05,2.552150901012085e-05,1.751661400549539e-05,1.0,0.0034122020130098463,1098.587916043729,-1097.837916043729,1.0,683.8755678814362,414.7123481622928,281.9885860452147,8.434262372463346,True,True
supergaussian,20000.0,2,18,24001,20,32001,197,3.997703411237088e-11,3.9917493662134716e-11,3.573311646303445e-11,1.75,5.256424628896639e-09,1098.5854125697874,-1097.8354125697874,1.0,683.874002615638,414.7114099541494,281.9879279407089,8.434243334184675,True,True
supergaussian,20000.0,4,10,2001,11,3001,197,2.6158871283604848,1.9873164769783311,0.31389843772124515,1.0,179.87090046238825,909.0884679957768,-908.3384679957768,1.0,566.7150053912428,342.373462604534,231.93201824565506,7.025974164481927,False,False
supergaussian,20000.0,4,11,3001,12,4001,197,1.6758799271210747,1.578215087054186,0.3100346423601756,1.0,107.50652304230516,1088.959368458165,-1088.209368458165,1.0,678.3751815582402,410.5841868999249,279.05619866077296,8.380368671496223,False,False
supergaussian,20000.0,4,12,4001,13,6001,197,1.3637674207572354,1.278779347809916,0.2412000702812724,1.0,75.98443907045711,1196.4658915004702,-1195.7158915004702,1.0,745.187973093647,451.27791840682323,307.63573877024004,9.182756627446853,False,False
supergaussian,20000.0,4,13,6001,14,8001,197,0.10974708462458964,0.10771564294565739,0.04756412886326546,1.0,13.708597503842071,1260.2210656915518,-1259.4710656915518,1.0,784.7848294244469,475.4362362671049,324.80895724569586,9.653353719576966,False,False
supergaussian,20000.0,4,14,8001,15,10001,197,0.0005390091634897179,0.0005367417278481992,0.0004313137502734385,1.0,0.0710994384969581,1261.9265976340673,-1261.1765976340673,1.0,785.834575339248,476.0920222948194,325.2915677994319,9.66525599223598,False,False
supergaussian,20000.0,4,15,10001,16,12001,197,2.061625581954528e-08,2.0596080519731608e-08,1.9491314925088932e-08,1.0,2.7326267399985227e-06,1261.9177934735644,-1261.1677934735644,1.0,785.8290080173059,476.0887854562584,325.2893845414675,9.665184972061748,True,True
supergaussian,20000.0,4,16,12001,17,16001,197,3.66646846595234e-16,3.404289209581734e-16,0.0,25.0,3.552713678800501e-14,1261.917792587047,-1261.167792587047,1.0,785.829007461339,476.088785125708,325.2893843118879,9.665184965211969,True,True
supergaussian,20000.0,4,17,16001,18,24001,197,0.0,0.0,0.0,1.0,0.0,1261.917792587047,-1261.167792587047,1.0,785.829007461339,476.088785125708,325.2893843118879,9.665184965211969,True,True
supergaussian,20000.0,4,18,24001,20,32001,197,0.0,0.0,0.0,1.0,0.0,1261.917792587047,-1261.167792587047,1.0,785.829007461339,476.088785125708,325.2893843118879,9.665184965211969,True,True
