t,sigma,r,residual_margin,cleared_margin,external_ratio,lower_factor_ratio,total_ratio,quarter_surplus_ratio,genuine_ratio,continued_ratio,horizontal_pressure_ratio,cutoff_pressure_ratio,canonical_closed_ratio,factorization_error,direct_abs,bracket_abs,rectangular_abs,central_ref_abs,cutoff_budget,horizontal_upper,lower_factor_upper,tail_gap_budget,central_ref_delta
5.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,21.683346311463918,11.214713880186597,32.898060191650515,-32.148060191650515,7.346473111522419,7.346473111522419,0.0,6.990400088419078,29.42617468607785,1.6711069443220838e-16,0.1484729825424578,0.18172752273003356,0.27220279163630073,0.30835575440499474,0.19857318072372848,0.0,2.434355558397675,0.46596412866977693,5.058688138087595e-10
5.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.205278867813412,3.2259829592058598,15.431261827019272,-14.681261827019272,2.9637055999534065,2.9637055999534065,0.0,6.277867667906601,20.721385385509947,2.5133742693021536e-16,0.1426618108821455,0.19975514251127763,0.29112755465337053,0.12439651819790798,0.17833258972460317,0.0,0.7002576821788964,0.13220059627464253,5.055619374522937e-10
5.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,19.273966286056215,12.809176704847903,32.08314299090412,-31.333142990904122,8.279844562757209,8.279844562757209,0.0,2.7142771605417986,30.35594104560242,2.0014830212433605e-16,0.13082591671088123,0.21805967844918447,0.3065322560942376,0.34753243872909284,0.07710326194740727,0.0,2.780462421340497,0.5146777288565615,5.05239912914732e-10
5.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.965654831517366,10.092696471974593,27.05835130349196,-26.30835130349196,7.04821845795893,7.04821845795893,0.0,2.8692179155995077,27.94747479168469,1.7785780651003303e-16,0.11271878620901327,0.23636431403395203,0.31695904473956354,0.2958370209517784,0.08150459494214057,0.0,2.190801479044346,0.3952443527656051,5.049049705646423e-10
6.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.367513765098726,5.335076736636055,19.702590501734782,-18.952590501734782,4.963728834441324,4.963728834441324,0.0,4.440056096216075,24.15494804327025,2.3551386880256624e-16,0.08917277634534787,0.2544001100402741,0.3217909983899231,0.20834410283287522,0.126126695248541,0.0,1.158074458881515,0.20239827981517997,5.045522454644908e-10
6.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,18.89513594883015,11.372048065162115,30.267184013992264,-29.517184013992264,7.957947051570806,7.957947051570806,0.0,2.9792418456885352,29.43727571232797,5.551115123125783e-17,0.061825656535386186,0.2719280136013727,0.3214766356954129,0.3340213364088117,0.08462999570277777,0.0,2.468507775905229,0.415375713240368,5.041864225792724e-10
6.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,15.044708286302262,10.343251434616132,25.387959720918396,-24.637959720918396,7.3900213360006,7.3900213360006,0.0,0.2646656143010607,27.127373494254268,3.554447978966673e-16,0.032540515644733516,0.28876234085571595,0.31720127910583623,0.3101836173003079,0.0075182381831090436,0.0,2.2451889446994575,0.3614970754424565,5.038087335246936e-10
6.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,15.371485691309262,7.605508889661246,22.97699458097051,-22.22699458097051,6.331598171444996,6.331598171444996,0.0,2.708289348419271,25.578939155189186,2.0595777971499126e-16,0.007214058728209206,0.3047948945081941,0.3100915875385803,0.26575809930931765,0.07693316883632537,0.0,1.6509126347574485,0.25278174604588777,5.0341736884477e-10
7.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,18.829637951555192,10.66794784978027,29.49758580133546,-28.74758580133546,7.920514136815668,7.920514136815668,0.0,2.988609677923854,29.81110027980497,1.2412670766236366e-16,0.032441181988905846,0.32001841585770036,0.30033326458053816,0.3324501532718593,0.0848961035392284,0.0,2.3156701474738854,0.3351775382205364,5.030068967306334e-10
7.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.699323265118885,10.319755169657409,27.019078434776294,-26.269078434776294,7.583391398996727,7.583391398996727,0.0,1.53254046712543,29.838241447696713,6.206335383118183e-17,0.06710693508527474,0.3345463054027565,0.2867826594830931,0.3182999978749529,0.04353419422288738,0.0,2.240088657361329,0.3048227935257581,5.025848249798378e-10
7.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,15.560653328116496,8.29543166441523,23.856084992531727,-23.106084992531727,6.82013105834495,6.82013105834495,0.0,1.920391211426597,29.685945144337413,1.0007415106216802e-16,0.10544979422335174,0.3486223106265631,0.2674692591290326,0.2862634390287831,0.05455169750850634,0.0,1.8006727944486167,0.22930097367898644,5.021502698025069e-10
7.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,17.739094613726127,9.161010898438048,26.900105512164174,-26.150105512164174,7.37829701757055,7.37829701757055,0.0,2.9825005785850265,32.45758829692711,8.886119947416683e-17,0.14653125336633172,0.36261036176466804,0.24091724687964416,0.30969150891040415,0.08472256507623285,0.0,1.988562351158555,0.23627208353918325,5.017003720934948e-10
8.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.34573894185547,8.498605488407682,24.84434443026315,-24.09434443026315,6.804243159925456,6.804243159925456,0.0,2.737252622004559,32.55145676816927,2.172217384091364e-16,0.1876449181036807,0.3769537597165711,0.20804853951686325,0.2855965714273256,0.07775591564441299,0.0,1.8447753309057224,0.20445541671834241,5.012375047372325e-10
8.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.046480141791497,6.134289645613173,20.18076978740467,-19.43076978740467,5.796149710914379,5.796149710914379,0.0,2.454180719962738,31.68501115450241,2.9504581591051765e-16,0.22459947805377356,0.3920980068241224,0.1748900018317498,0.24328355792251938,0.06971481824641378,0.0,1.3315580098750825,0.13818070590629647,5.007602694279281e-10
8.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.008389870324047,4.786002443773447,18.794392314097493,-18.044392314097493,5.426013084723181,5.426013084723181,0.0,3.156363700877684,32.22760982787101,2.830524433501838e-16,0.25263326117294166,0.40838425680412554,0.1557576864255479,0.2277477005295214,0.08966141732610737,0.0,1.0388879980334276,0.1018954482420869,5.002709216620371e-10
8.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.450195632889212,3.045851694787469,15.496047327676681,-14.746047327676681,4.471931715534369,4.471931715534369,0.0,3.506332201820475,31.204935026211093,3.065703529144609e-16,0.2674996084238825,0.42593682928259174,0.16747066876765054,0.1877017525087575,0.099602816603161,0.0,0.6611569481376268,0.062269757546860136,4.997671627339626e-10
9.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,10.96406309770432,1.6270195113494061,12.591082609053727,-11.841082609053727,3.852832359993478,3.852832359993478,0.0,3.2583983777173637,30.306286816485954,6.061909215660398e-16,0.26647317679079047,0.4445789738428148,0.20841030143019104,0.16171610661698393,0.09255987092931954,0.0,0.3531738779419484,0.03264318618356967,4.992505811485173e-10
9.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.008662641508904,3.5738586206699714,15.582521262178876,-14.832521262178876,4.384125692953702,4.384125692953702,0.0,3.2404112556015,31.408374983126862,3.5571561302006606e-16,0.24914732320735158,0.46380686274579536,0.2620879488117814,0.18401624356818877,0.09204891876557565,0.0,0.775770357683939,0.07213944688356455,4.987195747643199e-10
9.5,0.5,0.35355339059327373,0.0878852299152466,0.03672664161544273,13.789358066815423,6.051517515698131,19.840875582513554,-19.090875582513554,5.153023463332987,5.153023463332987,0.0,3.48331114014945,32.736430270185075,2.237726045655905e-16,0.21802286825405431,0.48283246405120445,0.3148203266771552,0.216289423970055,0.09894886756135636,0.0,1.3135908288402558,0.12586014134182494,4.981761105549347e-10
9.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.176558438208556,8.806445648902331,24.983004087110885,-24.233004087110885,6.377994732892208,6.377994732892208,0.0,3.4205689724241393,34.66440994497757,6.206335383118183e-17,0.1791159687743216,0.5006820645027652,0.3584662200732646,0.26770551632012984,0.09716657875769306,0.0,1.9115975801226335,0.1923604865645219,4.976211396609512e-10
10.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,18.37077106238642,10.901102850023724,29.271873912410143,-28.521873912410143,7.583062405199858,7.583062405199858,0.0,3.204646251986705,36.5180409805886,2.7894008272968645e-16,0.14304757903066317,0.5163214989385245,0.3888424855886958,0.31828618891807137,0.09103295824306548,0.0,2.3662806380200263,0.25327106794866294,4.970527991185788e-10
10.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,20.01275551280256,12.319862768740148,32.33261828154271,-31.582618281542707,8.407250988558678,8.407250988558678,0.0,3.1982535356852013,38.030124031432166,1.7772239894833365e-16,0.12495809720806031,0.528776994691786,0.404808954601638,0.35288010746042436,0.09085136319937732,0.0,2.6742480218568128,0.30644165402242873,4.964706207037067e-10
10.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,21.46460520820443,13.62327435429663,35.08787956250106,-34.33787956250106,9.132754252630283,9.132754252630283,0.0,3.1990967029438626,39.880838867445725,1.3877787807814457e-16,0.13327183706687964,0.5372288943920533,0.4076857322329575,0.3833318770265863,0.09087531467601911,0.0,2.9571769732396147,0.36338284536441834,4.958757092367203e-10
10.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.332046151558902,14.505368863545938,36.83741501510484,-36.08741501510484,9.655347918648255,9.655347918648255,0.0,3.0213503142623916,41.537464995441105,1.7554167342883506e-16,0.1575081834300606,0.5410680957832011,0.4005357859095596,0.4052668602064063,0.08582615220803537,0.0,3.148651467779942,0.41419297262006455,4.952707059963087e-10
11.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.583939691981772,14.862215269355742,37.44615496133751,-36.69615496133751,9.864617034406052,9.864617034406052,0.0,2.8547056231696653,42.496673611356826,3.6002095113654283e-16,0.18361398300581452,0.5399168459014252,0.38715779141640744,0.4140505765671117,0.08109235071706955,0.0,3.226111404855294,0.4525563139151236,4.94651432603228e-10
11.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.66737073199469,15.0672613297049,37.73463206169959,-36.98463206169959,9.946122295442464,9.946122295442464,0.0,2.775126141109762,42.99178803180072,2.6703474716024767e-16,0.20492605656295804,0.5336239054223577,0.3708972050382522,0.4174716217235201,0.07883177182700551,0.0,3.270620343921532,0.48676666924450357,4.940194701033093e-10
11.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.3691937878332,15.018388661334969,37.38758244916817,-36.63758244916817,9.864445206882593,9.864445206882593,0.0,2.6403033740680124,42.88256442825386,3.3766115072321297e-16,0.220403024302277,0.5222480835505972,0.353650600558347,0.41404336439811307,0.07500192155422819,0.0,3.260011651343983,0.5117985234189886,4.933756088901066e-10
11.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,21.586502318748668,14.604043900588339,36.19054621933701,-35.44054621933701,9.55644078400866,9.55644078400866,0.0,2.4736207507313495,42.09533992383407,3.925231146709438e-16,0.23168208845685245,0.5060438739073455,0.3355495751056722,0.4011154009068419,0.07026704253890965,0.0,3.170070661124112,0.5217879610713062,4.927256383329793e-10
12.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,20.63819349239843,14.027308035307714,34.66550152770614,-33.91550152770614,9.122927770007212,9.122927770007212,0.0,2.3923379523840023,40.92947200941514,4.47545209131181e-16,0.240825781584744,0.4854595426480359,0.31550981963915353,0.3829194270772859,0.06795807830198448,0.0,3.0448797579612914,0.5222175513113235,4.920541873111591e-10
12.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,19.453577954487248,13.262547735397675,32.71612568988492,-31.96612568988492,8.547763840865766,8.547763840865766,0.0,2.3580502727557184,39.37924971193664,4.081579843510303e-16,0.24881213415406686,0.46115347131953394,0.2922715568412879,0.3587778962250484,0.06698408346373422,0.0,2.878874766053562,0.5113000428809785,4.913741459030151e-10
12.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,17.917278247144832,12.234550335986647,30.15182858313148,-29.40182858313148,7.794869219688349,7.794869219688349,0.0,2.327539807768136,37.36932288742408,4.965068306494546e-16,0.2551884398873687,0.4340307730965764,0.2652966476686688,0.3271764208808455,0.06611738627883612,0.0,2.6557294223550607,0.48545944904332,4.906853111674073e-10
12.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.19758375446916,11.059366924916267,27.256950679385426,-26.506950679385426,6.921270018463399,6.921270018463399,0.0,2.355043717542364,35.033343331088055,1.1188630228279524e-16,0.2588333542219386,0.4052996293113883,0.235118837695423,0.290508575419216,0.06689867758936567,0.0,2.4006347048758916,0.4489450269009211,4.899893959294212e-10
13.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.283287723077066,9.761022406169769,24.044310129246835,-23.294310129246835,5.923115116160605,5.923115116160605,0.0,2.437057490755856,32.38394876849136,6.4796043696850615e-16,0.25906590364097776,0.37654229396936395,0.20312727054564117,0.2486127155637052,0.06922840630362598,0.0,2.1188056515721168,0.4029720849250384,4.892688541730781e-10
13.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.093042665696737,8.328455222666843,20.421497888363582,-19.671497888363582,4.785440978149288,4.785440978149288,0.0,2.522160709398161,29.43280375910326,5.37170786545413e-16,0.2563081050445194,0.3497800962454734,0.17102372123330425,0.2008607723158202,0.07164589551767342,0.0,1.8078411523262006,0.34762456326853636,4.885445241859526e-10
13.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,9.71024356244427,6.887133612736406,16.597377175180675,-15.847377175180675,3.546613755101935,3.546613755101935,0.0,2.617016052240399,26.351013352954368,8.747410856390872e-16,0.2519732569253281,0.32747048288430725,0.14034869525028204,0.14886309980803245,0.07434040897878817,0.0,1.4949763472087236,0.28894947865526543,4.878100821104665e-10
13.75,0.5,0.35355339059327384,0.08788522991524662,0.03672664161544273,7.163433280120731,5.6100976491469705,12.773530929267702,-12.023530929267702,2.214081153380522,2.214081153380522,0.0,2.7352709733596865,23.261602805621436,1.6883057536160649e-16,0.24772042688796445,0.3123078015218036,0.11260285878983756,0.0929323028888143,0.07769962383428596,0.0,1.2177726994429048,0.23521917156605462,4.870622733823877e-10
14.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,4.43788117994531,4.7795911980304275,9.217472377975739,-8.467472377975739,0.7904207071410445,0.7904207071410445,0.0,2.857039765663221,20.244937012534173,4.928080417233778e-16,0.24457947858783008,0.30668877791464394,0.09054612564159539,0.03317656918467882,0.08115865566290172,0.0,1.0374963217162683,0.19910955340925382,4.863050543256305e-10
14.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,4.364469527518463,4.806521787936609,9.170991315455073,-8.420991315455073,0.6904348422875639,0.6904348422875639,0.0,2.9835998429433355,20.163062520997155,8.021553430725095e-16,0.24258057239561742,0.31192760650840773,0.08028786740977323,0.02897983201315439,0.08475379138907971,0.0,1.0433420911161337,0.19778733965244963,4.855372554435499e-10
14.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,7.557108128274543,5.774471850724444,13.331579978998988,-12.581579978998988,2.2091056100858277,2.2091056100858277,0.0,3.1388969081028884,23.592033181644087,1.056354017258402e-15,0.24112930286244977,0.32770996813958914,0.08837441795826692,0.09272346289404136,0.08916524592612132,0.0,1.2534530793029977,0.23334017054598213,4.847592860824033e-10
14.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,10.823739466281532,7.339474428581378,18.16321389486291,-17.41321389486291,3.7469964010930976,3.7469964010930976,0.0,3.3297466640953384,27.27970814236186,2.1588771306901906e-16,0.23968014841741553,0.35225309883902395,0.11257483729700656,0.15727382166548565,0.0945866299110742,0.0,1.593165065272035,0.2895094932546325,4.839709281570094e-10
15.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.090444483614176,9.166285047047484,23.25672953066166,-22.50672953066166,5.265744450981644,5.265744450981644,0.0,3.5589555816508875,31.083917805205456,1.7554167342883506e-16,0.2380130158203858,0.382992113298026,0.14564948339172046,0.22102069633109614,0.101097665507542,0.0,1.989707200070472,0.3508206074703531,4.83172077118251e-10
15.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,17.30540722842576,11.066047809912064,28.371455038337825,-27.621455038337825,6.732095003253757,6.732095003253757,0.0,3.8412172219182446,34.87185263698629,4.769196226117484e-16,0.2358396754603809,0.41723306630369894,0.18285997017685626,0.2825682748635584,0.1091157461603279,0.0,2.402084911247475,0.4084274161397005,4.823653197218185e-10
15.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,20.403223055473415,12.913035181748477,33.31625823722189,-32.56625823722189,8.110298316497662,8.110298316497662,0.0,4.182626422478093,38.48987728656232,1.131954589195533e-15,0.23211540724965443,0.45249047697647693,0.22244260584088685,0.3404160224735294,0.11881400520501824,0.0,2.8030067736289945,0.456765177592378,4.815455772406009e-10
15.75,0.5,0.35355339059327384,0.08788522991524662,0.03672664161544273,23.277004444846728,14.592765157230488,37.86976960207721,-37.11976960207721,9.349855716061931,9.349855716061931,0.0,4.577293012722863,41.732990643951396,3.3422138886441676e-16,0.22474801165059338,0.48657107379028014,0.2644994120737128,0.39244434290274877,0.1300251231895421,0.0,3.1676224068147922,0.4916546281099987,4.807177933653124e-10
16.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,25.820084040107595,16.00672485334172,41.82680889344931,-41.07680889344931,10.39863915279802,10.39863915279802,0.0,5.022805734511553,44.38691932016214,2.9504581591051765e-16,0.21107736492617085,0.5175499041541871,0.30985029402010783,0.4364652496607132,0.1426806045782294,0.0,3.474547815911491,0.5105750229501174,4.798788565865603e-10
16.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,27.91547706121488,17.05149158668532,44.9669686479002,-44.2169686479002,11.198795471412657,11.198795471412657,0.0,5.5178861183895584,46.24220047675926,2.0014830212433605e-16,0.18887797860890346,0.5437345299001555,0.35877478737232077,0.47005045463224665,0.15674413245890803,0.0,3.701333245456632,0.5120287813690578,4.790338358677024e-10
16.5,0.5,0.35355339059327373,0.0878852299152466,0.03672664161544273,29.415007860772537,17.601952044045348,47.01695990481788,-46.26695990481788,11.679632180492554,11.679632180492554,0.0,6.05574349978743,47.101664439901825,9.32603861714756e-16,0.15736781036250616,0.5636576527810249,0.4099999432781155,0.49023276033501934,0.17202280744874895,0.0,3.820820598265512,0.4951595170286333,4.781755522918264e-10
16.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,30.16585279090736,17.525152977153944,47.6910057680613,-46.9410057680613,11.76806751378032,11.76806751378032,0.0,6.629717763346722,46.82116948926541,2.7755575615628914e-16,0.1179347374266826,0.5761066138179519,0.460382184217322,0.4939446835256504,0.18832743861819395,0.0,3.804149978099523,0.4602466727636918,4.773094335821489e-10
17.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,30.0302501237437,16.685835116326874,46.71608524007057,-45.96608524007057,11.397642107511613,11.397642107511613,0.0,7.234965908720475,45.34913041837739,1.6653345369377348e-16,0.07495790475937478,0.5801818084910728,0.5053454652099263,0.4783967050784669,0.20552045301419605,0.0,3.621960925253814,0.4086451997813325,4.764354606992989e-10
17.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,28.915889754480105,14.960278451216684,43.876168205696786,-43.126168205696786,10.52826071890604,10.52826071890604,0.0,7.859368316668022,42.88020105099229,6.004449063730082e-16,0.04065375028417117,0.5753673466651059,0.5397803035416698,0.4419058951510922,0.22325757401290855,0.0,3.2473977840164334,0.3425595391144508,4.755505475292797e-10
17.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,26.885017635671257,12.297189726258138,39.18220736192939,-38.43220736192939,9.205330767813054,9.205330767813054,0.0,8.474356100045153,40.224877911157854,9.43689570931383e-16,0.0456869624199882,0.5615935455047024,0.5590490508724023,0.386378153212661,0.2407272579661557,0.0,2.669326429778625,0.2653296261178053,4.746588284518044e-10
17.75,0.5,0.35355339059327373,0.0878852299152466,0.03672664161544273,24.370881609999113,8.83490060204094,33.205782212040056,-32.455782212040056,7.66983774206154,7.66983774206154,0.0,9.031206125876034,37.435704689715884,8.455206652451151e-16,0.07228283380720137,0.5392716446727189,0.5598527411970179,0.32192843657290354,0.256545448544191,0.0,1.9177742400068682,0.18218526054351353,4.737577676512454e-10
18.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.447750596228282,5.182884340199135,27.630634936427416,-26.880634936427416,6.4904155852018,6.4904155852018,0.0,9.466919425824683,34.97149751716504,7.791361360319881e-16,0.09193476290736081,0.5092860746709922,0.5408264176104416,0.2724241910091321,0.26892256212282206,0.0,1.1250383591494804,0.10424970709320538,4.728489634377389e-10
18.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.472669910451184,3.733423638840973,26.206093549292156,-25.456093549292156,6.374207998382406,6.374207998382406,0.0,9.72425391368637,34.10035423027681,6.684427777288335e-16,0.09798258338733104,0.4729375317420415,0.5028017784534292,0.26754657455871916,0.2762325482635672,0.0,0.8104068177006917,0.07506130389239528,4.719315069200305e-10
