label,source_box_id,sigma_min,sigma_max,t_min,t_max,mainNormLowerConst,numeratorUpperConst,parallelUpperConst,restUpperCombinedConst,restUpperSeparateConst,budgetCombinedConst,budgetSeparateConst,certified_combined,certified_separate,status,interval_dps,inflate,point_budget_combined_from_scout,point_budget_separate_from_scout,budget_loss_to_interval_combined,budget_loss_to_interval_separate,notes
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t0,0.5,0.5,47.5,47.504,0.4869721076309075,0.14858191369564847,0.30511380706893315,0.10659894475351932,0.10912630469548958,0.07525935580845501,0.07273199586648475,True,True,certified_combined_and_separate,50,1e-12,0.15158724285538555,0.14941437666633078,0.07632788704693054,0.07668238079984603,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t184,0.5,0.5,48.42,48.424,0.23213447219129085,0.05644432530708244,0.24315356859436796,0.08939099758009163,0.09090371009469493,-0.10041009398316873,-0.10192280649777204,False,False,fail_interval_inflation,50,1e-12,0.004029263635465075,0.002331851506610347,0.10443935761863381,0.10425465800438238,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t185,0.5,0.5,48.425,48.429,0.23901969338798879,0.05816550641884694,0.2433502678979249,0.08910088007305429,0.09075253813386823,-0.09343145458299042,-0.09508311264380435,False,False,fail_interval_inflation,50,1e-12,0.008483295607821989,0.006701560363973,0.1019147501908124,0.10178467300777735,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t186,0.5,0.5,48.43,48.434,0.24591094156911905,0.05990812475297014,0.2436171581903018,0.08877509636501808,0.09058101609047227,-0.08648131298620083,-0.08828723271165502,False,False,fail_interval_inflation,50,1e-12,0.012774923041686995,0.010907186326146248,0.09925623602788783,0.09919441903780127,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t187,0.5,0.5,48.435,48.439,0.2527988817481335,0.06167023281716019,0.24394978486733568,0.08841174238923666,0.09038790889480504,-0.07956264550843886,-0.08153881201400724,False,False,fail_interval_inflation,50,1e-12,0.01690951296466256,0.014954158191153283,0.09647215847310142,0.09649297020516052,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t188,0.5,0.5,48.44,48.444,0.25966771414457174,0.06344769713770385,0.24434187879968364,0.0880127443442923,0.09017596479464714,-0.0726869089994042,-0.07485012944975904,False,False,fail_interval_inflation,50,1e-12,0.020892063204508246,0.018847538532132502,0.09357897220391245,0.09369766798189154,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t189,0.5,0.5,48.445,48.449,0.2665118044624224,0.06523682687428305,0.24478025281420998,0.08757612890201619,0.08994275821847618,-0.06584457725380377,-0.06821120657026376,False,False,fail_interval_inflation,50,1e-12,0.024727212610786017,0.02259203385741987,0.09057178986458979,0.09080324042768363,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t19,0.5,0.5,47.595,47.599,0.36301986695676297,0.12284833307496895,0.3384066390217719,0.10466584481284895,0.10535828934743614,-0.0800526168778579,-0.0807450614124451,False,False,fail_interval_inflation,50,1e-12,0.03173503755506603,0.03131871328552141,0.11178765443292393,0.11206377469796651,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t190,0.5,0.5,48.45,48.454,0.27332128345057694,0.0670355521829924,0.24526283257818096,0.08710244664368952,0.08972341165339234,-0.059043995771293545,-0.06166496078099637,False,False,fail_interval_inflation,50,1e-12,0.028419255692214415,0.02619200918263309,0.08746325146350796,0.08785696996362946,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t191,0.5,0.5,48.455,48.459,0.28008375926683293,0.06884060799940427,0.24578578986374044,0.08659448441751198,0.08952666977595468,-0.052296515014419495,-0.05522870037286219,False,False,fail_interval_inflation,50,1e-12,0.03197216012223983,0.029651505467224462,0.08426867513665932,0.08488020584008665,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t192,0.5,0.5,48.46,48.464,0.2865169497149054,0.07064806308989525,0.24657551031515798,0.08605295426362164,0.08954589759120375,-0.04611151486387424,-0.049604458191456355,False,False,fail_interval_inflation,50,1e-12,0.03538958595329149,0.032974258755963784,0.08150110081716573,0.08257871694742014,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t193,0.5,0.5,48.465,48.469,0.2923650657987062,0.07245540924750227,0.24782512592454506,0.08615026399776528,0.08980570353986653,-0.041610324123604145,-0.045265763665705394,False,False,fail_interval_inflation,50,1e-12,0.03867490568177913,0.03616372016739623,0.08028522980538327,0.08142948383310163,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t194,0.5,0.5,48.47,48.474,0.29760936226922097,0.07443531995833078,0.2501108143600526,0.08647324975406831,0.09004874482865827,-0.038974701844899956,-0.04255019691948991,False,False,fail_interval_inflation,50,1e-12,0.041831224537525635,0.03922307610293933,0.08080592638242559,0.08177327302242925,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t195,0.5,0.5,48.475,48.479,0.3024815394954742,0.07648330356165994,0.25285279785745174,0.08676451062812823,0.09027498183932874,-0.03713576899010579,-0.04064624020130629,False,False,fail_interval_inflation,50,1e-12,0.04486140054906883,0.04215526822804548,0.08199716953917462,0.08280150842935177,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t196,0.5,0.5,48.48,48.484,0.30730382820321994,0.07852354125146829,0.2555241231799452,0.08702338442873381,0.09048303317746725,-0.03524367940545908,-0.03870332815419253,False,False,fail_interval_inflation,50,1e-12,0.047768064070826496,0.04496301291142876,0.08301174347628558,0.08366634106562129,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t197,0.5,0.5,48.485,48.489,0.312073643283096,0.08055163352411913,0.258117387539348,0.08724731823519875,0.09067123818134341,-0.03329106249145074,-0.0367149824375954,False,False,fail_interval_inflation,50,1e-12,0.05055363656124763,0.047648819911454976,0.08384469905269837,0.08436380234905037,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t198,0.5,0.5,48.49,48.494,0.3167846892345206,0.08256395912128739,0.2606311539891501,0.08743577469959439,0.09083977166176822,-0.03128223945422391,-0.034686236416397745,False,False,fail_interval_inflation,50,1e-12,0.0532203484760989,0.05021501017385552,0.08450258793032281,0.08490124659025326,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t199,0.5,0.5,48.495,48.499,0.32143116202118327,0.08455649523591256,0.26306253166063603,0.08759635937645908,0.09099593599242162,-0.02922772901591185,-0.03262730563187438,False,False,fail_interval_inflation,50,1e-12,0.05577025619930481,0.05266373266318958,0.08499798521521666,0.08529103829506396,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t2,0.5,0.5,47.51,47.514,0.4759777338353401,0.14682973755707562,0.30848026518792987,0.10702429771217714,0.1089923381430737,0.06047317093523308,0.05850513050433652,True,True,certified_combined_and_separate,50,1e-12,0.1398245873067812,0.1379081877027976,0.07935141637154813,0.0794030571984611,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t20,0.5,0.5,47.6,47.604,0.35575691646568414,0.12063113318571128,0.3390830300198737,0.10430306512243032,0.10514262144050644,-0.0876291786766199,-0.08846873499469603,False,False,fail_interval_inflation,50,1e-12,0.025042488379799388,0.024677733916859027,0.11267166705641929,0.11314646891155505,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t200,0.5,0.5,48.5,48.5,0.34944831375201274,0.07410031345487805,0.21204942344481767,0.07455105937994226,0.07775933658982319,0.06284783092725281,0.05963955371737188,True,True,certified_combined_and_separate,50,1e-12,0.06284797863570178,0.05963970085240905,1.4770844897205038e-07,1.4713503716790033e-07,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t21,0.5,0.5,47.605,47.609,0.34848199937126756,0.11834639768109718,0.33960548290763415,0.10390126095862262,0.10490566353881063,-0.09502474449498921,-0.09602914707517722,False,False,fail_interval_inflation,50,1e-12,0.018323221231477768,0.018006251589347516,0.11334796572646698,0.11403539866452474,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t22,0.5,0.5,47.61,47.614,0.3412029544053925,0.1160003048961459,0.33997450314666033,0.10346136099329245,0.10464794282024006,-0.10223290973456028,-0.1034194915615079,False,False,fail_interval_inflation,50,1e-12,0.011578569015610204,0.011305666788390109,0.11381147875017049,0.11472515834989801,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t23,0.5,0.5,47.615,47.619,0.33393055336662314,0.113599301947459,0.3401884038527557,0.10298483491740373,0.10437064156902591,-0.10924268540353632,-0.1106284920551585,False,False,fail_interval_inflation,50,1e-12,0.004809817059789986,0.004577336308633301,0.11405250246332631,0.1152058283637918,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t3,0.5,0.5,47.515,47.519,0.4702423185481441,0.14601528971871516,0.3105107387389804,0.10717772535013369,0.10889663091428672,0.052553854459030006,0.05083494889487697,True,True,certified_combined_and_separate,50,1e-12,0.1338506503290559,0.13205618274725067,0.0812967958700259,0.0812212338523737,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t4,0.5,0.5,47.52,47.524,0.4643552981033622,0.145481775419509,0.31329840752054,0.10729139216247971,0.10878036672747374,0.04376549842034247,0.04227652385534844,True,True,certified_combined_and_separate,50,1e-12,0.12781803893559981,0.1261412730414666,0.08405254051525735,0.08386474918611816,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t5,0.5,0.5,47.525,47.529,0.4583275089256068,0.14480729714054963,0.3159472087547203,0.10736258061837135,0.10864224447439623,0.035017719552515134,0.03373805569649026,True,True,certified_combined_and_separate,50,1e-12,0.12172902274942506,0.12016571316595351,0.08671130319690992,0.08642765746946325,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t6,0.5,0.5,47.53,47.534,0.4521623097176497,0.14399443492621658,0.31845740308636766,0.10739234253502472,0.1084817959638094,0.026312564096257318,0.02522311066747264,True,True,certified_combined_and_separate,50,1e-12,0.11558584232342355,0.11413173420939364,0.08927327822716623,0.088908623541921,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t7,0.5,0.5,47.535,47.539,0.4458681552270713,0.1430479066050769,0.3208300591286355,0.10739346569343612,0.10830055942431883,0.01764463040499968,0.016737536674116968,True,True,certified_combined_and_separate,50,1e-12,0.10939070445654771,0.10804153901309348,0.09174607405154803,0.09130400233897651,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t8,0.5,0.5,47.54,47.544,0.43945418535574143,0.14197060662243963,0.323061223111377,0.10737240639188579,0.1080971638778607,0.009020555852478615,0.00829579836650371,True,True,certified_combined_and_separate,50,1e-12,0.10314577761261925,0.10189729751406947,0.09412522176014064,0.09360149914756576,mode=fast; subdiv_sigma=1; subdiv_t=64
interval_valley47_sigma05_t47p5_48p5_w005_pass_fast_sub64,s0.5_t9,0.5,0.5,47.545,47.549,0.4329236913586661,0.14076655718875308,0.32515327758335044,0.10730992118321506,0.10787258535707926,0.00046049259210059756,-0.00010217158176360763,True,False,certified_combined,50,1e-12,0.09685318746348594,0.09570114220860937,0.09639269487138534,0.09580331379037298,mode=fast; subdiv_sigma=1; subdiv_t=64
