t,sigma,r,residual_margin,cleared_margin,external_ratio,lower_factor_ratio,total_ratio,quarter_surplus_ratio,defect_anchor_ratio,defect_anchor_surplus_ratio,genuine_ratio,continued_ratio,horizontal_pressure_ratio,cutoff_pressure_ratio,canonical_closed_ratio,anchor_allowance,defect_upper,continued_anchor_abs,defect_allowance,factorization_error,direct_abs,bracket_abs,rectangular_abs,central_ref_abs,cutoff_budget,horizontal_upper,lower_factor_upper,tail_gap_budget,central_ref_delta
3.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,102.02911351722824,20.702798472120104,122.73191198934835,-121.98191198934835,inf,-inf,7.70457980655416,7.70457980655416,0.0,86.61995390411992,113.48323346252185,-3.5937524139055315,0.0,0.41501088677258247,-3.5937524139055315,2.9899647937615514e-14,2.642509350572745,0.10546758276029597,2.5875911646511285,0.32338667583187636,2.460574436845118,0.0,4.493915143393201,0.8445635998691832,5.071876962006945e-10
4.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,105.20209493294395,24.60405189697124,129.80614682991518,-129.05614682991518,inf,-inf,13.28801877288888,13.28801877288888,0.0,78.62605738716618,122.0225484521494,-3.258222159632279,0.0,0.4932159007252802,-3.258222159632279,3.7274405016317926e-14,2.6276012511809665,0.11853937973067195,2.606175098815064,0.5577420608584744,2.233495380186026,0.0,5.340752437769748,1.0192103426348427,5.069539255317499e-10
4.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,92.3106428538039,16.407685703069422,108.71832855687332,-107.96832855687332,inf,-inf,9.523203276635101,9.523203276635101,0.0,73.26423630053371,106.77389215072812,-3.0331688093981364,0.0,0.32891051915936165,-3.0331688093981364,1.389687052394959e-14,2.362339810484311,0.13255030672056375,2.479628714279968,0.39972031288227133,2.081184517549126,0.0,3.5615835872795825,0.6861428361938093,5.067049424578578e-10
4.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,74.42232431423541,8.296532941191064,82.71885725542647,-81.96885725542647,inf,-inf,2.3483259679908217,2.3483259679908217,0.0,69.72567237825378,87.11544629030837,-2.884643587675953,0.0,0.16631333670655407,-2.884643587675953,7.249910561563039e-14,2.1725989862283632,0.1474746288493343,2.0289760169269684,0.09856700139729893,1.9806661088237865,0.0,1.800911846400296,0.34821600039663514,5.064412714884607e-10
4.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,86.74864812029034,16.492748569341657,103.241396689632,-102.491396689632,inf,-inf,9.669990118026274,9.669990118026274,0.0,67.40866788423779,102.66006908424538,-2.7873912520495585,0.0,0.33061570001259744,-2.7873912520495585,3.04743580846494e-14,2.2260739826306444,0.1632641621768424,2.3082443599297267,0.4058814417024272,1.914847994508676,0.0,3.5800480138833586,0.6907362892217622,5.061637118533645e-10
5.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,80.59648984804332,11.214713880186597,91.81120372822991,-91.06120372822991,inf,-inf,7.346473111522419,7.346473111522419,0.0,65.90354362499848,91.38453974364275,-2.724216212900083,0.0,0.224811556688085,-2.724216212900083,3.8929586852346124e-14,1.95169321708014,0.1798447185460451,2.0184392939354097,0.30835575440499474,1.8720926002878584,0.0,2.434355558397675,0.46596412866977693,5.058688138087595e-10
5.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,70.88119273342923,3.2259829592058598,74.1071756926351,-73.3571756926351,inf,-inf,2.9637055999534065,2.9637055999534065,0.0,64.95378153352242,83.50307956912098,-2.6843515592388547,0.0,0.06466845776508008,-2.6843515592388547,1.6255196873434252e-14,1.9844171717566705,0.19711349196830052,1.8137681983732903,0.12439651819790798,1.8451131317238674,0.0,0.7002576821788964,0.13220059627464253,5.055619374522937e-10
5.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,80.97296151175516,12.809176704847903,93.78213821660306,-93.03213821660306,inf,-inf,8.279844562757209,8.279844562757209,0.0,64.41327238624073,94.01953847061466,-2.6616646041050456,0.0,0.25677435783691155,-2.6616646041050456,1.8894678177176877e-14,1.969065164961516,0.21493714418588236,2.1682355444027728,0.34753243872909284,1.829759129202065,0.0,2.780462421340497,0.5146777288565615,5.05239912914732e-10
5.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,78.30653058991938,10.092696471974593,88.39922706189397,-87.64922706189397,inf,-inf,7.04821845795893,7.04821845795893,0.0,64.21009367400153,87.69848133022413,-2.6531365221069922,0.0,0.2023194554302084,-2.6531365221069922,6.75322301446426e-15,1.7916826648857205,0.2331512972615171,1.715067456898665,0.2958370209517784,1.8239875220502038,0.0,2.190801479044346,0.3952443527656051,5.049049705646423e-10
6.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,74.24711189164337,5.335076736636055,79.58218862827943,-78.83218862827943,inf,-inf,4.963728834441324,4.963728834441324,0.0,64.31965422276073,87.2240366684331,-2.6577351404035303,0.0,0.10694761534064068,-2.6577351404035303,5.400071037906777e-14,1.9268564326265105,0.25156297480141854,1.8421896620345761,0.20834410283287522,1.8270997597438652,0.0,1.158074458881515,0.20239827981517997,5.045522454644908e-10
6.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,80.66258736434746,11.372048065162115,92.03463542950958,-91.28463542950958,inf,-inf,7.957947051570806,7.957947051570806,0.0,64.74669326120585,91.73157274312153,-2.675659380084418,0.0,0.22796549743258207,-2.675659380084418,2.0807427796300306e-14,1.8405116372285966,0.26995595618780605,2.1007358251319586,0.3340213364088117,1.8392304674408015,0.0,2.468507775905229,0.415375713240368,5.041864225792724e-10
6.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,80.29271618987767,10.343251434616132,90.6359676244938,-89.8859676244938,inf,-inf,7.3900213360006,7.3900213360006,0.0,65.51267351787646,91.14726920401192,-2.707810102794415,0.0,0.20734211153977578,-2.707810102794415,3.446433417580566e-14,1.8351248945289167,0.28810112377526664,1.5820516914522738,0.3101836173003079,1.8609893273078715,0.0,2.2451889446994575,0.3614970754424565,5.038087335246936e-10
6.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,79.3100819936772,7.605508889661246,86.91559088333845,-86.16559088333845,inf,-inf,6.331598171444996,6.331598171444996,0.0,66.64688565078721,92.04891685721819,-2.755416734247328,0.0,0.1524609821665254,-2.755416734247328,3.047860471963836e-14,1.9287617216491013,0.30577289157615556,2.0306046853999713,0.26575809930931765,1.8932083860167792,0.0,1.6509126347574485,0.25278174604588777,5.0341736884477e-10
7.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,84.01879669077094,10.66794784978027,94.68674454055122,-93.93674454055122,inf,-inf,7.920514136815668,7.920514136815668,0.0,68.1777684171396,95.33424408866827,-2.819672943064565,0.0,0.21385101647698104,-2.819672943064565,2.452261260166405e-14,1.895505839807621,0.3227716022668466,2.0769097927185065,0.3324501532718593,1.9366954906723992,0.0,2.3156701474738854,0.3351775382205364,5.030068967306334e-10
7.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,85.28867549694357,10.319755169657409,95.60843066660098,-94.85843066660098,inf,-inf,7.583391398996727,7.583391398996727,0.0,70.12189269895013,98.34326609637857,-2.9012742639262052,0.0,0.20687110247452817,-2.9012742639262052,4.760669470463127e-14,2.0075480205711616,0.3389528812888099,1.6810359928366154,0.3182999978749529,1.9919213629369807,0.0,2.240088657361329,0.3048227935257581,5.025848249798378e-10
7.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,86.10739757000292,8.29543166441523,94.40282923441815,-93.65282923441815,inf,-inf,6.82013105834495,6.82013105834495,0.0,72.46713545331302,97.61809930258487,-2.9997118526584337,0.0,0.1662912603746062,-2.9997118526584337,4.673129042391877e-14,1.994058614580129,0.35426043543845626,2.3054020305563494,0.2862634390287831,2.0585416289321476,0.0,1.8006727944486167,0.22930097367898644,5.021502698025069e-10
7.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,89.90174293880438,9.161010898438048,99.06275383724243,-98.31275383724243,inf,-inf,7.37829701757055,7.37829701757055,0.0,75.14514890366327,104.35541696877515,-3.11211692720969,0.0,0.18364276992861656,-3.11211692720969,3.2564943968168e-14,2.1791617324476475,0.3687567254321667,2.1011028097898863,0.30969150891040415,2.134614763821519,0.0,1.988562351158555,0.23627208353918325,5.017003720934948e-10
8.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,91.60028699253294,8.498605488407682,100.09889248094062,-99.34889248094062,inf,-inf,6.804243159925456,6.804243159925456,0.0,77.99180067268202,105.03274258950279,-3.2316003092950814,0.0,0.1703641082544537,-3.2316003092950814,5.213321721819273e-15,2.2032751254675373,0.38264298842585565,2.0338636285835063,0.2855965714273256,2.2154783322921356,0.0,1.8447753309057224,0.20445541671834241,5.012375047372325e-10
8.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,92.2923777198371,6.134289645613173,98.42666736545027,-97.67666736545027,inf,-inf,5.796149710914379,5.796149710914379,0.0,80.70007829800834,103.34403299928003,-3.3452756712842033,0.0,0.1229687372445879,-3.3452756712842033,3.181520311127545e-14,2.166666741423695,0.39625415112792395,2.5348454840962593,0.24328355792251938,2.2924111681157826,0.0,1.3315580098750825,0.13818070590629647,5.007602694279281e-10
8.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,93.64591325452544,4.786002443773447,98.43191569829888,-97.68191569829888,inf,-inf,5.426013084723181,5.426013084723181,0.0,82.79388708507908,112.79157416550223,-3.4331597454945024,0.0,0.09594080341172158,-3.4331597454945024,3.717970985605044e-14,2.55211340618914,0.41001754431883686,2.1721182666726606,0.2277477005295214,2.3518890614290333,0.0,1.0388879980334276,0.1018954482420869,5.002709216620371e-10
8.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,92.62409749690914,3.045851694787469,95.66994919169662,-94.91994919169662,inf,-inf,4.471931715534369,4.471931715534369,0.0,83.6802340658404,103.58883967242087,-3.4703626573909037,0.0,0.06105752391560967,-3.4703626573909037,2.767030440149454e-14,2.219558865779425,0.4243699536600832,2.427943593610699,0.1877017525087575,2.3770671251976916,0.0,0.6611569481376268,0.062269757546860136,4.997671627339626e-10
9.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,90.53748841754738,1.6270195113494061,92.16450792889678,-91.41450792889678,inf,-inf,3.852832359993478,3.852832359993478,0.0,82.83182369756044,104.9276516827122,-3.434752070489596,0.0,0.032615436560942505,-3.434752070489596,3.018255181575176e-14,2.3239632948561786,0.43964135239602375,2.3881026152562503,0.16171610661698393,2.352966709877051,0.0,0.3531738779419484,0.03264318618356967,4.992505811485173e-10
9.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,88.8173812506072,3.5738586206699714,92.39123987127716,-91.64123987127716,inf,-inf,4.384125692953702,4.384125692953702,0.0,80.0491298646998,109.97449765330306,-3.317953214346767,0.0,0.07164201677186081,-3.317953214346767,3.7073470513668994e-14,2.512654654849602,0.4559346344827998,2.167852479748874,0.18401624356818877,2.2739199660022797,0.0,0.775770357683939,0.07213944688356455,4.987195747643199e-10
9.5,0.5,0.35355339059327373,0.0878852299152466,0.03672664161544273,85.90907468625424,6.051517515698131,91.96059220195238,-91.21059220195238,inf,-inf,5.153023463332987,5.153023463332987,0.0,75.60302775958826,95.39995696243736,-3.1313356159466554,0.0,0.12130947677879347,-3.1313356159466554,3.7914400754053714e-14,1.8795836301389017,0.47303681793118524,2.3525392300357804,0.216289423970055,2.147621524472857,0.0,1.3135908288402558,0.12586014134182494,4.981761105549347e-10
9.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,82.86580893586533,8.806445648902331,91.67225458476766,-90.92225458476766,inf,-inf,6.377994732892208,6.377994732892208,0.0,70.10981947008091,102.35091172201044,-2.900767510612124,0.0,0.17653511060291133,-2.900767510612124,9.987225950772952e-15,2.1256755728632575,0.4903922175749533,1.7411219698279823,0.26770551632012984,1.991578404103746,0.0,1.9115975801226335,0.1923604865645219,4.976211396609512e-10
10.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,79.41283821390441,10.901102850023724,90.31394106392813,-89.56394106392813,inf,-inf,7.583062405199858,7.583062405199858,0.0,64.24671340350469,97.95756247393348,-2.6546735731715834,0.0,0.21852487076469015,-2.6546735731715834,2.453858180728196e-14,1.9028998464084086,0.5071465079030882,1.9780738026692315,0.31828618891807137,1.8250277623901998,0.0,2.3662806380200263,0.25327106794866294,4.970527991185788e-10
10.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,75.349439909834,12.319862768740148,87.66930267857416,-86.91930267857416,inf,-inf,8.407250988558678,8.407250988558678,0.0,58.53493793271665,88.54395557338908,-2.4149314809390017,0.0,0.24696550949171164,-2.4149314809390017,2.66610761112658e-14,1.5009858683398392,0.5222426894206338,1.8349881574952365,0.35288010746042436,1.6627759014855317,0.0,2.6742480218568128,0.30644165402242873,4.964706207037067e-10
10.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,71.54541627698009,13.62327435429663,85.16869063127672,-84.41869063127672,inf,-inf,9.132754252630283,9.132754252630283,0.0,53.27990777171953,92.71707453601627,-2.1943604987661063,0.0,0.2730938611094849,-2.1943604987661063,3.2787876577985684e-14,1.674237036227954,0.5345412579615175,1.1508750649162505,0.3833318770265863,1.513498601092226,0.0,2.9571769732396147,0.36338284536441834,4.958757092367203e-10
10.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,67.92223084696094,14.505368863545938,82.42759971050688,-81.67759971050688,inf,-inf,9.655347918648255,9.655347918648255,0.0,48.611535009664436,83.14892732402686,-1.9984134663554867,0.0,0.2907764379356937,-1.9984134663554867,1.8471121825922962e-14,1.2836998284485932,0.5429363883683506,1.7280552042907935,0.4052668602064063,1.380886216044184,0.0,3.148651467779942,0.41419297262006455,4.952707059963087e-10
11.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,64.27942505467516,14.862215269355742,79.1416403240309,-78.3916403240309,inf,-inf,9.864617034406052,9.864617034406052,0.0,44.55019098586305,82.90154618682621,-1.8279454361392884,0.0,0.2979298256052965,-1.8279454361392884,3.390254658368097e-14,1.3073339797770416,0.5464506405416564,1.3127823010772528,0.4140505765671117,1.265517425900738,0.0,3.226111404855294,0.4525563139151236,4.94651432603228e-10
11.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,60.95223378896551,15.0672613297049,76.0194951186704,-75.2694951186704,inf,-inf,9.946122295442464,9.946122295442464,0.0,41.05998919808058,79.78303137386928,-1.6814501330244718,0.0,0.3020402045692479,-1.6814501330244718,2.0576075149520446e-14,1.2190925282404048,0.5443063252955755,0.8901210699094892,0.4174716217235201,1.1663728187822133,0.0,3.270620343921532,0.48676666924450357,4.940194701033093e-10
11.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,57.81109119703117,15.018388661334969,72.82947985836614,-72.07947985836614,inf,-inf,9.864445206882593,9.864445206882593,0.0,38.08220078326598,72.13866952431815,-1.5564625125473142,0.0,0.3010604969482487,-1.5564625125473142,2.435877135100522e-14,0.9538191875674,0.535975963183057,1.4882226363776414,0.41404336439811307,1.0817841100426924,0.0,3.260011651343983,0.5117985234189886,4.933756088901066e-10
11.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,54.66627754479494,14.604043900588339,69.27032144538327,-68.52032144538327,inf,-inf,9.55644078400866,9.55644078400866,0.0,35.553395976777615,76.10693527451745,-1.4503202178692485,0.0,0.2927544900662031,-1.4503202178692485,2.5035467662925372e-14,1.1952987705273337,0.5212211979373431,0.9259286806480165,0.4011154009068419,1.0099494786192693,0.0,3.170070661124112,0.5217879610713062,4.927256383329793e-10
12.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,51.6598684507433,14.027308035307714,65.68717648605102,-64.93717648605102,inf,-inf,9.122927770007212,9.122927770007212,0.0,33.41401291072888,65.46036430384683,-1.3605232405607697,0.0,0.2811931707978929,-1.3605232405607697,1.2981541159578806e-14,0.8349324804663079,0.5001321440175622,0.8264160207801542,0.3829194270772859,0.9491769770688099,0.0,3.0448797579612914,0.5222175513113235,4.920541873111591e-10
12.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,48.7073807736928,13.262547735397675,61.96992850909047,-61.21992850909047,inf,-inf,8.547763840865766,8.547763840865766,0.0,31.611853091961265,64.54184801121376,-1.284880637363479,0.0,0.2658626902031297,-1.284880637363479,2.5553526092979878e-14,0.8960670403702101,0.47317693377423664,1.2554723739006304,0.3587778962250484,0.8979838260533126,0.0,2.878874766053562,0.5113000428809785,4.913741459030151e-10
12.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,45.69247976190167,12.234550335986647,57.92703009788832,-57.17703009788832,inf,-inf,7.794869219688349,7.794869219688349,0.0,30.10274132252498,66.11408885498084,-1.2215382292334984,0.0,0.24525532579758758,-1.2215382292334984,3.75403574405194e-14,1.0776348456223486,0.4412779656966539,0.6842480157929622,0.3271764208808455,0.8551151604069736,0.0,2.6557294223550607,0.48545944904332,4.906853111674073e-10
12.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,42.692902112441196,11.059366924916267,53.752269037357465,-53.002269037357465,inf,-inf,6.921270018463399,6.921270018463399,0.0,28.8503620755144,50.76028660386339,-1.168971733494555,0.0,0.2216974521987339,-1.168971733494555,1.5918058548306632e-14,0.5588563731434623,0.40593302532688075,0.8055848062886257,0.290508575419216,0.8195393811374467,0.0,2.4006347048758916,0.4489450269009211,4.899893959294212e-10
13.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,39.67164869585847,9.761022406169769,49.43267110202824,-48.68267110202824,inf,-inf,5.923115116160605,5.923115116160605,0.0,27.825418463537257,56.93520642974845,-1.1259514629652727,0.0,0.19567067563580062,-1.1259514629652727,1.1373285279147306e-14,0.9522709678502123,0.36939709571157137,1.024856401536182,0.2486127155637052,0.7904242646178717,0.0,2.1188056515721168,0.4029720849250384,4.892688541730781e-10
13.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,36.57554764410699,8.328455222666843,44.90400286677384,-44.15400286677384,inf,-inf,4.785440978149288,4.785440978149288,0.0,27.004665687808416,53.05818062281481,-1.0915017566234748,0.0,0.1669532547524602,-1.0915017566234748,9.809004594079347e-15,0.9306619928966439,0.33491331955353754,0.6077349368562832,0.2008607723158202,0.7671095062059302,0.0,1.8078411523262006,0.34762456326853636,4.885445241859526e-10
13.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,33.46357888552449,6.887133612736406,40.3507124982609,-39.6007124982609,inf,-inf,3.546613755101935,3.546613755101935,0.0,26.37035137532062,38.57108467743572,-1.0648774887077204,0.0,0.13806034154233318,-1.0648774887077204,5.704496709819762e-15,0.4632635075290804,0.30684144141546155,0.7699264315158937,0.14886309980803245,0.7490908221512136,0.0,1.4949763472087236,0.28894947865526543,4.878100821104665e-10
13.75,0.5,0.35355339059327384,0.08788522991524662,0.03672664161544273,30.337534554987165,5.6100976491469705,35.94763220413414,-35.19763220413414,inf,-inf,2.214081153380522,2.214081153380522,0.0,25.909372248226124,48.179558411050756,-1.0455286713442922,0.0,0.11246071894042033,-1.0455286713442922,1.7492972175016117e-14,1.0013070367787202,0.2902128904498517,0.8119441743680071,0.0929323028888143,0.7359959934780946,0.0,1.2177726994429048,0.23521917156605462,4.870622733823877e-10
14.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,27.193665500759487,4.7795911980304275,31.973256698789914,-31.223256698789914,inf,-inf,0.7904207071410445,0.7904207071410445,0.0,25.612824086477396,39.59383289355622,-1.033081564991991,0.0,0.09581228277791883,-1.033081564991991,1.2661441365613169e-14,0.7655918425869872,0.2890914736538027,0.6961323557330258,0.03317656918467882,0.7275720819749785,0.0,1.0374963217162683,0.19910955340925382,4.863050543256305e-10
14.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,26.856580344534123,4.806521787936609,31.663102132470733,-30.913102132470733,inf,-inf,0.6904348422875639,0.6904348422875639,0.0,25.475710659958995,34.614451040357835,-1.027326461361812,0.0,0.09635213675047834,-1.027326461361812,1.0751408024913127e-14,0.5516270075247411,0.304308854914662,0.7160255230359693,0.02897983201315439,0.7236771619590562,0.0,1.0433420911161337,0.19778733965244963,4.855372554435499e-10
14.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,29.914834777981092,5.774471850724444,35.68930662870554,-34.93930662870554,inf,-inf,2.2091056100858277,2.2091056100858277,0.0,25.496623557809432,48.95615183349168,-1.0282042447955189,0.0,0.11575578473797761,-1.0282042447955189,1.2079767321369276e-14,0.9972323279893234,0.332901129980721,0.6699643052855817,0.09272346289404136,0.7242712253305064,0.0,1.2534530793029977,0.23334017054598213,4.847592860824033e-10
14.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,33.17160705153567,7.339474428581378,40.51108148011705,-39.76108148011705,inf,-inf,3.7469964010930976,3.7469964010930976,0.0,25.677614249349478,44.22404067118926,-1.0358010222400016,0.0,0.1471280220957647,-1.0358010222400016,4.319270561714128e-15,0.6300440663637203,0.3699108748472282,0.8863038403563526,0.15727382166548565,0.7294125472642874,0.0,1.593165065272035,0.2895094932546325,4.839709281570094e-10
15.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,36.55558619745521,9.166285047047484,45.721871244502694,-44.971871244502694,inf,-inf,5.265744450981644,5.265744450981644,0.0,26.024097295491927,50.15795331830354,-1.050344060710288,0.0,0.1837484961711011,-1.050344060710288,7.34028719630079e-15,0.7064424617334066,0.4103840048119949,0.6573281286460251,0.22102069633109614,0.7392549367797797,0.0,1.989707200070472,0.3508206074703531,4.83172077118251e-10
15.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,40.008985579534695,11.066047809912064,51.07503338944676,-50.32503338944676,inf,-inf,6.732095003253757,6.732095003253757,0.0,26.54479557302718,59.67623431195267,-1.0721994881717916,0.0,0.22183137805471248,-1.0721994881717916,1.6547631167665983e-14,0.935947225389443,0.4502336089998865,0.6812824636400973,0.2825682748635584,0.7540461807514715,0.0,2.402084911247475,0.4084274161397005,4.823653197218185e-10
