label,source_box_id,sigma_min,sigma_max,t_min,t_max,d0_neg_re_upper,d0_neg_re_lower,certified_nondestructive,mainNormLowerConst,restUpperCombinedConst,restUpperSeparateConst,sectorBudgetCombined,sectorBudgetSeparate,certified_sector_combined,certified_sector_separate,status,mode,interval_dps,subdiv_sigma,subdiv_t,inflate,main_center_abs,main_radius,scout_budget_combined,scout_budget_separate,notes
sector_positive_box_fast_sub32,s0.85_t1,0.85,0.85,32.825,32.829,-0.0002360018651563119,-0.0004271275675623144,True,0.0632654783124411,0.004265984996330942,0.004267511350766027,0.05899949331611016,0.05899796696167507,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06568589733420835,0.003242729145652902,0.06288689423602717,0.06287673055353539,
sector_positive_box_fast_sub32,s0.85_t2,0.85,0.85,32.83,32.834,-0.0002684591312601293,-0.00045836431989363323,True,0.06262296217825414,0.004253354655389086,0.004258200874702013,0.058369607522865054,0.05836476130355212,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.0650504071625288,0.0032406186199950373,0.06224907315469933,0.0622422777035337,
sector_positive_box_fast_sub32,s0.85_t3,0.85,0.85,32.835,32.839,-0.00029953637624128963,-0.00048803657559588244,True,0.06200006743390639,0.00423743840080631,0.00424744814293912,0.05776262903310008,0.05775261929096727,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.064435773797307,0.003238083789450195,0.06163276331498724,0.06162863513247932,
sector_positive_box_fast_sub32,s0.85_t4,0.85,0.85,32.84,32.844,-0.0003291532970929748,-0.0005160551042316931,True,0.061398995541270554,0.004218390062705811,0.004235406835634805,0.057180605478564746,0.057163588705635746,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06384388437319241,0.003235404458035233,0.06103985652551883,0.061037692070992265,
sector_positive_box_fast_sub32,s0.85_t5,0.85,0.85,32.845,32.849000000000004,-0.00035723540950819766,-0.0005423432227213405,True,0.06082181107789725,0.00419618725167749,0.004222074456205091,0.05662562382621976,0.056599736621692154,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06327663904321215,0.003232576654722607,0.06047224950086954,0.06047134322641351,
sector_positive_box_fast_sub32,s0.85_t6,0.85,0.85,32.85,32.854,-0.0003837081097750896,-0.0005668321659948125,True,0.06027020328916404,0.004170739300126232,0.004207398157297057,0.05609946398903781,0.05606280513186698,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06273592950368498,0.00322944737099563,0.059931780425910734,0.05993147895972909,
sector_positive_box_fast_sub32,s0.85_t7,0.85,0.85,32.855,32.859,-0.0004084988185083658,-0.0005894432744781155,True,0.059746446028585476,0.004142193581565426,0.004191452287898805,0.05560425244702005,0.05555499374068667,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.0622236322604741,0.0032259897749094455,0.05941997448658308,0.05941997446667359,
sector_positive_box_fast_sub32,s0.85_t8,0.85,0.85,32.86,32.86,-0.0005095131110210911,-0.0005095131218330087,True,0.06211856015197954,0.002796692375908226,0.0027970521669876563,0.05932186777607132,0.05932150798499189,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06211856031666013,2.114820794051541e-10,0.05932186802183184,0.05932150823201969,
sector_positive_box_fast_sub32,s0.86_t0,0.86,0.86,32.82,32.824,-0.00019368049701349772,-0.00036671785902063383,True,0.06450954696161419,0.0039019178114778714,0.003901958734898322,0.06060762915013632,0.06060758822671587,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06679362666714557,0.0030152390204637248,0.0642637084716586,0.06425057415257762,
sector_positive_box_fast_sub32,s0.86_t1,0.86,0.86,32.825,32.829,-0.0002239228251736501,-0.0003959541051410432,True,0.06391483609371226,0.0038933410490800922,0.0038946139951488426,0.06002149504463217,0.06002022209856342,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06620374549978679,0.0030135548270189953,0.06367101830278334,0.06366168900504007,
sector_positive_box_fast_sub32,s0.86_t2,0.86,0.86,32.83,32.834,-0.00025301014223231357,-0.00042386991814220853,True,0.06333754182799299,0.003881787525697094,0.0038859965478515775,0.059455754302295896,0.05945154528014141,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06563195568126587,0.0030115836857873336,0.06309703883035193,0.06309085086719476,
sector_positive_box_fast_sub32,s0.86_t3,0.86,0.86,32.835,32.839,-0.0002808605571362293,-0.0004503922205811451,True,0.06277899419180542,0.003867228626454818,0.003876058720149781,0.058911765565350604,0.05890293547165564,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.0650799012286159,0.003009215129964101,0.06254341615435569,0.0625397029597405,
sector_positive_box_fast_sub32,s0.86_t4,0.86,0.86,32.84,32.844,-0.0003074027996728051,-0.00047544141722178403,True,0.06224114035764901,0.0038498048505225136,0.003864940763331704,0.058391335507126496,0.05837619959431731,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.0645492315042787,0.0030067027927265975,0.062011800837226114,0.06200989348233114,
sector_positive_box_fast_sub32,s0.86_t5,0.86,0.86,32.845,32.849000000000004,-0.00033257048985694924,-0.0004989490241498441,True,0.061725769896613,0.0038294952153306305,0.0038526398160146033,0.05789627468128237,0.0578731300805984,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06404159288642294,0.003004043887445975,0.06150384019486558,0.06150306790638175,
sector_positive_box_fast_sub32,s0.86_t6,0.86,0.86,32.85,32.854,-0.00035629705943635096,-0.0005208541905486773,True,0.06123432296072362,0.003806215223623444,0.0038391058105757036,0.05742810773710018,0.05739521715014791,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06355861659696711,0.00300110207861217,0.061021104716067205,0.061020860544041426,
sector_positive_box_fast_sub32,s0.86_t7,0.86,0.86,32.855,32.859,-0.00037851742846773583,-0.0005410864777047214,True,0.060768794051790975,0.0037801007013077313,0.0038244089529278105,0.05698869335048325,0.05694438509886317,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.06310192248783796,0.0029978565352040544,0.06056488849769243,0.06056488542586376,
sector_positive_box_fast_sub32,s0.86_t8,0.86,0.86,32.86,32.86,-0.00046937408970500736,-0.00046937409946745743,True,0.06300836192606242,0.002530741836327964,0.0025311461842308165,0.06047762008973446,0.060477215741831604,True,True,certified_sector_combined_and_separate,fast,80,1,32,1e-13,0.0630083620813737,1.971847050404515e-10,0.060477620320594117,0.060477215973945314,
