t,sigma,r,residual_margin,cleared_margin,external_ratio,lower_factor_ratio,total_ratio,quarter_surplus_ratio,genuine_ratio,continued_ratio,horizontal_pressure_ratio,cutoff_pressure_ratio,canonical_closed_ratio,factorization_error,direct_abs,bracket_abs,rectangular_abs,central_ref_abs,cutoff_budget,horizontal_upper,lower_factor_upper,tail_gap_budget,central_ref_delta
3.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,53.53139262343157,29.3720929912359,82.90348561466747,-82.15348561466747,15.42240410555536,15.42240410555536,0.0,22.68658441232085,47.31276758874967,1.6711069443220838e-16,0.09844376717687037,0.09162291466538726,0.13258676238057,0.6473292667808738,0.6444476953436769,0.0,6.375741601514563,1.1730373521668411,3.212429742933857e-07
3.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,30.885225808304476,20.7027830605164,51.58800886882088,-50.83800886882088,7.704572605972483,7.704572605972483,0.0,15.476080596359516,30.291498741762915,7.850462293418876e-17,0.11754824108912305,0.10378842785089128,0.15907488546840964,0.32338637359966754,0.43962212609935086,0.0,4.493911798027145,0.8445629711580683,3.2099320178748175e-07
4.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,39.866586020099035,24.604035917459175,64.4706219375582,-63.72062193755821,13.288011155751681,13.288011155751681,0.0,13.290563708595677,41.39955711671806,7.850462293418876e-17,0.13132687520867678,0.11719133927686355,0.18429120202759533,0.5577417411420539,0.3775391216304554,0.0,5.340748969128957,1.0192096806916782,3.207266092082189e-07
4.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,31.955587464912487,16.407673902939177,48.36326136785166,-47.61326136785166,9.52319856435741,9.52319856435741,0.0,12.909190336197664,34.31684029753011,1.6883057536160649e-16,0.14064731138590011,0.1318031213169677,0.20769951048469812,0.3997201150924039,0.36670561816248215,0.0,3.5615810258488625,0.6861423427314783,3.2044328037047275e-07
4.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,13.76578861933233,8.29651732316893,22.06230594250126,-21.31230594250126,2.3483186480184197,2.3483186480184197,0.0,9.069151323295491,19.240880400361263,1.7772239894833365e-16,0.14653114373935713,0.1475351226406161,0.22986796754285868,0.09856669415386689,0.25762334086072025,0.0,1.8009084562274038,0.34821534488845607,3.201432987393302e-07
4.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,25.090366498958733,16.492735916234924,41.58310241519366,-40.83310241519366,9.669983459726096,9.669983459726096,0.0,5.750399579506543,33.27663490118734,2.1240270466091291e-16,0.1493471217485576,0.16424188494892258,0.2514140235464033,0.40588116223156506,0.16334903875197895,0.0,3.5800452672987344,0.6907357592943244,3.198267562026338e-07
5.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,21.683344298903496,11.214716960994881,32.89806125989838,-32.14806125989838,7.346475738589363,7.346475738589363,0.0,6.990392821724766,29.426177591446788,1.6711069443220838e-16,0.1484729825424578,0.18172752273003356,0.27220279163630073,0.3083558646716761,0.19857297430198087,0.0,2.43435622714258,0.46596425667537406,3.194937452078763e-07
5.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.20527087406978,3.2259674925992172,15.431238366668998,-14.681238366668998,2.9637020282788042,2.9637020282788042,0.0,6.27786681751217,20.72137796729345,2.5133742693021536e-16,0.1426618108821455,0.19975514251127763,0.29112755465337053,0.12439636828292161,0.1783325655678275,0.0,0.7002543248734625,0.13219996245399115,3.191443711480099e-07
5.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,19.273962566635063,12.809170068820539,32.0831326354556,-31.3331326354556,8.279840657978962,8.279840657978962,0.0,2.7142812506771374,30.35593455807298,2.0014830212433605e-16,0.13082591671088123,0.21805967844918447,0.3065322560942376,0.3475322748326457,0.07710337813405947,0.0,2.780460980871282,0.5146774622183872,3.1877873651908066e-07
5.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.965664212447862,10.092710692299578,27.05837490474744,-26.30837490474744,7.048225636724415,7.048225636724415,0.0,2.8692129389990355,27.947487540662408,1.7785780651003303e-16,0.11271878620901327,0.23636431403395203,0.31695904473956354,0.2958373222682895,0.0815044535740683,0.0,2.190804565821908,0.39524490965376274,3.183969520655206e-07
6.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.36750544673302,5.335064364947203,19.702569811680224,-18.952569811680224,4.963723346202704,4.963723346202704,0.0,4.440058754327611,24.154937925956602,2.3551386880256624e-16,0.08917277634534787,0.2544001100402741,0.3217909983899231,0.20834387247336333,0.12612677075633105,0.0,1.1580717733837087,0.20239781046700267,3.179991322151326e-07
6.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,18.89514585784566,11.372047549950205,30.267193407795865,-29.517193407795865,7.957946702862851,7.957946702862851,0.0,2.979252452119957,29.437278443157876,5.551115123125783e-17,0.061825656535386186,0.2719280136013727,0.3214766356954129,0.33402132177238647,0.08463029699494944,0.0,2.468507664069208,0.4153756944217248,3.175853977763108e-07
6.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,15.04471113489203,10.343266874830595,25.387978009722623,-24.637978009722623,7.390028342297893,7.390028342297893,0.0,0.26465445029624396,27.127383898382323,3.554447978966673e-16,0.032540515644733516,0.28876234085571595,0.31720127910583623,0.310183911377759,0.0075179210521983605,0.0,2.245192296275994,0.36149761507860556,3.171558719657022e-07
6.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,15.371473532295159,7.6054945368277025,22.97696806912286,-22.22696806912286,6.3315909490056566,6.3315909490056566,0.0,2.7082916342838472,25.578925449155204,2.0595777971499126e-16,0.007214058728209206,0.3047948945081941,0.3100915875385803,0.26575779615967055,0.07693323376986191,0.0,1.6509095192165182,0.252781269005577,3.1671068273978266e-07
7.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,18.829655193146003,10.66795240709298,29.497607600238982,-28.747607600238982,7.920517213093613,7.920517213093613,0.0,2.9886207669587765,29.81111001659537,1.2412670766236366e-16,0.032441181988905846,0.32001841585770036,0.30033326458053816,0.33245028239341085,0.0848964185405027,0.0,2.3156711367206593,0.3351776814072933,3.1624996563927125e-07
7.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.69933088151739,10.319767379110985,27.019098260628375,-26.269098260628375,7.583395745110911,7.583395745110911,0.0,1.532539391295563,29.8382497921918,6.206335383118183e-17,0.06710693508527474,0.3345463054027565,0.2867826594830931,0.3183001802957278,0.043534163662267686,0.0,2.2400913076430475,0.3048231541660722,3.1577385711451837e-07
7.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,15.560635358354228,8.295416183644354,23.856051541998582,-23.106051541998582,6.820123639028502,6.820123639028502,0.0,1.9203880802972222,29.685929293650528,1.0007415106216802e-16,0.10544979422335174,0.3486223106265631,0.2674692591290326,0.2862631276155531,0.05455160856390927,0.0,1.800669434068581,0.22930054576203426,3.152825006902866e-07
7.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,17.739116831476903,9.161018556189358,26.90013538766626,-26.15013538766626,7.378302673244624,7.378302673244624,0.0,2.9825114849876524,32.457603133478756,8.886119947416683e-17,0.14653125336633172,0.36261036176466804,0.24091724687964416,0.3096917462977354,0.08472287488955288,0.0,1.9885640134113478,0.2362722810406247,3.14776040337775e-07
8.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.345741660732486,8.498614943571981,24.844356604304465,-24.094356604304465,6.804244139247846,6.804244139247846,0.0,2.737253382236793,32.55145897253882,2.172217384091364e-16,0.1876449181036807,0.3769537597165711,0.20804853951686325,0.28559661253272267,0.07775593723999133,0.0,1.8447773833193648,0.2044556441861969,3.1425462868671545e-07
8.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.046457977507055,6.134274095567789,20.180732073074843,-19.430732073074843,5.796143602751274,5.796143602751274,0.0,2.4541707720045083,31.68499572276427,2.9504581591051765e-16,0.22459947805377356,0.3920980068241224,0.1748900018317498,0.24328330154272818,0.06971453565919668,0.0,1.3315546344577676,0.13818035562674136,3.1371842000202e-07
8.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.008412803555162,4.78600976816036,18.794422571715522,-18.044422571715522,5.42602038920842,5.42602038920842,0.0,3.1563720251383245,32.22762712743651,2.830524433501838e-16,0.25263326117294166,0.40838425680412554,0.1557576864255479,0.227748007122906,0.08966165378967049,0.0,1.038889587923476,0.10189560418051287,3.131675743840342e-07
8.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.450193666590584,3.0458638510395732,15.496057517630158,-14.746057517630158,4.471927853933718,4.471927853933718,0.0,3.5063379587231456,31.204929163774896,3.065703529144609e-16,0.2674996084238825,0.42593682928259174,0.16747066876765054,0.18770159042461676,0.09960298013693017,0.0,0.6611595868710083,0.062270006070736905,3.1260225439196926e-07
9.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,10.96405253051938,1.6270240271127985,12.591076557632178,-11.841076557632178,3.852832322452716,3.852832322452716,0.0,3.2583878856139474,30.306283350112096,6.061909215660398e-16,0.26647317679079047,0.4445789738428148,0.20841030143019104,0.1617161050412741,0.09255957288481258,0.0,0.3531748581696949,0.03264327678414585,3.1202262709347147e-07
9.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.008671886857956,3.573846523342365,15.58251841020032,-14.83251841020032,4.3841298689236154,4.3841298689236154,0.0,3.240412149010725,31.408383623837373,3.5571561302006606e-16,0.24914732320735158,0.46380686274579536,0.2620879488117814,0.1840164188474464,0.09204894414425345,0.0,0.7757677317411807,0.0721392026952474,3.1142886377959984e-07
9.5,0.5,0.35355339059327373,0.0878852299152466,0.03672664161544273,13.789353950669433,6.051513408428548,19.84086735909798,-19.09086735909798,5.153016320659746,5.153016320659746,0.0,3.483321309349938,32.73641927176118,2.237726045655905e-16,0.21802286825405431,0.48283246405120445,0.3148203266771552,0.2162891241684546,0.09894915643330374,0.0,1.3135899372834452,0.1258600559183706,3.1082113931787175e-07
9.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.176564874265562,8.806460834469538,24.9830257087351,-24.2330257087351,6.378001139013419,6.378001139013419,0.0,3.4205625962387245,34.664420696288275,6.206335383118183e-17,0.1791159687743216,0.5006820645027652,0.3584662200732646,0.26770578520620736,0.09716639763223489,0.0,1.911600876423398,0.19236081826509815,3.101996320186985e-07
10.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,18.370762546236033,10.901093390817927,29.27185593705396,-28.52185593705396,7.583061327692403,7.583061327692403,0.0,3.2046398908512277,36.51803676950646,2.7894008272968645e-16,0.14304757903066317,0.5163214989385245,0.3888424855886958,0.31828614369152264,0.09103277754512418,0.0,2.3662785847291037,0.2532708481779492,3.095645242970047e-07
10.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,20.012755681107823,12.319856958969874,32.3326126400777,-31.5826126400777,8.407245832267623,8.407245832267623,0.0,3.1982640165725726,38.030117106517096,1.7772239894833365e-16,0.12495809720806031,0.528776994691786,0.404808954601638,0.35287989103384876,0.09085166092527511,0.0,2.6742467607415747,0.30644150951143484,3.089160026175893e-07
10.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,21.464619471964074,13.623289528839196,35.08790900080327,-34.33790900080327,9.132761533615874,9.132761533615874,0.0,3.199096404732331,39.88085333302799,1.3877787807814457e-16,0.13327183706687964,0.5372288943920533,0.4076857322329575,0.383332182633613,0.09087530620485701,0.0,2.957180267147282,0.36338325012529377,3.082542560861503e-07
10.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.332028974614353,14.505358906726423,36.837387881340774,-36.087387881340774,9.655344448570096,9.655344448570096,0.0,3.021340077474158,41.53745474651626,1.7554167342883506e-16,0.1575081834300606,0.5410680957832011,0.4005357859095596,0.40526671455575836,0.08582586141615305,0.0,3.1486493064730023,0.4141926883084616,3.075794770223433e-07
11.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.58394017232874,14.862210708321303,37.446150880650045,-36.696150880650045,9.864613846464824,9.864613846464824,0.0,2.854712479399098,42.496669451567506,3.6002095113654283e-16,0.18361398300581452,0.5399168459014252,0.38715779141640744,0.4140504427586831,0.08109254547892424,0.0,3.226110414800652,0.45255617503105444,3.0689186213384105e-07
11.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.667390534082323,15.067276039375658,37.73466657345798,-36.98466657345798,9.946129471788746,9.946129471788746,0.0,2.775131590504827,42.99180414586477,2.6703474716024767e-16,0.20492605656295804,0.5336239054223577,0.3708972050382522,0.4174719229384892,0.07883192662554314,0.0,3.2706235369204038,0.48676714445876335,3.061916111493239e-07
11.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.369172730716425,15.018377292652318,37.387550023368746,-36.637550023368746,9.864439961455117,9.864439961455117,0.0,2.6402928078061896,42.882550522136846,3.3766115072321297e-16,0.220403024302277,0.5222480835505972,0.353650600558347,0.41404314423018734,0.0750016214031364,0.0,3.260009183566731,0.5117981359956021,3.054789249981505e-07
11.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,21.58650236369673,14.604041543363659,36.19054390706039,-35.44054390706039,9.556439768786555,9.556439768786555,0.0,2.473622826123621,42.095338564205015,3.925231146709438e-16,0.23168208845685245,0.5060438739073455,0.3355495751056722,0.40111535829461525,0.07026710149365321,0.0,3.1700701494460555,0.5217878768500133,3.047540098604327e-07
12.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,20.63821509240545,14.02732187704273,34.66553696944818,-33.91553696944818,9.12293416550919,9.12293416550919,0.0,2.392346761387069,40.92948764769418,4.47545209131181e-16,0.240825781584744,0.4854595426480359,0.31550981963915353,0.3829196955176391,0.06795832853540974,0.0,3.044882762559084,0.5222180666202444,3.040170748536703e-07
12.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,19.453555982774102,13.262535102703437,32.71609108547754,-31.966091085477537,8.547757360704702,8.547757360704702,0.0,2.3580412613646917,39.37923383892292,4.081579843510303e-16,0.24881213415406686,0.46115347131953394,0.2922715568412879,0.3587776242312736,0.06698382748116435,0.0,2.8788720238998375,0.5112995558631569,3.0326833122216236e-07
12.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,17.91727895897749,12.234549995715188,30.15182895469268,-29.40182895469268,7.794870407676344,7.794870407676344,0.0,2.327538143624801,37.36932472551016,4.965068306494546e-16,0.2551884398873687,0.4340307730965764,0.2652966476686688,0.3271764707446276,0.06611733900625787,0.0,2.6557293484930145,0.48545943554155746,3.02507991735726e-07
12.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,16.197604122894354,11.059379919094798,27.256984041989153,-26.506984041989153,6.921275074796393,6.921275074796393,0.0,2.355053973301565,35.03335675865442,1.1188630228279524e-16,0.2588333542219386,0.4052996293113883,0.235118837695423,0.2905087876502215,0.06689896892014782,0.0,2.40063752549629,0.4489455543878803,3.017362732190429e-07
13.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.283267003507413,9.761009325010265,24.04427632851768,-23.29427632851768,5.923108037060482,5.923108037060482,0.0,2.4370509293864506,32.38393248950361,6.4796043696850615e-16,0.25906590364097776,0.37654229396936395,0.20312727054564117,0.2486124184304787,0.0692282199177287,0.0,2.118802812070932,0.40297154488508163,3.009533978784445e-07
13.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,12.093043832919703,8.328454968499745,20.421498801419446,-19.671498801419446,4.785444150593822,4.785444150593822,0.0,2.5221555317320568,29.432808430449978,5.37170786545413e-16,0.2563081050445194,0.3497800962454734,0.17102372123330425,0.20086090547380128,0.07164574843801931,0.0,1.807841097154656,0.3476245526597591,3.0015958305688904e-07
13.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,9.71026075362831,6.887147200095677,16.597407953723987,-15.847407953723987,3.546617120853505,3.546617120853505,0.0,2.6170265119213014,26.35102346527014,8.747410856390872e-16,0.2519732569253281,0.32747048288430725,0.14034869525028204,0.14886324107974863,0.07434070610228323,0.0,1.4949792965896813,0.28895004871250524,2.9935505468518857e-07
13.75,0.5,0.35355339059327384,0.08788522991524662,0.03672664161544273,7.163416444834171,5.610087193899938,12.773503638734109,-12.023503638734109,2.2140740945180495,2.2140740945180495,0.0,2.735268255798071,23.261587809517245,1.6883057536160649e-16,0.24772042688796445,0.3123078015218036,0.11260285878983756,0.09293200660502889,0.07769954663772397,0.0,1.2177704299432992,0.2352187332003257,2.985400390060604e-07
14.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,4.437882260998791,4.7795830692757,9.217465330274491,-8.467465330274491,0.7904254557333591,0.7904254557333591,0.0,2.857031349532073,20.24494378942908,4.928080417233778e-16,0.24457947858783008,0.30668877791464394,0.09054612564159539,0.03317676849879095,0.08115841658961402,0.0,1.037494557223704,0.19910921477930485,2.9771476433512806e-07
14.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,4.364475234831753,4.806535105869134,9.171010340700887,-8.421010340700887,0.6904332511652721,0.6904332511652721,0.0,2.9836087325012084,20.16306221206484,8.021553430725095e-16,0.24258057239561742,0.31192760650840773,0.08028786740977323,0.028979765228493614,0.08475404391078943,0.0,1.0433449820131655,0.19778788768251382,2.968794607201041e-07
14.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,7.557123006295498,5.774475577282898,13.331598583578396,-12.581598583578396,2.2091121507137195,2.2091121507137195,0.0,3.1388987048680583,23.592046843656245,1.056354017258402e-15,0.24112930286244977,0.32770996813958914,0.08837441795826692,0.09272373742580882,0.08916529696602897,0.0,1.2534538882196034,0.23334032113218423,2.960343600759463e-07
14.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,10.823717546621221,7.339459741123724,18.163177287744944,-17.413177287744944,3.746990529064681,3.746990529064681,0.0,3.329736488491858,27.279693109312845,2.1588771306901906e-16,0.23968014841741553,0.35225309883902395,0.11257483729700656,0.1572735751970477,0.0945863408572399,0.0,1.5931618770949167,0.28950891390001193,2.951796969024401e-07
15.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,14.09045039049096,9.166291947374221,23.25674233786518,-22.50674233786518,5.265744574582751,5.265744574582751,0.0,3.558961241325456,31.08391988174639,1.7554167342883506e-16,0.2380130158203858,0.382992113298026,0.14564948339172046,0.2210207015190431,0.10109782627939579,0.0,1.9897086979106247,0.35082087156609143,2.943157061914732e-07
15.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,17.305424690382036,11.066056219173413,28.37148090955545,-27.62148090955545,6.732100713723253,6.732100713723253,0.0,3.8412232629355274,34.87186601052286,4.769196226117484e-16,0.2358396754603809,0.41723306630369894,0.18285997017685626,0.28256851455083454,0.10911591776481426,0.0,2.402086736629052,0.4084277265100281,2.9344262532726717e-07
15.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,20.403200087294607,12.91302068474264,33.31622077203725,-32.56622077203725,8.11029179994029,8.11029179994029,0.0,4.182616487414027,38.489861042203344,1.131954589195533e-15,0.23211540724965443,0.45249047697647693,0.22244260584088685,0.34041574895208127,0.11881372298407991,0.0,2.803003626792872,0.4567646647983406,2.925606936186759e-07
15.75,0.5,0.35355339059327384,0.08788522991524662,0.03672664161544273,23.27700836669982,14.592770746661945,37.869779113361766,-37.119779113361766,9.349857271521891,9.349857271521891,0.0,4.577293823656035,41.73299401698382,3.3422138886441676e-16,0.22474801165059338,0.48657107379028014,0.2644994120737128,0.39244440819054366,0.1300251462253594,0.0,3.1676236201015224,0.4916548164272788,2.916701495429375e-07
16.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,25.82010297073152,16.006733754185884,41.8268367249174,-41.0768367249174,10.398643929754773,10.398643929754773,0.0,5.022815111221968,44.386931904846975,2.9504581591051765e-16,0.21107736492617085,0.5175499041541871,0.30985029402010783,0.4364654501653745,0.14268087093826437,0.0,3.4745497479999687,0.5105753068650815,2.907712345640228e-07
16.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,27.91545664204108,17.05147727726254,44.966933919303614,-44.216933919303614,11.198788678671203,11.198788678671203,0.0,5.517879284698676,46.2421846824682,2.0014830212433605e-16,0.18887797860890346,0.5437345299001555,0.35877478737232077,0.4700501695184398,0.15674393833729588,0.0,3.70133013933879,0.5120283516801787,2.8986419175599637e-07
16.5,0.5,0.35355339059327373,0.0878852299152466,0.03672664161544273,29.415008020178977,17.60195723861725,47.016965258796226,-46.266965258796226,11.679634824556222,11.679634824556222,0.0,6.055738371066526,47.10166807030704,9.32603861714756e-16,0.15736781036250616,0.5636576527810249,0.4099999432781155,0.4902328713151094,0.17202266175945938,0.0,3.8208217258408674,0.49515966315684157,2.889492633391251e-07
16.75,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,30.16587044391766,17.525162170614973,47.69103261453263,-46.94103261453263,11.768071406252403,11.768071406252403,0.0,6.6297276314128535,46.82118046379853,2.7755575615628914e-16,0.1179347374266826,0.5761066138179519,0.460382184217322,0.4939448469055672,0.18832771893595182,0.0,3.8041519737057596,0.4602469142029453,2.880266926963357e-07
17.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,30.03023591668578,16.685821058420018,46.7160569751058,-45.9660569751058,11.397635270092195,11.397635270092195,0.0,7.234965376501386,45.34911657151294,1.6653345369377348e-16,0.07495790475937478,0.5801818084910728,0.5053454652099263,0.4783964180893783,0.20552043789568555,0.0,3.6219578737320317,0.40864485549552865,2.8709672710516624e-07
17.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,28.91588745711774,14.960282764694185,43.876170221811925,-43.126170221811925,10.528264344668495,10.528264344668495,0.0,7.859358767780754,42.88020521609431,6.004449063730082e-16,0.04065375028417117,0.5753673466651059,0.5397803035416698,0.44190604733632455,0.22325730276192246,0.0,3.2473987203343855,0.34255963788419436,2.86159609436364e-07
17.5,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,26.885028286510025,12.297199474279038,39.18222776078906,-38.43222776078906,9.205333334918578,9.205333334918578,0.0,8.474361616672871,40.22488482847154,9.43689570931383e-16,0.0456869624199882,0.5615935455047024,0.5590490508724023,0.38637826096256334,0.24072741467454134,0.0,2.669328545762066,0.26532983644543295,2.852155856415823e-07
17.75,0.5,0.35355339059327373,0.0878852299152466,0.03672664161544273,24.370875511684808,8.834886688032382,33.20576219971719,-32.45576219971719,7.669831298794409,7.669831298794409,0.0,9.031212914095994,37.4356939972925,8.455206652451151e-16,0.07228283380720137,0.5392716446727189,0.5598527411970179,0.32192816612768904,0.2565456413741309,0.0,1.9177712197208017,0.18218497362152217,2.842649025643973e-07
18.0,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.447754203286543,5.182892110964217,27.63064631425076,-26.88064631425076,6.490421732588598,6.490421732588598,0.0,9.466910738109346,34.97150700386658,7.791361360319881e-16,0.09193476290736081,0.5092860746709922,0.5408264176104416,0.2724244490352713,0.26892231533476335,0.0,1.125040045933947,0.10424986339613067,2.833078059551113e-07
18.25,0.5,0.3535533905932738,0.08788522991524662,0.03672664161544274,22.47266071345933,3.7334174861380123,26.206078199597343,-25.456078199597343,6.374204809903747,6.374204809903747,0.0,9.72425109365184,34.100346941818614,6.684427777288335e-16,0.09798258338733104,0.4729375317420415,0.5028017784534292,0.26754644072773287,0.2762324681561028,0.0,0.8104054821457403,0.07506118019094818,2.823445426387289e-07
